recid,phash,chash,start,end,orient
RVZY01000001.1,a93c2c430e12abce5f1a,3f6c9bdaf97a72fbc8d7,91,1581,+
RVZY01000001.1,810b82672fc7c0aa0b2c,3f6c9bdaf97a72fbc8d7,1530,2030,+
RVZY01000001.1,2474589dc7efdaec13fb,3f6c9bdaf97a72fbc8d7,3586,3708,+
RVZY01000001.1,e53f63b9da13d91da85b,3f6c9bdaf97a72fbc8d7,4157,4771,-
RVZY01000001.1,ab36d6cd747e85937da4,3f6c9bdaf97a72fbc8d7,4781,4939,-
RVZY01000001.1,3c156b76514a809ec6d3,3f6c9bdaf97a72fbc8d7,5072,5986,-
RVZY01000001.1,84ee33965e2b219d1e41,3f6c9bdaf97a72fbc8d7,6777,7301,-
RVZY01000001.1,a5038c30e605d206d4c5,3f6c9bdaf97a72fbc8d7,7318,7656,+
RVZY01000001.1,004966895eb415f59a28,3f6c9bdaf97a72fbc8d7,8639,8983,+
RVZY01000001.1,086c2ceda587b565b80e,3f6c9bdaf97a72fbc8d7,8980,9078,+
RVZY01000001.1,ce934b4c5c513ca27901,3f6c9bdaf97a72fbc8d7,9130,9654,+
RVZY01000001.1,7579b75f0f3f061887ba,3f6c9bdaf97a72fbc8d7,10936,11355,+
RVZY01000001.1,d5de06d35573601dca82,3f6c9bdaf97a72fbc8d7,11731,12207,-
RVZY01000001.1,49e7d9e4db7287a56929,3f6c9bdaf97a72fbc8d7,12536,12931,-
RVZY01000001.1,f3a272739178d8019dec,3f6c9bdaf97a72fbc8d7,13614,14336,+
RVZY01000001.1,6550c15a6176bf9e81b6,3f6c9bdaf97a72fbc8d7,14621,14785,+
RVZY01000001.1,74f351d4315e054efbaa,3f6c9bdaf97a72fbc8d7,14776,15660,+
RVZY01000001.1,06fbb3b546c1809b64bc,3f6c9bdaf97a72fbc8d7,15679,15870,-
RVZY01000001.1,43a20325658a0787bd2b,3f6c9bdaf97a72fbc8d7,15981,16220,-
RVZY01000001.1,d518bf11434364cc7a4e,3f6c9bdaf97a72fbc8d7,16335,17876,-
RVZY01000001.1,2a8e037f05bc448526ba,3f6c9bdaf97a72fbc8d7,17852,20485,-
RVZY01000001.1,debeb86d5e7b84d9907b,3f6c9bdaf97a72fbc8d7,20454,21737,-
RVZY01000001.1,643dece2c71efd46dabc,3f6c9bdaf97a72fbc8d7,21794,22363,+
RVZY01000001.1,99f0cd878180b124a198,3f6c9bdaf97a72fbc8d7,22461,23147,+
RVZY01000001.1,cb5ff2f3d5e5abb36393,3f6c9bdaf97a72fbc8d7,23167,25215,+
RVZY01000001.1,57acae0895dd28056f60,3f6c9bdaf97a72fbc8d7,25409,26290,+
RVZY01000001.1,cf035c78c1aff40d3a15,3f6c9bdaf97a72fbc8d7,26338,27711,-
RVZY01000001.1,fce796f1eaeb261d13ea,3f6c9bdaf97a72fbc8d7,27887,28678,+
RVZY01000001.1,e0234bc6a831a3c98eff,3f6c9bdaf97a72fbc8d7,28890,29129,-
RVZY01000001.1,5315b9b27b44dd30451f,3f6c9bdaf97a72fbc8d7,29287,29430,+
RVZY01000001.1,7b4c465d3f5745070f2a,3f6c9bdaf97a72fbc8d7,29501,29788,+
RVZY01000001.1,85f04810fea6f16945f2,3f6c9bdaf97a72fbc8d7,30593,30802,+
RVZY01000001.1,8a0d13bffa468270e678,3f6c9bdaf97a72fbc8d7,31022,32767,+
RVZY01000001.1,1cb214969834705f5b56,3f6c9bdaf97a72fbc8d7,32833,33642,+
RVZY01000001.1,4c46f0c5bd7cfa87f3c8,3f6c9bdaf97a72fbc8d7,33639,34205,-
RVZY01000001.1,430a67c050f7b0ba495a,3f6c9bdaf97a72fbc8d7,34615,35073,-
RVZY01000001.1,a4dd30395800260d8113,3f6c9bdaf97a72fbc8d7,35132,35983,-
RVZY01000001.1,17ff6f5818ef47fa5dce,3f6c9bdaf97a72fbc8d7,35996,36796,-
RVZY01000001.1,2798e5c34b5cdbf5de98,3f6c9bdaf97a72fbc8d7,36849,37817,-
RVZY01000001.1,17eba00cfd7961885a92,3f6c9bdaf97a72fbc8d7,38290,39849,+
RVZY01000001.1,0c5e3252c5579effa135,3f6c9bdaf97a72fbc8d7,39871,41472,-
RVZY01000001.1,4e3fede413598cd44a3d,3f6c9bdaf97a72fbc8d7,41610,42974,-
RVZY01000001.1,42965d385602799c671e,3f6c9bdaf97a72fbc8d7,43238,43816,-
RVZY01000001.1,f5a48ef82130e8124b7d,3f6c9bdaf97a72fbc8d7,43820,45184,-
RVZY01000001.1,837c86e4e92776ced87e,3f6c9bdaf97a72fbc8d7,45265,45444,+
RVZY01000001.1,6954dfcdaf0851b81250,3f6c9bdaf97a72fbc8d7,45450,45794,-
RVZY01000001.1,ce30701d4cbbedf2168b,3f6c9bdaf97a72fbc8d7,45926,47836,+
RVZY01000001.1,416919d611e0eeb1f1da,3f6c9bdaf97a72fbc8d7,47894,48589,+
RVZY01000001.1,82ed758fca7eb003758f,3f6c9bdaf97a72fbc8d7,48661,49248,+
RVZY01000001.1,538646dae91a58b366c5,3f6c9bdaf97a72fbc8d7,49387,51138,+
RVZY01000001.1,192ede28329afbaff052,3f6c9bdaf97a72fbc8d7,51223,52338,+
RVZY01000001.1,244fa2e1d9b980f28204,3f6c9bdaf97a72fbc8d7,52460,52726,-
RVZY01000001.1,fa79ba9526bd31514d88,3f6c9bdaf97a72fbc8d7,52730,53542,-
RVZY01000001.1,3f91d17c819397f5d18e,3f6c9bdaf97a72fbc8d7,53566,54273,-
RVZY01000001.1,d6d7ffe14d83535d0943,3f6c9bdaf97a72fbc8d7,54399,54692,+
RVZY01000001.1,911c545ec77f35edf25b,3f6c9bdaf97a72fbc8d7,54742,55401,+
RVZY01000001.1,38a5180a8a8f2bf3c1f8,3f6c9bdaf97a72fbc8d7,55494,55940,+
RVZY01000001.1,d15deddbd64be9692290,3f6c9bdaf97a72fbc8d7,56292,56429,+
RVZY01000001.1,d721e3d2c55e3262b9e8,3f6c9bdaf97a72fbc8d7,56623,56796,+
RVZY01000001.1,8a2a70bbbfd5c67282e0,3f6c9bdaf97a72fbc8d7,56868,57209,-
RVZY01000001.1,2af90730c0b0c21c2eb8,3f6c9bdaf97a72fbc8d7,57319,57849,-
RVZY01000001.1,2e97bd4bb05c6efb1616,3f6c9bdaf97a72fbc8d7,57991,59535,-
RVZY01000001.1,b5562d0b86bd0fa0f176,3f6c9bdaf97a72fbc8d7,59755,60474,+
RVZY01000001.1,b19502117bbc0d58d96e,3f6c9bdaf97a72fbc8d7,60521,62053,-
RVZY01000001.1,f7ef1736b9697d388a9e,3f6c9bdaf97a72fbc8d7,62376,63674,+
RVZY01000001.1,443b78f393fa2a21734a,3f6c9bdaf97a72fbc8d7,63688,64758,+
RVZY01000001.1,c947ff58fcd54dfc38d2,3f6c9bdaf97a72fbc8d7,64821,66554,-
RVZY01000001.1,63ae1b100970cc1654f6,3f6c9bdaf97a72fbc8d7,66651,67565,-
RVZY01000001.1,253096f19b13634e043d,3f6c9bdaf97a72fbc8d7,67736,68347,+
RVZY01000001.1,bf5289bebea0d080d0cc,3f6c9bdaf97a72fbc8d7,68361,69095,-
RVZY01000001.1,7dbe26022bdd04176897,3f6c9bdaf97a72fbc8d7,69264,69518,+
RVZY01000001.1,2f0647e0170b637249d4,3f6c9bdaf97a72fbc8d7,69577,71289,-
RVZY01000001.1,de6795c1a9ac4f53fad6,3f6c9bdaf97a72fbc8d7,71503,72777,-
RVZY01000001.1,d533915a5aed3d40abdb,3f6c9bdaf97a72fbc8d7,73172,73261,-
RVZY01000001.1,1d3c1ff02e664ed3df49,3f6c9bdaf97a72fbc8d7,73274,74410,-
RVZY01000001.1,f372ec9f80622469ea4b,3f6c9bdaf97a72fbc8d7,74422,75966,-
RVZY01000001.1,7eace882e7d4b66db62d,3f6c9bdaf97a72fbc8d7,76041,76889,-
