recid,crhash,chash,start,end
AADJCF010000001.1,c358c97d221a2faf54e2,d3d889d58a0f65bbac09,321295,321702
AADJCF010000001.1,5d68f75b8ac53fa2a9b2,d3d889d58a0f65bbac09,351584,351713
AADJCF010000004.1,ce946677e63df90a6f8c,dd36426eea9c2641fc75,55739,55876
AADJCF010000006.1,499384a65e3ed9fc3fd7,6fb52882fbadc7a63225,214920,215497
AADJCF010000006.1,499384a65e3ed9fc3fd7,6fb52882fbadc7a63225,215511,216700
AADJCF010000006.1,499384a65e3ed9fc3fd7,6fb52882fbadc7a63225,232832,234325
AADJCF010000014.1,668441165c79ced48959,b9576c94acea1e4af683,81780,82039
AADJCF010000021.1,0cc7d6a7b478b5661467,4eeb13b8583a23da61d8,14972,15356
AADJCF010000025.1,d130f00bf34f5dc39ba6,8477894962e5a2282457,43151,43353
AADJCF010000030.1,037725d4a4fce6d2ca4b,be7fdbc7bb60484d1fd0,13128,13238
