recid,hash,chash,start,end,is_crispr
AABVQN010000001.1,4aefec3b120939999a66,7a8dbe581e02b852e3a5,363,1451,0
AABVQN010000001.1,af6e145c0620029f1061,7a8dbe581e02b852e3a5,1542,4298,0
AABVQN010000001.1,7ad68dd4d2081fde3834,7a8dbe581e02b852e3a5,4410,5777,0
AABVQN010000001.1,4e75fb250ae18b9d8768,7a8dbe581e02b852e3a5,5774,7228,0
AABVQN010000001.1,ebd528e38497690e9762,7a8dbe581e02b852e3a5,7225,7398,0
AABVQN010000001.1,650fc430d73cf26bbf7f,7a8dbe581e02b852e3a5,7391,8170,0
AABVQN010000001.1,7667a92180abda620155,7a8dbe581e02b852e3a5,8234,8491,0
AABVQN010000001.1,eb8ee1166607911b6557,7a8dbe581e02b852e3a5,8679,10202,0
AABVQN010000001.1,77aea2c832a568111984,7a8dbe581e02b852e3a5,10465,10818,0
AABVQN010000001.1,0d29bedebaed1c8006ee,7a8dbe581e02b852e3a5,10828,11034,0
AABVQN010000001.1,cb363989cec8aaf7b044,7a8dbe581e02b852e3a5,11004,11459,0
AABVQN010000001.1,acf679ace9ea16be9eb5,7a8dbe581e02b852e3a5,11641,12936,0
AABVQN010000001.1,36d22f223f9e0f728f38,7a8dbe581e02b852e3a5,12929,13279,0
AABVQN010000001.1,c575b995a819c69b80bb,7a8dbe581e02b852e3a5,13272,15479,0
AABVQN010000001.1,e23271732f5e9056c525,7a8dbe581e02b852e3a5,15488,19582,0
AABVQN010000001.1,96a80f1d249131eb6326,7a8dbe581e02b852e3a5,19625,20326,0
AABVQN010000001.1,316a0caf5c2ad3fa74b7,7a8dbe581e02b852e3a5,20319,20921,0
AABVQN010000001.1,d39c3e9da38415b23b97,7a8dbe581e02b852e3a5,20926,22026,0
AABVQN010000001.1,aa3633b53bedcc083eed,7a8dbe581e02b852e3a5,22035,25121,0
AABVQN010000001.1,b81e542c5581c25fa6c6,7a8dbe581e02b852e3a5,25111,25302,0
AABVQN010000001.1,96590f836112e97a6c05,7a8dbe581e02b852e3a5,25302,26102,0
AABVQN010000001.1,85a2c1f8303974ccc2c4,7a8dbe581e02b852e3a5,26106,26882,0
AABVQN010000001.1,75e18d2e60316f42a706,7a8dbe581e02b852e3a5,26885,28030,0
AABVQN010000001.1,f4ddce0b8150e098d516,7a8dbe581e02b852e3a5,28020,28625,0
AABVQN010000001.1,50cc6f83cda2616a2b91,7a8dbe581e02b852e3a5,28640,29530,0
AABVQN010000001.1,bdf7f482674db2a2e4a7,7a8dbe581e02b852e3a5,29593,30447,0
AABVQN010000001.1,b1fa7d0f2eb693d2f7a8,7a8dbe581e02b852e3a5,30455,31615,0
AABVQN010000001.1,58aa8e9ef5d59d421cbc,7a8dbe581e02b852e3a5,31608,32624,0
AABVQN010000001.1,c371e82c825b312e041f,7a8dbe581e02b852e3a5,32621,33784,0
AABVQN010000001.1,3f46334a94ff754ae854,7a8dbe581e02b852e3a5,33919,35361,0
AABVQN010000001.1,77cf3ea2db8f05ef9cfc,7a8dbe581e02b852e3a5,35361,35597,0
AABVQN010000001.1,b23f7d182d7d198b57ab,7a8dbe581e02b852e3a5,35597,36316,0
AABVQN010000001.1,716f93c1993175cd05be,7a8dbe581e02b852e3a5,36318,37124,0
AABVQN010000001.1,6d6dc3960dd9f902193e,7a8dbe581e02b852e3a5,37148,40165,0
AABVQN010000001.1,c132a5cd3e0b1e8d7ff0,7a8dbe581e02b852e3a5,40168,40908,0
AABVQN010000001.1,adfe8f3bb1bd61c2447b,7a8dbe581e02b852e3a5,40905,42179,0
AABVQN010000001.1,a71c9471c93c88dc46af,7a8dbe581e02b852e3a5,42306,44102,0
AABVQN010000001.1,9a965e1a1ed992767157,7a8dbe581e02b852e3a5,44193,44837,0
AABVQN010000001.1,3dee2e637bc31be435a6,7a8dbe581e02b852e3a5,44834,45409,0
AABVQN010000001.1,036d163d673536e35f04,7a8dbe581e02b852e3a5,45449,48016,0
AABVQN010000001.1,758509a29ceec396d509,7a8dbe581e02b852e3a5,48084,48605,0
AABVQN010000001.1,4f02cd097a496eab18be,7a8dbe581e02b852e3a5,48581,49030,0
AABVQN010000001.1,bc2ce3c4b91c75a8518a,7a8dbe581e02b852e3a5,49079,50377,0
AABVQN010000001.1,723e330330d440582720,7a8dbe581e02b852e3a5,50377,51408,0
AABVQN010000001.1,d98d5d90b5a558e71424,7a8dbe581e02b852e3a5,51422,51928,0
AABVQN010000001.1,88f4b2e3ac0b743aa33e,7a8dbe581e02b852e3a5,51982,52182,0
AABVQN010000001.1,c03265c288369f3721dc,7a8dbe581e02b852e3a5,52192,52623,0
AABVQN010000001.1,ea3a87070102cfc41906,7a8dbe581e02b852e3a5,52659,53783,0
AABVQN010000001.1,c55513ecb6a892beb34c,7a8dbe581e02b852e3a5,53783,54892,0
AABVQN010000001.1,c2ff27aa875c5f81382c,7a8dbe581e02b852e3a5,54900,55859,0
AABVQN010000001.1,da409b300e846ed36f7d,7a8dbe581e02b852e3a5,55862,56902,0
AABVQN010000001.1,f5d55ab7b3c1c6c9019a,7a8dbe581e02b852e3a5,56902,57672,0
AABVQN010000001.1,a939ed94c54e65ec8507,7a8dbe581e02b852e3a5,57659,58354,0
AABVQN010000001.1,2fdaa8f42d519b7a5b19,7a8dbe581e02b852e3a5,58370,61630,0
AABVQN010000001.1,e3c8f3c1054d40a233ea,7a8dbe581e02b852e3a5,61630,62085,0
AABVQN010000001.1,a0897ded6c7d7ecb79a0,7a8dbe581e02b852e3a5,62461,62631,0
AABVQN010000001.1,af6796c5fa81a511e7a9,7a8dbe581e02b852e3a5,63046,65031,0
AABVQN010000001.1,2f46ad36da7a03e8e71a,7a8dbe581e02b852e3a5,65043,65723,0
AABVQN010000001.1,a6b9df05456e7e792f70,7a8dbe581e02b852e3a5,66360,67130,0
AABVQN010000001.1,72f1b09b37b198b19982,7a8dbe581e02b852e3a5,67117,68250,0
AABVQN010000001.1,e38e70cc0fd952884658,7a8dbe581e02b852e3a5,68280,69680,0
