#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ee5c498bf075a0ad33   -            386 ArsB                 PF02040.17   423   3.4e-25   75.2  13.9   1   1   4.6e-25   4.6e-25   74.8  13.9    48   407    35   370     7   384 0.78 -
ee5c498bf075a0ad33   -            386 CitMHS               PF03600.18   296   5.5e-26   77.5  34.9   1   2   5.5e-26   5.5e-26   77.5  34.9     5   295     5   328     2   329 0.76 -
ee5c498bf075a0ad33   -            386 CitMHS               PF03600.18   296   5.5e-26   77.5  34.9   2   2     0.029     0.029   -0.4   1.0   118   159   323   372   315   385 0.58 -
ee5c498bf075a0ad33   -            386 DUF3040              PF11239.10    84         1  -19.0  42.1   1   5      0.27      0.27   -2.1   5.4    43    82    11    47     2    55 0.59 -
ee5c498bf075a0ad33   -            386 DUF3040              PF11239.10    84         1  -19.0  42.1   2   5      0.16      0.16   -1.4   0.3    43    62    76    95    50   117 0.53 -
ee5c498bf075a0ad33   -            386 DUF3040              PF11239.10    84         1  -19.0  42.1   3   5      0.13      0.13   -1.1   4.8    45    81   208   238   153   243 0.56 -
ee5c498bf075a0ad33   -            386 DUF3040              PF11239.10    84         1  -19.0  42.1   4   5     0.052     0.052    0.2   2.9    47    73   255   284   241   294 0.72 -
ee5c498bf075a0ad33   -            386 DUF3040              PF11239.10    84         1  -19.0  42.1   5   5    0.0024    0.0024    4.5   1.4    42    74   354   386   343   386 0.70 -
ee5c498bf075a0ad33   -            386 PrgI                 PF12666.9     91         1  -13.1  30.1   1   5      0.19      0.19   -1.3   0.2    28    61    17    51    11    72 0.46 -
ee5c498bf075a0ad33   -            386 PrgI                 PF12666.9     91         1  -13.1  30.1   2   5      0.26      0.26   -1.7   3.0    29    59    80   111    68   132 0.58 -
ee5c498bf075a0ad33   -            386 PrgI                 PF12666.9     91         1  -13.1  30.1   3   5       0.2       0.2   -1.3   0.1    21    35   165   179   147   190 0.56 -
ee5c498bf075a0ad33   -            386 PrgI                 PF12666.9     91         1  -13.1  30.1   4   5    0.0027    0.0027    4.7   4.7    29    68   206   245   203   261 0.79 -
ee5c498bf075a0ad33   -            386 PrgI                 PF12666.9     91         1  -13.1  30.1   5   5      0.98      0.98   -3.5   0.1    24    28   370   374   353   384 0.46 -
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      ../../../tnpBs/data/Pfam-A.hmm
# Target file:     INPUT/faa/ee5c498bf075a0ad33.faa
# Option settings: hmmsearch --domtblout hmmer/out_raw/ee5c498bf075a0ad33.tsv -E 1 --cpu 32 ../../../tnpBs/data/Pfam-A.hmm INPUT/faa/ee5c498bf075a0ad33.faa 
# Current dir:     /home/jupyter/GeneGraphDB/annotate/annotateprot
# Date:            Tue Feb  1 23:45:26 2022
# [ok]
