#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
998f3b369603e3d75b   -            390 ArsB                 PF02040.17   423     4e-30   91.5  12.8   1   1   5.3e-30   5.3e-30   91.1  12.8    58   419    47   386    39   389 0.86 -
998f3b369603e3d75b   -            390 CitMHS               PF03600.18   296   4.5e-24   71.2  34.6   1   1   4.5e-24   4.5e-24   71.2  34.6     8   280    10   331     5   348 0.71 -
998f3b369603e3d75b   -            390 COPI_assoc           PF08507.12   130   0.00037    6.8   9.8   1   2   1.3e-05   1.3e-05   11.5   1.7    40   109    45   114    39   129 0.86 -
998f3b369603e3d75b   -            390 COPI_assoc           PF08507.12   130   0.00037    6.8   9.8   2   2      0.15      0.15   -1.7   1.3    91   103   257   269   205   277 0.73 -
998f3b369603e3d75b   -            390 CPP1-like            PF11833.10   198      0.42   -3.7  18.1   1   3      0.25      0.25   -2.9   4.7   171   194   158   181    52   182 0.65 -
998f3b369603e3d75b   -            390 CPP1-like            PF11833.10   198      0.42   -3.7  18.1   2   3   0.00023   0.00023    7.0   1.2    90   159   199   268   189   281 0.76 -
998f3b369603e3d75b   -            390 CPP1-like            PF11833.10   198      0.42   -3.7  18.1   3   3      0.05      0.05   -0.7   0.2   150   169   327   346   326   385 0.71 -
998f3b369603e3d75b   -            390 DUF3270              PF11674.10    88      0.15   -1.4  16.8   1   2    0.0064    0.0064    3.0   6.6    44    74    78   108    58   134 0.81 -
998f3b369603e3d75b   -            390 DUF3270              PF11674.10    88      0.15   -1.4  16.8   2   2      0.06      0.06   -0.1   2.5    51    80   214   243   205   250 0.81 -
998f3b369603e3d75b   -            390 DUF4131              PF13567.8    167         1   -5.9  29.2   1   4      0.21      0.21   -2.6   2.5    10    19    83    92    40   142 0.56 -
998f3b369603e3d75b   -            390 DUF4131              PF13567.8    167         1   -5.9  29.2   2   4     0.003     0.003    3.4   1.8     9    48   168   222   160   226 0.54 -
998f3b369603e3d75b   -            390 DUF4131              PF13567.8    167         1   -5.9  29.2   3   4    0.0049    0.0049    2.7   9.3     7    64   227   283   206   295 0.75 -
998f3b369603e3d75b   -            390 DUF4131              PF13567.8    167         1   -5.9  29.2   4   4     0.031     0.031    0.1   0.5    19    49   347   384   336   388 0.52 -
998f3b369603e3d75b   -            390 TAT_signal           PF10518.11    26         1  -12.7  34.1   1   4      0.98      0.98   -4.1   0.6    18    22   209   213   208   216 0.40 -
998f3b369603e3d75b   -            390 TAT_signal           PF10518.11    26         1  -12.7  34.1   2   4      0.25      0.25   -2.2   9.4    12    23   230   241   227   243 0.69 -
998f3b369603e3d75b   -            390 TAT_signal           PF10518.11    26         1  -12.7  34.1   3   4      0.12      0.12   -1.2   0.6    12    17   296   301   295   304 0.67 -
998f3b369603e3d75b   -            390 TAT_signal           PF10518.11    26         1  -12.7  34.1   4   4   0.00058   0.00058    6.1   2.7     5    23   365   383   365   386 0.85 -
998f3b369603e3d75b   -            390 UCR_Fe-S_N           PF10399.11    41      0.49   -3.8  22.2   1   3      0.23      0.23   -2.7   9.5    17    31   229   243   226   244 0.83 -
998f3b369603e3d75b   -            390 UCR_Fe-S_N           PF10399.11    41      0.49   -3.8  22.2   2   3     0.032     0.032    0.0   0.2    22    29   295   302   293   303 0.79 -
998f3b369603e3d75b   -            390 UCR_Fe-S_N           PF10399.11    41      0.49   -3.8  22.2   3   3   0.00065   0.00065    5.4   0.8    12    36   365   388   357   389 0.76 -
998f3b369603e3d75b   -            390 Wzy_C                PF04932.17   154         1  -11.5  29.9   1   3         1         1  -11.0  14.6    20    56   168   220    40   223 0.71 -
998f3b369603e3d75b   -            390 Wzy_C                PF04932.17   154         1  -11.5  29.9   2   3    0.0019    0.0019    4.0   7.9     4    59   214   305   211   367 0.73 -
998f3b369603e3d75b   -            390 Wzy_C                PF04932.17   154         1  -11.5  29.9   3   3     0.082     0.082   -1.3   0.2    12    57   331   381   326   387 0.49 -
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      ../../../tnpBs/data/Pfam-A.hmm
# Target file:     INPUT/faa/998f3b369603e3d75b.faa
# Option settings: hmmsearch --domtblout hmmer/out_raw/998f3b369603e3d75b.tsv -E 1 --cpu 32 ../../../tnpBs/data/Pfam-A.hmm INPUT/faa/998f3b369603e3d75b.faa 
# Current dir:     /home/jupyter/GeneGraphDB/annotate/annotateprot
# Date:            Tue Feb  1 23:45:50 2022
# [ok]
