#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
c328360c354617b7a9   -            364 FAS_meander          PF17951.3    146   2.5e-06   13.6   0.0   1   2   7.7e-06   7.7e-06   12.0   0.0    18    75    31    88    21   107 0.83 -
c328360c354617b7a9   -            364 FAS_meander          PF17951.3    146   2.5e-06   13.6   0.0   2   2      0.24      0.24   -2.6   0.0    33    66   125   158   120   182 0.78 -
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      ../../../tnpBs/data/Pfam-A.hmm
# Target file:     INPUT/faa/c328360c354617b7a9.faa
# Option settings: hmmsearch --domtblout hmmer/out_raw/c328360c354617b7a9.tsv -E 1 --cpu 32 ../../../tnpBs/data/Pfam-A.hmm INPUT/faa/c328360c354617b7a9.faa 
# Current dir:     /home/jupyter/GeneGraphDB/annotate/annotateprot
# Date:            Tue Feb  1 23:45:27 2022
# [ok]
