recid,phash,chash,start,end,orient
CAJALU010000001.1,3c72cc46471fec6e1620,a99f8b1ee326561f4492,99,368,-
CAJALU010000001.1,395c9245b0c134a4c452,a99f8b1ee326561f4492,675,1121,+
CAJALU010000001.1,20ff7f805328079e2691,a99f8b1ee326561f4492,1173,2003,-
CAJALU010000001.1,6f4fa9a3622d295c3315,a99f8b1ee326561f4492,2119,4029,-
CAJALU010000001.1,6171f3a219da8e08476b,a99f8b1ee326561f4492,4513,4959,+
CAJALU010000002.1,861ab26e035771b6aeb1,5f6f5f237deec3063ab3,76,1404,+
CAJALU010000002.1,3c59530d8fd8a545cca5,5f6f5f237deec3063ab3,1435,1818,+
CAJALU010000002.1,6b8df106389072a1bc4c,5f6f5f237deec3063ab3,1883,4321,-
CAJALU010000002.1,7889923874c34f72612a,5f6f5f237deec3063ab3,4553,4963,-
CAJALU010000002.1,d0d7e465ef8d1234e465,5f6f5f237deec3063ab3,5323,6300,+
CAJALU010000002.1,c79492c379088a94fd46,5f6f5f237deec3063ab3,6357,7052,-
CAJALU010000002.1,f49cfb6d10c8d5c732c0,5f6f5f237deec3063ab3,7280,8521,+
CAJALU010000002.1,5be4ca27c32e42bc0f92,5f6f5f237deec3063ab3,8754,10742,+
CAJALU010000002.1,63a0184ec6544ac8f436,5f6f5f237deec3063ab3,10875,11651,+
CAJALU010000002.1,c25f89867ae39fea31b2,5f6f5f237deec3063ab3,11680,11922,+
CAJALU010000002.1,35337d292de466882f59,5f6f5f237deec3063ab3,12046,13089,+
CAJALU010000002.1,43a92480af884a0431e8,5f6f5f237deec3063ab3,13149,13856,-
CAJALU010000002.1,4b78e5a2b43fd56f6a1f,5f6f5f237deec3063ab3,14020,14607,+
CAJALU010000002.1,773be37381405c88627b,5f6f5f237deec3063ab3,14662,15693,-
CAJALU010000002.1,cfc3fd6cc6c1220c8cc2,5f6f5f237deec3063ab3,16011,17540,+
CAJALU010000002.1,89ee5202abf28c25e272,5f6f5f237deec3063ab3,17848,18120,+
CAJALU010000003.1,f477fa7683618b7b6864,bc9fe4efc0ab92045186,2346,2489,+
CAJALU010000003.1,d7c1f79d76148f5ca981,bc9fe4efc0ab92045186,4021,4386,-
CAJALU010000003.1,4b38777702bdeafa6957,bc9fe4efc0ab92045186,4441,8517,-
CAJALU010000003.1,c5a4f4279cdcb05eb8f6,bc9fe4efc0ab92045186,8693,10363,-
CAJALU010000003.1,83c3babf8e8d246262ff,bc9fe4efc0ab92045186,10476,12590,-
CAJALU010000003.1,ebb5dabfc303c923b918,bc9fe4efc0ab92045186,12736,13749,-
CAJALU010000003.1,903d35446ab1f04628b8,bc9fe4efc0ab92045186,13922,15217,-
