recid,phash,chash,start,end,orient
AAIWOQ010000001.1,63351dfbfb154f8a193d,30b20b0d748353579069,167,262,+
AAIWOQ010000001.1,2d44fd67828298cd8c43,30b20b0d748353579069,263,853,-
AAIWOQ010000001.1,ad075284af736beb3bcc,30b20b0d748353579069,883,1422,-
AAIWOQ010000001.1,93d122c5f9c3f564c031,30b20b0d748353579069,1471,1812,-
AAIWOQ010000001.1,5c58b57feb66d7775337,30b20b0d748353579069,1949,2629,-
AAIWOQ010000001.1,c7e6d112137a58cb3d76,30b20b0d748353579069,2626,3357,-
AAIWOQ010000001.1,cd8d7e76e5ff60e58c9a,30b20b0d748353579069,3382,4014,-
AAIWOQ010000001.1,0517262bf650d9d0c711,30b20b0d748353579069,4036,4797,-
AAIWOQ010000001.1,71cb0ee3a9217a396b49,30b20b0d748353579069,5705,6049,+
AAIWOQ010000001.1,915a8e964f818b11b1d4,30b20b0d748353579069,6170,7396,-
AAIWOQ010000001.1,4d46ec11a88e89d82acf,30b20b0d748353579069,7822,8538,+
AAIWOQ010000001.1,6e862e3cefab3976dafb,30b20b0d748353579069,8703,8828,+
AAIWOQ010000001.1,9464bba90537cd1cdcb2,30b20b0d748353579069,9591,9866,+
AAIWOQ010000001.1,8f63a92dce11bd2968a8,30b20b0d748353579069,9898,11016,+
AAIWOQ010000001.1,9bd72c4c891aecfc61c0,30b20b0d748353579069,11185,12810,+
AAIWOQ010000001.1,2155039b2d1e6730590f,30b20b0d748353579069,12871,13794,-
AAIWOQ010000001.1,c018f4ec5cd1e66717a2,30b20b0d748353579069,14087,15430,+
AAIWOQ010000001.1,86944582a63bc3050780,30b20b0d748353579069,15479,16987,+
AAIWOQ010000001.1,1ab90ac9e328fbc7ac86,30b20b0d748353579069,17243,18862,+
AAIWOQ010000001.1,d8a8860a35fefc07a88e,30b20b0d748353579069,19067,19633,+
AAIWOQ010000001.1,b5508d004d01fc45c1b3,30b20b0d748353579069,19811,20530,-
AAIWOQ010000001.1,c31dc963c1663e0bb7c8,30b20b0d748353579069,20621,21733,-
AAIWOQ010000001.1,1a5c0ec08596572754a4,30b20b0d748353579069,21681,23042,-
AAIWOQ010000001.1,dda8f673cbc3b8bf74fe,30b20b0d748353579069,23126,23893,-
