chash,sampleid
5c475c7b40c4272aa10e,4717041
bdffb5f3263a63fa01f5,4717041
b828eceb52303614abf1,4717041
1bd068feac5b14d54f1a,4717041
4ccc6c687aa6f68a33b8,4717041
2ffcbec86d8515822eca,4717041
21322226cc9cffafb6de,4717041
fc26fb434396941453b0,4717041
afcbc18daed3ba6ae634,4717041
2e917789a40a76ef9dec,4717041
338a1f1f1cc32f5afe70,4717041
e451b6bbb7c4246f9bdd,4717041
deafb78cdc0d6dafa9ae,4717041
5bf5f73c135dc7d36528,4717041
16579f338a60647be805,4717041
3db6bbc35d0e0e36dad8,4717041
66b9fa106be5482c828a,4717041
884a17272be8d927e9a1,4717041
868e9b711217284ed54c,4717041
6d30b585e342b887d580,4717041
bedc5fe8a11114f21180,4717041
cf3806b00f326b9137c7,4717041
e0024d29c6726982bf20,4717041
b4ea9636534111c19563,4717041
1b415cfa184a83a5bbf2,4717041
3b55d38286b9bbdde4cc,4717041
4a9a7556789d6e6001e5,4717041
6a48ae80daa20b6f6553,4717041
b731ff6c47ec9c7253e2,4717041
62de4f6630ad30096693,4717041
c94eac612d3a6d7f46d5,4717041
5de54c0b99df3a0b4fc8,4717041
6a786d9b228e5e42fe52,4717041
91a18f27a7c2bcd50cc5,4717041
9150e5201c57960941ca,4717041
fffdac65515280f02c5c,4717041
c7f4590f28de660b805c,4717041
520069e4842b96b88195,4717041
03a5f6b98a34920f6852,4717041
e2b1d98efb230e44acb3,4717041
03d993ae3b9de33adcfd,4717041
0456ae7a7fbcbce3d622,4717041
08d6c563d3d746b47800,4717041
539d682127f935c51105,4717041
1d4e393cf55a76d9b945,4717041
a575cab3319c5c9215f2,4717041
