recid,hash,chash,start,end
NZ_SQTH01000001.1,daf9be815fe7d2303fe7,338a1f1f1cc32f5afe70,203,1303
NZ_SQTH01000001.1,2f10a9f8a9b7488f5424,338a1f1f1cc32f5afe70,1570,1800
NZ_SQTH01000001.1,c7a807c1bc8812f1a16c,338a1f1f1cc32f5afe70,1880,2233
NZ_SQTH01000001.1,9b5daa819d5895b70003,338a1f1f1cc32f5afe70,2410,3834
NZ_SQTH01000001.1,ce1b1c20835d795e3a12,338a1f1f1cc32f5afe70,3835,4485
NZ_SQTH01000001.1,63e7b14be9ff7260220c,338a1f1f1cc32f5afe70,4478,6274
NZ_SQTH01000001.1,421c17295862c974128b,338a1f1f1cc32f5afe70,6615,8012
NZ_SQTH01000001.1,e5523a69a224c73dc47d,338a1f1f1cc32f5afe70,8400,12143
NZ_SQTH01000001.1,8baf82ad0e8dfaa17f41,338a1f1f1cc32f5afe70,12140,13678
NZ_SQTH01000001.1,159646132cb099c649cf,338a1f1f1cc32f5afe70,13675,14385
NZ_SQTH01000001.1,38e9ac00f67959f2d7ba,338a1f1f1cc32f5afe70,14385,15062
NZ_SQTH01000001.1,37dbe06153200b6aa501,338a1f1f1cc32f5afe70,15230,15784
NZ_SQTH01000001.1,2597edc46746d0def488,338a1f1f1cc32f5afe70,16007,16468
NZ_SQTH01000001.1,555a2d4511854e70a844,338a1f1f1cc32f5afe70,16794,17636
NZ_SQTH01000001.1,f776e003c5fe3a2eae6e,338a1f1f1cc32f5afe70,17687,18145
NZ_SQTH01000001.1,80a34e56bfb4a72adc94,338a1f1f1cc32f5afe70,18265,19161
NZ_SQTH01000001.1,1c0cb761ac6e23485b51,338a1f1f1cc32f5afe70,19252,20265
NZ_SQTH01000001.1,7b8bf1788f85f1b2cfe7,338a1f1f1cc32f5afe70,20468,21376
NZ_SQTH01000001.1,aa1557392cf055434112,338a1f1f1cc32f5afe70,21508,21921
NZ_SQTH01000001.1,e77ef25ce2bacded4e46,338a1f1f1cc32f5afe70,22584,23201
NZ_SQTH01000001.1,b05cf0a87e3e96ab853d,338a1f1f1cc32f5afe70,23398,26076
NZ_SQTH01000001.1,0c8a4064b470e9e12f9e,338a1f1f1cc32f5afe70,26553,27200
NZ_SQTH01000001.1,e2350390ade54e31af94,338a1f1f1cc32f5afe70,27965,29596
NZ_SQTH01000001.1,ebe8499206ee82cb6661,338a1f1f1cc32f5afe70,29596,30639
NZ_SQTH01000001.1,00fc87d310c37e3e794b,338a1f1f1cc32f5afe70,30654,31562
NZ_SQTH01000001.1,c05b15e76a38c16c2af7,338a1f1f1cc32f5afe70,31574,32581
NZ_SQTH01000001.1,213a6737435c6b6082f0,338a1f1f1cc32f5afe70,32578,33582
NZ_SQTH01000001.1,df26565b94bcc0db2d7d,338a1f1f1cc32f5afe70,33630,34466
NZ_SQTH01000001.1,f7d9558c35e29bcb6e5b,338a1f1f1cc32f5afe70,34514,34843
