recid,phash,chash,start,end,orient
CP049410.1,0e9d328b6f18522fcd34,b2173c2831cafa496b74,1,1362,+
CP049410.1,6372b8f618299563518d,b2173c2831cafa496b74,1640,2773,+
CP049410.1,bec767ec6574b3f4e280,b2173c2831cafa496b74,3163,3399,+
CP049410.1,5b14ef7d636d1c09e42e,b2173c2831cafa496b74,3396,4508,+
CP049410.1,2843c71046b348ba7257,b2173c2831cafa496b74,4518,5903,+
CP049410.1,6711a3e480619d4574b0,b2173c2831cafa496b74,5957,6451,+
CP049410.1,6802a0444acbfef81b4c,b2173c2831cafa496b74,6488,9151,+
CP049410.1,97c95cf5348b3a639fc2,b2173c2831cafa496b74,9238,10050,-
CP049410.1,67c774333b2eac1f5cea,b2173c2831cafa496b74,10376,11890,+
CP049410.1,fca0a7f8c2b76da8bf56,b2173c2831cafa496b74,12269,13555,+
CP049410.1,f1a5dcf84f3c83197785,b2173c2831cafa496b74,14205,14900,+
CP049410.1,a7d5cd9e62cce5f78fe3,b2173c2831cafa496b74,14897,15226,+
CP049410.1,5ce44651742e802b7041,b2173c2831cafa496b74,15589,16557,+
CP049410.1,5545cafe0109bea80378,b2173c2831cafa496b74,16863,17786,+
CP049410.1,56282f9fb018abc42e59,b2173c2831cafa496b74,17801,19768,+
CP049410.1,ca96d6a2004cd28660f6,b2173c2831cafa496b74,19765,20211,+
CP049410.1,d6e9e32028470ba9d77f,b2173c2831cafa496b74,20243,21643,+
CP049410.1,ddeb9eb7df74c323b5bf,b2173c2831cafa496b74,21921,23204,+
CP049410.1,44d6cbd51c08eaa80e9a,b2173c2831cafa496b74,24408,25109,+
CP049410.1,6698a04bdf99874b3d7d,b2173c2831cafa496b74,25122,26948,+
CP049410.1,01a0b0c3c47084eb6be3,b2173c2831cafa496b74,26941,28275,+
CP049410.1,0a785f5f2803d3ac3fe6,b2173c2831cafa496b74,28276,29064,+
CP049410.1,0401a06dc0d191619dec,b2173c2831cafa496b74,29454,30254,+
