recid,crhash,chash,start,end
CP049410.1,20e6bf007d62a01b08fb,b2173c2831cafa496b74,36740,37006
CP049410.1,7ab06a561d7f552b4be8,b2173c2831cafa496b74,51947,52366
CP049410.1,b3d3d3eec29911e78662,b2173c2831cafa496b74,127823,128042
CP049410.1,aa9ac892466cac80b74f,b2173c2831cafa496b74,267326,267513
CP049410.1,8e7108ec19d1240b8e9c,b2173c2831cafa496b74,312494,312582
CP049410.1,b912d72f11a31931af88,b2173c2831cafa496b74,394343,394432
CP049410.1,8cc8c314576f8afaf7ab,b2173c2831cafa496b74,618475,618950
CP049410.1,26e26d9dd1b4396ebb4e,b2173c2831cafa496b74,622877,623444
CP049410.1,c77c4e28d7bb77d80dad,b2173c2831cafa496b74,626854,627308
CP049410.1,3e871e79dbb2c36cf1cc,b2173c2831cafa496b74,677116,677204
CP049410.1,6074d5500e3abf87d9d8,b2173c2831cafa496b74,677225,677310
CP049410.1,e5b4a5c6666363e46047,b2173c2831cafa496b74,753545,753725
CP049410.1,96f2075356695828c4fe,b2173c2831cafa496b74,816007,816153
CP049410.1,d42080d364dbf1d1e916,b2173c2831cafa496b74,847594,847683
CP049410.1,01fd5209e05e21cbcabd,b2173c2831cafa496b74,853024,853109
CP049410.1,9df2e5332bb01cd0aa28,b2173c2831cafa496b74,853190,853285
CP049410.1,8a6451245928036f4616,b2173c2831cafa496b74,860325,860523
CP049410.1,130cd8b3b105abe8d495,b2173c2831cafa496b74,879470,880241
CP049410.1,b32c4bad14b95c58ac3e,b2173c2831cafa496b74,959135,959213
CP049410.1,1343a1e0daf9974ff5e9,b2173c2831cafa496b74,1092799,1092894
CP049410.1,243b8cb0092be5d08e41,b2173c2831cafa496b74,1879863,1879960
CP049410.1,6a1ab41f876111e21f25,b2173c2831cafa496b74,2002153,2002368
CP049410.1,dd896fe4beded6c52743,b2173c2831cafa496b74,2079235,2079313
CP049410.1,ee15f2a69a355099de04,b2173c2831cafa496b74,2080698,2080795
CP049410.1,e79a15d0dea9a6e7d234,b2173c2831cafa496b74,2090116,2090211
CP049410.1,d32e0f3a5cbddb3a004c,b2173c2831cafa496b74,2193146,2193324
CP049410.1,57ce8bd1c14a38c60d2b,b2173c2831cafa496b74,2314088,2314238
CP049410.1,de2684a414abcdc5612d,b2173c2831cafa496b74,2438005,2438198
CP049410.1,d5952fc964e9f58d9a54,b2173c2831cafa496b74,2555343,2555562
CP049410.1,abef5e9d406fda0063dc,b2173c2831cafa496b74,2825242,2825915
