chash,sampleid
796b51084a05d3a8386e,3640881
b1aba1d6a10e65853a23,3640881
06e7fe841c6b7835de26,3640881
52e88a55b0bea2cc3644,3640881
f42e4d2e1555574ecf0a,3640881
639439f28ced94885c19,3640881
97478f6fc5d6c04d3ec8,3640881
c99148e03eccba28af69,3640881
d6bd051aab81159f279f,3640881
de6081135215573c88a6,3640881
904e3a9f630dce3a9ee9,3640881
458c71124b408e386f7f,3640881
9a35c7226d910157612c,3640881
5f43fe33000614c17480,3640881
a0ff76bf7f3276edffe0,3640881
84c7ed9ba3521a4977b7,3640881
e52ed96e0bc511696c57,3640881
d4dcbea48896881ba7e3,3640881
008e0399d02e76d60637,3640881
598b8b671f3116e2f2c6,3640881
51de4130c4471e0518c7,3640881
56cfb548e2bbba82b3cc,3640881
84d173e68108c7310443,3640881
7ce170e1ca56ae93f283,3640881
e1c85beaea34fd1d7eb7,3640881
0fd9640b6ca80e93e1f3,3640881
13bcbe6a1e7a0905efe1,3640881
81b10c56f9301ebe71d8,3640881
6047ea77d4cceea4d7f3,3640881
aaf2ca8c71afc07e44f2,3640881
8b3527ce22f88fcecdfb,3640881
0516c8340a7a4531135b,3640881
faf4a75f04a66fda18dd,3640881
1cfd21763cea29bfb6a4,3640881
e4cb0af88be3b49489d8,3640881
ecdc66e0587eeaf91585,3640881
f09e7b1d241be97586a1,3640881
a6440d0daa19f6f583eb,3640881
5b4f270c301288adb367,3640881
4c8f461421d3ffbb3a3f,3640881
e5a0010c22a0532bb050,3640881
96272387773b0ef2a692,3640881
a38d5e4afa25c42d4f89,3640881
92c5153943a470bdad3d,3640881
e9d0c7b7456ea69ea0d8,3640881
2d11ad9101097fa78af2,3640881
e48d3192db6d13032e8c,3640881
b8265facd170de0bbff2,3640881
fb798b558791b8d662ee,3640881
b8a2ddbb845ca1496f9b,3640881
ea034beb33b88e183e99,3640881
2ea06c57e8b1fe36ef67,3640881
f64fc8d7c765277493f0,3640881
edf95615bb43192f4ba2,3640881
c4615c5736533eab5fce,3640881
df370376005743baeaf3,3640881
8ab111a71e1104a06cd7,3640881
8770f3b0db45f41128b3,3640881
69f3c24dfdc6fa419f4a,3640881
996cc15d9d4d1461c0f5,3640881
892b83e4465cf57be323,3640881
50d6507f602e9d6eaa9d,3640881
5687656c0c5b3832e32a,3640881
477156aca17159c44136,3640881
aada38ab124055ae758d,3640881
a7a03bc9aea7200c9b8a,3640881
aae576224b0b857d6a82,3640881
891f25a2d9045d8007f8,3640881
91e18db75a0fc184d81b,3640881
76408a12d41588268bcc,3640881
a8a7a1906b5f22efba01,3640881
5d0c9f8d9d742a28c231,3640881
4ad85493b67b448fda3d,3640881
688df687a33f3fca7f27,3640881
b4a035c85dba4d0faf40,3640881
633cf6a6bf51cff1151b,3640881
fc240e774a4b153b00f6,3640881
ea17c6086bec9d5d22fa,3640881
7ae3b23af8ccf2f0289f,3640881
9adae0290e68a1b504e1,3640881
fff8953dc2fbf3a1b411,3640881
fd3278da845d1a49c3fd,3640881
88b0c401a1a126b2b1be,3640881
f52564e565920410eead,3640881
65bbf3d9d8f033322979,3640881
639c6353a461b33140d7,3640881
05ab007f2f80d88d523b,3640881
8395878db334c0273cc8,3640881
81bc8ad1a30cf70efaed,3640881
feaf533411b603e95f3f,3640881
d546710a48130084f138,3640881
c141ce11450df40ab37f,3640881
f76c3605ec3917a0703a,3640881
1de8547050de6ab21e59,3640881
0135dae9eb15f27ae697,3640881
514ef7cf384ac23ae271,3640881
c738f8527f6f5f07dd93,3640881
1618915c325d06d80262,3640881
fae9087875539d20bbcb,3640881
cbe0b124f940916e663d,3640881
a3ace260dea56557a89a,3640881
762aca215eaff1f39a68,3640881
dca8c2da92c28a358777,3640881
ac33f132e79dc419f29d,3640881
1ea1101884971721daf9,3640881
301e0324ef852be075b0,3640881
4403ad46497fe44c6b0c,3640881
bb122a012a431bb80193,3640881
76c3486d3c5151d034b5,3640881
e114691c55592c9e82bd,3640881
0d50ea7aff3220ffd323,3640881
b9abf1398fab8a0e8057,3640881
043ebb5e05a04ee7302d,3640881
f8c2fa6ff1dbd6759bac,3640881
ace6adc895bfb2656b59,3640881
2927e5e023e6e98affc5,3640881
a3d961630dca302341e1,3640881
0e05439d6cf1d48c1641,3640881
bc8331f99cf5fdad00f9,3640881
e0ab391fbbad3377c6ec,3640881
d848917c2d39322a5eac,3640881
b4b942471425131ef08c,3640881
f8586c334e9a5197cffd,3640881
d6c777fa3db1a36e4e87,3640881
1fe35e2a0b8c282e710a,3640881
21224774c5a9514d0cb6,3640881
a3282e25d10ecb9de432,3640881
63f42a7e4fc71393797d,3640881
645182fb62a98875bfc0,3640881
0ef928627c36ce4abea1,3640881
e5bc7d61ec98e97161d9,3640881
595a03c22390c5042b99,3640881
b5040519dc4a9cf03ce5,3640881
faa1e3b22cdc35c54f5b,3640881
