recid,hash,chash,start,end
AAFVZC010000001.1,8f0ef3b011c716a5b1c7,796b51084a05d3a8386e,67,225
AAFVZC010000001.1,be61512a4b1f414af52a,796b51084a05d3a8386e,397,615
AAFVZC010000001.1,cf8b326dee11beb21bf5,796b51084a05d3a8386e,792,1064
AAFVZC010000001.1,20f2006c256edee0c133,796b51084a05d3a8386e,1489,2085
AAFVZC010000001.1,dc03e1737ee4aea9a55a,796b51084a05d3a8386e,2577,3299
AAFVZC010000001.1,c350eb16419b15afcfea,796b51084a05d3a8386e,3903,4535
AAFVZC010000001.1,66457affe9e192d02234,796b51084a05d3a8386e,4581,5099
AAFVZC010000001.1,d1549f182d7c3a013660,796b51084a05d3a8386e,5109,6116
AAFVZC010000001.1,a72425882b74605e498c,796b51084a05d3a8386e,6131,8743
AAFVZC010000001.1,bf6a9c444266aef83e2b,796b51084a05d3a8386e,8774,9466
AAFVZC010000001.1,a1e61b797bd5d7adce3c,796b51084a05d3a8386e,9510,10043
AAFVZC010000001.1,af83a8f8606225326293,796b51084a05d3a8386e,10118,10675
AAFVZC010000001.1,488bb9e9895691e2f3ea,796b51084a05d3a8386e,11222,12088
AAFVZC010000001.1,9ca662b11ff394ae66d5,796b51084a05d3a8386e,12090,12302
AAFVZC010000001.1,38bf4a276a947e7c2936,796b51084a05d3a8386e,12430,12975
AAFVZC010000001.1,6db3f26d26927f75a252,796b51084a05d3a8386e,12968,13405
AAFVZC010000001.1,9cdcc5e7ed52da3dd240,796b51084a05d3a8386e,13402,14226
AAFVZC010000001.1,4f2df6751ecccffae193,796b51084a05d3a8386e,14270,15655
AAFVZC010000001.1,73793fe9dd58f3f93f81,796b51084a05d3a8386e,15828,16322
AAFVZC010000001.1,851fd8b8c52743ba1da8,796b51084a05d3a8386e,16325,17047
AAFVZC010000001.1,084a021ea22e56b33190,796b51084a05d3a8386e,17165,17674
AAFVZC010000001.1,cc5e53c3365a28799c1b,796b51084a05d3a8386e,17671,18738
AAFVZC010000001.1,e1f2013412fc087d7265,796b51084a05d3a8386e,18834,19919
AAFVZC010000001.1,413e4dc8a02dfcc2c9a5,796b51084a05d3a8386e,19958,20617
AAFVZC010000001.1,05e3a3ea15642b9053d8,796b51084a05d3a8386e,20610,21626
AAFVZC010000001.1,d7421c7ecef97977e704,796b51084a05d3a8386e,21663,22493
AAFVZC010000001.1,f54a7a8b04fd4880c8b1,796b51084a05d3a8386e,22750,23883
AAFVZC010000001.1,88625069e1dce557e73a,796b51084a05d3a8386e,23968,24072
