recid,phash,chash,start,end,orient
AAIQKU010000001.1,3a68803f1066dbb0f766,db70fceb89722155631e,254,886,+
AAIQKU010000001.1,7daefe007845f15e4c9f,db70fceb89722155631e,932,1450,-
AAIQKU010000001.1,d92c64d87b626ae97836,db70fceb89722155631e,1460,2467,-
AAIQKU010000001.1,d755b09314c8d5e5897f,db70fceb89722155631e,2482,5094,-
AAIQKU010000001.1,859e5e7fd05c862d9d08,db70fceb89722155631e,5125,5817,-
AAIQKU010000001.1,b855912001c96c69a5f6,db70fceb89722155631e,5861,6394,-
AAIQKU010000001.1,11425e345693d7bc2605,db70fceb89722155631e,6468,7025,-
AAIQKU010000001.1,9ef008109d0a1fa75601,db70fceb89722155631e,7572,8438,+
AAIQKU010000001.1,b65558610af7af8b55b1,db70fceb89722155631e,8440,8652,+
AAIQKU010000001.1,96cf55fb2eecc297aba5,db70fceb89722155631e,8779,9324,+
AAIQKU010000001.1,2d700f822c1ccde369e1,db70fceb89722155631e,9317,9754,+
AAIQKU010000001.1,1c28867ea96e8063dd55,db70fceb89722155631e,9751,10575,+
AAIQKU010000001.1,199a99c29bf904ff678f,db70fceb89722155631e,10619,12004,-
AAIQKU010000001.1,73793fe9dd58f3f93f81,db70fceb89722155631e,12177,12671,+
AAIQKU010000001.1,76e5725f00d094c75134,db70fceb89722155631e,12674,13396,+
AAIQKU010000001.1,084a021ea22e56b33190,db70fceb89722155631e,13514,14023,+
AAIQKU010000001.1,55b473e8caf07ef2ff86,db70fceb89722155631e,14020,15087,+
AAIQKU010000001.1,858f0701e6a777ae7663,db70fceb89722155631e,15128,16021,-
AAIQKU010000001.1,fcc755a799549b5c5425,db70fceb89722155631e,16025,16834,-
AAIQKU010000001.1,cd5ce1859aab728a66c8,db70fceb89722155631e,16846,18105,-
AAIQKU010000001.1,fb157db59d90b1f9a4ac,db70fceb89722155631e,18115,19779,-
AAIQKU010000001.1,aed12a14d726e1acd1a3,db70fceb89722155631e,20095,21144,+
AAIQKU010000001.1,a40b5fcfe5abd9c5b6e2,db70fceb89722155631e,21166,22401,+
AAIQKU010000001.1,09e2bdb3089988ec7eb6,db70fceb89722155631e,22412,23197,+
AAIQKU010000001.1,83cad5bcacaee46b9cf4,db70fceb89722155631e,23277,24425,-
AAIQKU010000001.1,0015ff6fb1df2a7cf7d2,db70fceb89722155631e,24448,25746,-
AAIQKU010000001.1,fbe0078b9453747a82ea,db70fceb89722155631e,25805,27166,-
AAIQKU010000001.1,580d8e3e4546de738c38,db70fceb89722155631e,27245,28699,-
AAIQKU010000001.1,3b09e72835bd5b92052b,db70fceb89722155631e,28795,30042,-
AAIQKU010000001.1,19a5c5f5eaabdd06dd20,db70fceb89722155631e,30108,30986,-
AAIQKU010000001.1,f16a3e41d96dd89675c0,db70fceb89722155631e,31087,31863,-
AAIQKU010000001.1,87fa370c62c6e979e966,db70fceb89722155631e,31876,33657,-
AAIQKU010000001.1,e3ef4826c1c26c11b7a4,db70fceb89722155631e,33742,34560,-
AAIQKU010000001.1,aa3084ea1619dbd1b471,db70fceb89722155631e,34639,35121,-
AAIQKU010000001.1,7f83666241ed47473b24,db70fceb89722155631e,35348,36274,+
AAIQKU010000001.1,5e5d6c95acb5ef3c0562,db70fceb89722155631e,36344,37438,+
AAIQKU010000001.1,f055c1ae4652f909664b,db70fceb89722155631e,37477,38136,-
AAIQKU010000001.1,54f135f79ddf4780e157,db70fceb89722155631e,38129,39145,-
AAIQKU010000001.1,d7421c7ecef97977e704,db70fceb89722155631e,39182,40012,-
AAIQKU010000001.1,f54a7a8b04fd4880c8b1,db70fceb89722155631e,40269,41402,-
AAIQKU010000001.1,88625069e1dce557e73a,db70fceb89722155631e,41487,41591,-
AAIQKU010000001.1,a7f9e59da93875e9aee7,db70fceb89722155631e,41588,44002,-
AAIQKU010000001.1,34969142d75331d5fae5,db70fceb89722155631e,43999,44685,-
AAIQKU010000001.1,6d2e250727e91e3ef9d6,db70fceb89722155631e,44686,45270,+
AAIQKU010000001.1,267f5d1dc1907ca8dd5f,db70fceb89722155631e,45425,46195,+
AAIQKU010000001.1,f0c04b9387b1555accc3,db70fceb89722155631e,46255,47109,+
AAIQKU010000001.1,2a690546451a78944216,db70fceb89722155631e,47195,47974,-
AAIQKU010000001.1,9cb3c1258abe8b46a7e0,db70fceb89722155631e,47961,48638,-
AAIQKU010000001.1,2289471fb2bddb511db0,db70fceb89722155631e,48785,49702,+
AAIQKU010000001.1,039afe62e4c593f006b4,db70fceb89722155631e,49699,50151,+
AAIQKU010000001.1,67e809095c76a805e1c1,db70fceb89722155631e,50152,50568,-
AAIQKU010000001.1,5d3f3cc7365a58c66e71,db70fceb89722155631e,50678,53179,+
AAIQKU010000001.1,7decbf868c638b7a9980,db70fceb89722155631e,53333,54160,+
AAIQKU010000001.1,2ae0a6100ffb68da4c4e,db70fceb89722155631e,54246,55040,+
AAIQKU010000001.1,77aea496eda10a3a3635,db70fceb89722155631e,55242,55721,+
AAIQKU010000001.1,8bbe83072ac2328f9756,db70fceb89722155631e,55838,57499,-
AAIQKU010000001.1,c8dbc2b3ae6ed018dda1,db70fceb89722155631e,57672,58892,+
AAIQKU010000001.1,428148a37f7096531356,db70fceb89722155631e,58904,59029,-
AAIQKU010000001.1,0f916944521be10e9c14,db70fceb89722155631e,59107,60783,+
AAIQKU010000001.1,60f09352739fb11f59b7,db70fceb89722155631e,60832,62181,-
AAIQKU010000001.1,b8583f687d0e92636549,db70fceb89722155631e,62289,63260,+
AAIQKU010000001.1,5c6ef2241637f4dec07d,db70fceb89722155631e,63257,64219,-
AAIQKU010000001.1,7f3ffdb1794f9716a95d,db70fceb89722155631e,64448,65092,-
AAIQKU010000001.1,6d97ded0ad8bc88dee42,db70fceb89722155631e,65450,67324,-
AAIQKU010000001.1,0fddb39798ed23d016b6,db70fceb89722155631e,67435,68040,-
AAIQKU010000001.1,d03eea5e41c2add1e0f6,db70fceb89722155631e,68040,68369,-
AAIQKU010000001.1,4f95ae0cdffcbe0a807f,db70fceb89722155631e,68415,70343,-
AAIQKU010000001.1,5bf1f57e3219ae22c82f,db70fceb89722155631e,70457,71008,-
AAIQKU010000001.1,c26cbcee570ea79adbcd,db70fceb89722155631e,71161,71538,-
AAIQKU010000001.1,74a9adc316b26af2c926,db70fceb89722155631e,71619,72134,+
AAIQKU010000001.1,866a28255c75715ed7dc,db70fceb89722155631e,72148,72315,+
AAIQKU010000001.1,6ffdc38da25e9178db19,db70fceb89722155631e,72385,73320,+
AAIQKU010000001.1,d2d93c02e3c67acec26b,db70fceb89722155631e,73362,76724,-
AAIQKU010000001.1,a140a4ef0f3aedcf5e6d,db70fceb89722155631e,76843,77496,-
AAIQKU010000001.1,feb1d95e22a7fe40a425,db70fceb89722155631e,77638,78831,+
AAIQKU010000001.1,42e4711301c3672f9e76,db70fceb89722155631e,78854,82003,+
AAIQKU010000001.1,33c706489d3695e1e540,db70fceb89722155631e,82499,82873,+
AAIQKU010000001.1,8bf94c6ae27df1b1459c,db70fceb89722155631e,82901,83119,+
AAIQKU010000001.1,8a779d6c398bfa054318,db70fceb89722155631e,83298,83849,+
AAIQKU010000001.1,b0fa5f93206db27c7c4b,db70fceb89722155631e,83967,84437,+
AAIQKU010000001.1,1e1e62e290c3277250fd,db70fceb89722155631e,84639,84899,-
AAIQKU010000001.1,4fb8919627943fab9c43,db70fceb89722155631e,85124,86674,+
AAIQKU010000001.1,e67b6d21f6c0bfd9d83a,db70fceb89722155631e,86983,87294,+
