recid,hash,chash,start,end,is_crispr
AAMENT010000001.1,bb19405b84f1583f1886,112a030926115d0d1c22,469,11943,0
AAMENT010000001.1,fe91c3837c9cba1e5338,112a030926115d0d1c22,12008,13417,0
AAMENT010000001.1,02a7fd4bd8fc1762f8c3,112a030926115d0d1c22,13414,15594,0
AAMENT010000001.1,0453d4cb186912a8c0ca,112a030926115d0d1c22,15575,16765,0
AAMENT010000001.1,610d98e65a5abf3a9ea5,112a030926115d0d1c22,17382,18569,0
AAMENT010000001.1,6f74d7978f20462621f6,112a030926115d0d1c22,18594,21335,0
AAMENT010000001.1,1a60db15493ee89c1906,112a030926115d0d1c22,21648,22214,0
AAMENT010000001.1,c2959fc235e61234fdb9,112a030926115d0d1c22,22231,22476,0
AAMENT010000001.1,c5ee855e2fa06d7fc892,112a030926115d0d1c22,22473,23210,0
AAMENT010000001.1,edaeb749babd208fd0f0,112a030926115d0d1c22,23748,24014,0
AAMENT010000001.1,21d89a5a713c4bd9555b,112a030926115d0d1c22,24365,24559,0
AAMENT010000001.1,0fe30446af6b56fe7aea,112a030926115d0d1c22,24556,24783,0
AAMENT010000001.1,4503ec7397cc2293dd37,112a030926115d0d1c22,24780,25100,0
AAMENT010000001.1,ebe141c663f08e62cead,112a030926115d0d1c22,25115,27448,0
AAMENT010000001.1,67dd24bf64c659d9eb47,112a030926115d0d1c22,27899,28399,0
AAMENT010000001.1,679ddae7308058990731,112a030926115d0d1c22,28796,28996,0
AAMENT010000001.1,f4759d8cdb6acb191b46,112a030926115d0d1c22,29000,29470,0
AAMENT010000001.1,32d70d6a64eccf24277c,112a030926115d0d1c22,29607,31127,0
AAMENT010000001.1,94f5662c9c9c87ae61b7,112a030926115d0d1c22,31491,32063,0
AAMENT010000001.1,acdaba771c3bc231764a,112a030926115d0d1c22,32754,33869,0
AAMENT010000001.1,ec72f5531fcf8802e193,112a030926115d0d1c22,33950,37606,0
AAMENT010000001.1,6ca2f3d6f0f6e27def05,112a030926115d0d1c22,37716,38960,0
AAMENT010000001.1,6e707e56c194b26b7d39,112a030926115d0d1c22,38992,39927,0
AAMENT010000001.1,0f2c90dcf368d06bcd6e,112a030926115d0d1c22,39969,42143,0
AAMENT010000001.1,203a722eceded660ad21,112a030926115d0d1c22,43186,44238,0
AAMENT010000001.1,057e5e5d0d7b8a3d2c91,112a030926115d0d1c22,44756,45685,0
AAMENT010000001.1,974397ce789114d95186,112a030926115d0d1c22,45979,46875,0
AAMENT010000001.1,bf0ef4476e7c8e512761,112a030926115d0d1c22,47391,47504,0
AAMENT010000001.1,7f721feb49e192fd68c2,112a030926115d0d1c22,47597,48610,0
AAMENT010000001.1,85e2df908a9ba8ffc3ba,112a030926115d0d1c22,48743,50158,0
AAMENT010000001.1,3461dce58c9fbd7a8b15,112a030926115d0d1c22,50145,50819,0
AAMENT010000001.1,7aab370c62c52ebb7dfc,112a030926115d0d1c22,50974,51951,0
AAMENT010000001.1,7f20ebb29a8c0cfadf0c,112a030926115d0d1c22,51966,52397,0
AAMENT010000001.1,e0592f8ff8a2c8e74d33,112a030926115d0d1c22,52408,53922,0
AAMENT010000001.1,71bfa9456a0fca8a85cb,112a030926115d0d1c22,54225,55202,0
AAMENT010000001.1,4851b98e8800cae957c2,112a030926115d0d1c22,55228,56496,0
AAMENT010000001.1,a08988cfaf023d5dbea6,112a030926115d0d1c22,56518,57966,0
AAMENT010000001.1,8ef3990c944c2e675701,112a030926115d0d1c22,57981,59264,0
AAMENT010000001.1,9b0607c0eb515f062be8,112a030926115d0d1c22,59395,60795,0
AAMENT010000001.1,33f30a9832274702fc64,112a030926115d0d1c22,60837,61514,0
AAMENT010000001.1,cf6fbc6dd2011bc4cfbd,112a030926115d0d1c22,61536,61985,0
AAMENT010000001.1,f8f8bd3c443f89a565dd,112a030926115d0d1c22,62085,62243,0
AAMENT010000001.1,665020321c549d251ede,112a030926115d0d1c22,62426,62725,0
AAMENT010000001.1,b2f7e04489b173045578,112a030926115d0d1c22,62735,63262,0
AAMENT010000001.1,59cb21eefdb33d5a937c,112a030926115d0d1c22,63341,63520,0
AAMENT010000001.1,48814ddc29da160f1335,112a030926115d0d1c22,63610,64011,0
AAMENT010000001.1,0b3fdc3b96ede5ad7724,112a030926115d0d1c22,64911,65360,0
AAMENT010000001.1,d96c7ea5f9a6f71a94a3,112a030926115d0d1c22,65395,65745,0
AAMENT010000001.1,db4aa3d95abde4b6c9b4,112a030926115d0d1c22,65907,66233,0
AAMENT010000001.1,ce6a19a10fcf64df916e,112a030926115d0d1c22,66317,67651,0
AAMENT010000001.1,28fd27bbd077e7954f4c,112a030926115d0d1c22,67740,68171,0
AAMENT010000001.1,42f9447cb9f2ad0074b6,112a030926115d0d1c22,68442,68687,0
AAMENT010000001.1,ad971fb9b24b0b73f4f9,112a030926115d0d1c22,68684,69094,0
AAMENT010000001.1,c6febabab34ee972638d,112a030926115d0d1c22,69094,71211,0
AAMENT010000001.1,33f15f2b4cfe1b6ede51,112a030926115d0d1c22,71222,72181,0
AAMENT010000001.1,37e228ccd243b81bd02a,112a030926115d0d1c22,72536,73738,0
AAMENT010000001.1,cd59b5faf5e70e0a617b,112a030926115d0d1c22,73731,74795,0
AAMENT010000001.1,17d54eecd71d7dd98fb0,112a030926115d0d1c22,74865,75860,0
AAMENT010000001.1,bb163fabeec83e25a812,112a030926115d0d1c22,76025,77209,0
AAMENT010000001.1,0579991ba9bd003fe3e8,112a030926115d0d1c22,77706,78236,0
AAMENT010000001.1,3e8db670dba72b1d423f,112a030926115d0d1c22,78363,79535,0
AAMENT010000001.1,d4359ff1669992896484,112a030926115d0d1c22,79552,81090,0
AAMENT010000001.1,40083f6979ee0b60962f,112a030926115d0d1c22,81139,82509,0
