recid,phash,chash,start,end,orient
GUT_GENOME003003_1,1324cf33449c0d92e293,7ebff011e705af3cca95,544,2370,+
GUT_GENOME003003_1,199348c6c4f7e72ba12b,7ebff011e705af3cca95,2487,4013,+
GUT_GENOME003003_1,2c18e759f2f1d8b4f700,7ebff011e705af3cca95,4140,5270,-
GUT_GENOME003003_1,bd8194cc2595f146e047,7ebff011e705af3cca95,5713,6678,-
GUT_GENOME003003_1,2c2aa5d65cec02479a55,7ebff011e705af3cca95,7241,7660,-
GUT_GENOME003003_1,141aa29e801783dced31,7ebff011e705af3cca95,7752,9212,-
GUT_GENOME003003_1,6d9e58c71b51e7840d38,7ebff011e705af3cca95,9231,10346,-
GUT_GENOME003003_1,5e9743589b31fe9632e5,7ebff011e705af3cca95,10579,11574,+
GUT_GENOME003003_1,d62f102cd8f44ffa5043,7ebff011e705af3cca95,11714,12784,+
GUT_GENOME003003_1,67f91d034e31d1fe3c3f,7ebff011e705af3cca95,13057,14184,-
GUT_GENOME003003_1,3aaa89f3fa62d8176f46,7ebff011e705af3cca95,14366,15157,+
GUT_GENOME003003_1,02a87ae00039bbe5e4a8,7ebff011e705af3cca95,15247,15465,+
GUT_GENOME003003_1,15942ace14189c304eed,7ebff011e705af3cca95,15528,15830,-
GUT_GENOME003003_1,41428ec44661c25ca337,7ebff011e705af3cca95,15824,16663,-
GUT_GENOME003003_1,669940bffdb8540cb212,7ebff011e705af3cca95,16723,16869,-
GUT_GENOME003003_1,407765c3cb1357664a40,7ebff011e705af3cca95,16866,17045,-
GUT_GENOME003003_1,135b12db015e830ef6e9,7ebff011e705af3cca95,17173,17736,-
GUT_GENOME003003_1,aedf8b5d5b7499b320b6,7ebff011e705af3cca95,17681,18100,-
GUT_GENOME003003_1,cbc5123005e5d24b153a,7ebff011e705af3cca95,18330,18650,+
GUT_GENOME003003_1,ccd4a1ed52d4244348c4,7ebff011e705af3cca95,18801,19262,-
GUT_GENOME003003_1,ec6823c43f5b2de2483a,7ebff011e705af3cca95,19207,19725,-
GUT_GENOME003003_1,32a549547a316b2cf59a,7ebff011e705af3cca95,19745,20920,-
GUT_GENOME003003_10,6d72636b0309d2a342fc,66f24655fc37783481c7,3,98,+
GUT_GENOME003003_10,ab42969e0a1e038dbfb9,66f24655fc37783481c7,509,1195,+
GUT_GENOME003003_10,67cdf3c593d375cb4613,66f24655fc37783481c7,1247,1471,+
GUT_GENOME003003_10,1521b6e811c811f9866a,66f24655fc37783481c7,1489,1980,+
GUT_GENOME003003_10,02d8e691e3e5d87e8c52,66f24655fc37783481c7,1970,3724,+
GUT_GENOME003003_10,60770c11f0d4a79f0303,66f24655fc37783481c7,3711,4598,+
GUT_GENOME003003_10,f7153fef030df6ff245e,66f24655fc37783481c7,4678,6078,+
GUT_GENOME003003_10,89424d91c14cd2dae27e,66f24655fc37783481c7,6078,6485,+
GUT_GENOME003003_10,365954b0b51d6b88f432,66f24655fc37783481c7,6792,7103,+
GUT_GENOME003003_10,871e76fb7d4cf3ff947f,66f24655fc37783481c7,7354,9384,-
GUT_GENOME003003_10,67705fd19b0c93bd2b69,66f24655fc37783481c7,9551,10450,-
GUT_GENOME003003_10,4b6b42d324d6ec29ea00,66f24655fc37783481c7,10447,11892,-
GUT_GENOME003003_10,2bce5ff67ad009179d30,66f24655fc37783481c7,12012,12782,-
GUT_GENOME003003_100,8908132318800b5523cc,3e079f4da4e5838b088b,1,1389,-
GUT_GENOME003003_100,a921085cdd4a44ea0043,3e079f4da4e5838b088b,1395,1859,-
GUT_GENOME003003_100,7a167558b71862e20ed4,3e079f4da4e5838b088b,1844,3403,-
GUT_GENOME003003_100,fa161736c66bc54ab878,3e079f4da4e5838b088b,3522,4406,-
GUT_GENOME003003_100,18589a172aed803777b7,3e079f4da4e5838b088b,4390,5292,-
GUT_GENOME003003_100,c02a551f66c11981c6da,3e079f4da4e5838b088b,5545,5709,-
GUT_GENOME003003_101,e234fe7da6ec0eb6ac9c,313c23516e3a8854f4c1,267,446,+
GUT_GENOME003003_101,a4cddcdd562886e131ff,313c23516e3a8854f4c1,561,1721,-
GUT_GENOME003003_101,0470d780ca217cd59637,313c23516e3a8854f4c1,1868,2965,-
GUT_GENOME003003_101,ec0049bd676a5d3845ed,313c23516e3a8854f4c1,3331,3444,+
GUT_GENOME003003_101,b0e126acf9ff0d5b4860,313c23516e3a8854f4c1,3410,3763,+
GUT_GENOME003003_101,f49f2b581d2f5225f2cd,313c23516e3a8854f4c1,3861,4352,+
GUT_GENOME003003_101,d2531a354b234327cc06,313c23516e3a8854f4c1,4492,5481,+
GUT_GENOME003003_102,9aa57bd015055a197854,1bf59e66858457619e53,247,864,+
GUT_GENOME003003_102,d803fa5d83ea0a0b54fd,1bf59e66858457619e53,1208,2359,+
GUT_GENOME003003_102,3ead3aa21bf28dba3f94,1bf59e66858457619e53,2642,3520,+
GUT_GENOME003003_102,ee007b73c88b84b22eb6,1bf59e66858457619e53,3530,3784,+
GUT_GENOME003003_102,e0c84fbd60455834325c,1bf59e66858457619e53,3818,4396,+
GUT_GENOME003003_102,be77caffa0655093abfd,1bf59e66858457619e53,4433,5659,+
GUT_GENOME003003_103,493ed6b2bd762679833c,9869880d412178f403cc,191,1036,-
GUT_GENOME003003_103,42edc8ca1cc437248635,9869880d412178f403cc,1033,2208,-
GUT_GENOME003003_103,9582a85be27ed809ca83,9869880d412178f403cc,2251,3441,-
GUT_GENOME003003_103,db15fe3eadb779ca999d,9869880d412178f403cc,3617,4909,-
GUT_GENOME003003_103,f2669719f7b8df3a256a,9869880d412178f403cc,5104,5307,-
GUT_GENOME003003_104,c7066f3b5a4f90347071,1d370e52d70ff3aa8c59,1,606,-
GUT_GENOME003003_104,8b687e4ace7d505b2ec4,1d370e52d70ff3aa8c59,658,1317,-
GUT_GENOME003003_104,0b35fd4a98caf51d7cc4,1d370e52d70ff3aa8c59,1655,4264,+
GUT_GENOME003003_104,ccdb32890790867f720a,1d370e52d70ff3aa8c59,4568,5140,-
GUT_GENOME003003_104,59da72c29e5f93f4804d,1d370e52d70ff3aa8c59,5284,5550,-
GUT_GENOME003003_105,59358e2cf5974b7fa707,0a1c154ab119bc5d4f50,2,880,+
GUT_GENOME003003_105,874d899a47b31631e4a6,0a1c154ab119bc5d4f50,1563,2060,+
GUT_GENOME003003_105,65fd87694a10943a20eb,0a1c154ab119bc5d4f50,2116,2733,+
GUT_GENOME003003_105,b7a3872363c0eb852b4e,0a1c154ab119bc5d4f50,2743,3459,+
GUT_GENOME003003_105,282922c2c0af51f3c22b,0a1c154ab119bc5d4f50,3473,4231,+
GUT_GENOME003003_105,40f995164d9d0060e5ac,0a1c154ab119bc5d4f50,4411,5067,+
GUT_GENOME003003_105,b61f3846fd0eaa805011,0a1c154ab119bc5d4f50,5067,5546,+
GUT_GENOME003003_106,5677c183c24317db6f50,3c24e1aefd45ecdbba1d,71,814,+
GUT_GENOME003003_106,b1500efad08b3557dd7f,3c24e1aefd45ecdbba1d,983,2953,+
GUT_GENOME003003_106,e7e9950f9810507a8229,3c24e1aefd45ecdbba1d,3586,4131,+
GUT_GENOME003003_106,5b4a0785ade17fe9387d,3c24e1aefd45ecdbba1d,4217,5008,+
GUT_GENOME003003_106,46ce2c3855b5bd316835,3c24e1aefd45ecdbba1d,5069,5302,+
GUT_GENOME003003_107,04a030053affd7f8c2aa,a56d410783838be9c62d,1,951,-
GUT_GENOME003003_107,92b276912c7d04d90ddd,a56d410783838be9c62d,956,2323,-
GUT_GENOME003003_107,f941b6adfec770ba6f4b,a56d410783838be9c62d,2822,3943,-
GUT_GENOME003003_107,97f7f030b2cb5295fce7,a56d410783838be9c62d,4312,5358,+
GUT_GENOME003003_108,1e6a4a1852a35fc3c541,960a73f9986f04891132,420,1937,+
GUT_GENOME003003_108,83a81313166b48631d50,960a73f9986f04891132,2025,2345,+
GUT_GENOME003003_108,0cd4827ac4150e24eaa5,960a73f9986f04891132,2592,2747,+
GUT_GENOME003003_108,cc6e109a9e89e09bf6bb,960a73f9986f04891132,2807,4015,+
GUT_GENOME003003_108,39393b140336a87f056b,960a73f9986f04891132,4191,4868,-
GUT_GENOME003003_109,c28322bb560b77600e48,bd3fa4a0b4be13c77c41,1,2610,+
GUT_GENOME003003_109,1bdbd3941f15cfd83a19,bd3fa4a0b4be13c77c41,2958,3425,-
GUT_GENOME003003_109,2374ccfcf4f8409a9fc5,bd3fa4a0b4be13c77c41,3786,4139,+
GUT_GENOME003003_109,0c44487d2aee75924640,bd3fa4a0b4be13c77c41,4216,5367,+
GUT_GENOME003003_11,de1e4b676a1227a0a839,5367ed704afd4a3d27f6,357,1109,+
GUT_GENOME003003_11,dc7ea4d8a8dda17b4c4b,5367ed704afd4a3d27f6,1117,2544,+
GUT_GENOME003003_11,3af0b6ea7d27d6c90ddf,5367ed704afd4a3d27f6,2562,3617,+
GUT_GENOME003003_11,e2d0a0c171a8fe7cfc99,5367ed704afd4a3d27f6,3607,4830,+
GUT_GENOME003003_11,35fce3dc89d2af05bcd4,5367ed704afd4a3d27f6,4820,5254,+
GUT_GENOME003003_11,c84e1bff1ba43625b498,5367ed704afd4a3d27f6,5419,6462,-
GUT_GENOME003003_11,857ab90a007334baf009,5367ed704afd4a3d27f6,6499,7548,-
GUT_GENOME003003_11,3143f22e5a75c78a485b,5367ed704afd4a3d27f6,7862,9280,-
GUT_GENOME003003_11,76068623185b7fa775f0,5367ed704afd4a3d27f6,9445,10569,-
