chash,sampleid
9ed7f2935900ff6c9cf2,GUT_GENOME097007
cb6dffe059a59ce3038b,GUT_GENOME097007
2018b65a7632e38e4001,GUT_GENOME097007
f29c99c1bcae84b2aaaa,GUT_GENOME097007
a016835cc4104327ddaa,GUT_GENOME097007
b484d0ea874c4bcdf85a,GUT_GENOME097007
b6cc1c2232a4ca821c91,GUT_GENOME097007
f4e459bf79d129a76e64,GUT_GENOME097007
968b0af33c7de4ab7759,GUT_GENOME097007
433a703ad781628c8d69,GUT_GENOME097007
6846e30bf6c07cb13454,GUT_GENOME097007
067f2cff1d7849afa9c5,GUT_GENOME097007
bedada644f9854eb681c,GUT_GENOME097007
03497e34b527442c8e1e,GUT_GENOME097007
7d08f42eea6bf4b526a4,GUT_GENOME097007
5bfcff7d797c6b9ca3f8,GUT_GENOME097007
8f39fb01141bf96ea4f9,GUT_GENOME097007
61e132dbc0f428aadb48,GUT_GENOME097007
c08f0c38f115f3363373,GUT_GENOME097007
ccd226c5794205e54ab7,GUT_GENOME097007
1bab17cbbe62292a580e,GUT_GENOME097007
3248846ac3c2f6d7ade8,GUT_GENOME097007
5be27a64df2e9d616f76,GUT_GENOME097007
d0d0204f51ea56155f3f,GUT_GENOME097007
d8b63b76141b0636fdb4,GUT_GENOME097007
5aa32f33c821046a9389,GUT_GENOME097007
c227531585d5caa9caf7,GUT_GENOME097007
108416ceb3a8da4974c6,GUT_GENOME097007
5a2bd94e54c8e2139f5e,GUT_GENOME097007
2cb416f322cbb83a1278,GUT_GENOME097007
b5b895d82c5b59d01bbd,GUT_GENOME097007
8752af74ee6203d237b7,GUT_GENOME097007
132f8ccbed9dd4f7a431,GUT_GENOME097007
c91bb07c2f19ca01cfdd,GUT_GENOME097007
9c1add894c2fdc90872b,GUT_GENOME097007
af9ff92163606a647a99,GUT_GENOME097007
78169609ad6f0606e490,GUT_GENOME097007
fe921911679813868ab0,GUT_GENOME097007
9cb1412b9c69127d6d84,GUT_GENOME097007
1aefb41341529db634c1,GUT_GENOME097007
369dd613e099678fb3b2,GUT_GENOME097007
0eb0f7aad9325a7a4368,GUT_GENOME097007
7d0a0bf9954556e36c02,GUT_GENOME097007
bfa579a3a653e12e6d6c,GUT_GENOME097007
e95538f1f2e051612086,GUT_GENOME097007
