recid,hash,chash,start,end
MK227779.1,bc32b39558aba3d9bc30,c1cf79e82d174d489075,1,771
MK227779.1,74299a9ed24243c42430,c1cf79e82d174d489075,1378,2355
MK227779.1,0654088bde88850ff344,c1cf79e82d174d489075,2393,3232
MK227779.1,7ef9cbce41f2afb0397e,c1cf79e82d174d489075,3266,4480
MK227779.1,9daa47c2f77632f7feaf,c1cf79e82d174d489075,4519,4701
MK227779.1,cab2c8efbd7c6e829744,c1cf79e82d174d489075,5173,5751
MK227779.1,9587d64b2c2928f90a58,c1cf79e82d174d489075,5744,6001
MK227779.1,58acab34b33c9199df22,c1cf79e82d174d489075,6747,7175
MK227779.1,7b1501b10d8c2a7a4cfd,c1cf79e82d174d489075,7259,11137
MK227779.1,86ec01213967905e512a,c1cf79e82d174d489075,11506,14361
MK227779.1,497bc72511a810124180,c1cf79e82d174d489075,14377,14790
MK227779.1,296a1b771fe5650c0ff5,c1cf79e82d174d489075,14985,15086
MK227779.1,f04aeec6cdd796e9b14e,c1cf79e82d174d489075,15212,15424
MK227779.1,8426bc0eecdd2dca9632,c1cf79e82d174d489075,15490,16362
MK227779.1,70ff22dc0badf3431774,c1cf79e82d174d489075,16595,16951
MK227779.1,eeed80a74132bad1d8e8,c1cf79e82d174d489075,17072,17995
MK227779.1,6642a892b91968d27517,c1cf79e82d174d489075,18359,19306
MK227779.1,9ab8a08ad17b28c53fc6,c1cf79e82d174d489075,19343,20851
MK227779.1,ab142c5e5c6d4ec2ce3f,c1cf79e82d174d489075,20889,21125
MK227779.1,00c881f315652587fdb9,c1cf79e82d174d489075,21177,23711
MK227779.1,c36c287e358b0cd00fc7,c1cf79e82d174d489075,23759,24205
MK227779.1,67f2fc71e92f63bb3201,c1cf79e82d174d489075,24427,25086
MK227779.1,aeb5bf5f5ef23796f4ea,c1cf79e82d174d489075,25216,28143
MK227779.1,246f1b04c84c5880e51b,c1cf79e82d174d489075,28520,29668
MK227779.1,8dec78758fe1344ef33e,c1cf79e82d174d489075,30191,30592
MK227779.1,62287b13d3f1a3e7aee0,c1cf79e82d174d489075,30606,30932
MK227779.1,219d68121d45b2416db2,c1cf79e82d174d489075,31122,31901
MK227779.1,72f77b61ea8dc54b6e38,c1cf79e82d174d489075,32222,33034
MK227779.1,7304391f0d8a923cd90c,c1cf79e82d174d489075,33530,36442
MK227779.1,e0081638ae25f81718ce,c1cf79e82d174d489075,36491,36979
MK227779.1,8e1233de7f7914dc37ce,c1cf79e82d174d489075,37065,37376
MK227779.1,3eb372af9776d9e5492e,c1cf79e82d174d489075,38003,38422
MK227779.1,fc15d991d2e14e643a9e,c1cf79e82d174d489075,38472,40025
MK227779.1,ffb8f497213715735220,c1cf79e82d174d489075,39458,39548
MK227779.1,1bfdf5f06ee0603cb250,c1cf79e82d174d489075,40111,40302
MK227779.1,b4b0568b7b8c3a32d8d3,c1cf79e82d174d489075,40446,40766
MK227779.1,01380dc1c5d18077b8ad,c1cf79e82d174d489075,40860,40991
MK227779.1,78e57c1d0bbcad42e0ca,c1cf79e82d174d489075,42349,42978
MK227779.1,f6ffcb5a116829713ed3,c1cf79e82d174d489075,42846,43145
MK227779.1,f0eecb3acf776ec979e2,c1cf79e82d174d489075,43162,44814
MK227779.1,9f0998bd4e42904ad2f1,c1cf79e82d174d489075,45364,45912
MK227779.1,9c2775293cd5b2d5191e,c1cf79e82d174d489075,46295,49792
