recid,crhash,chash,start,end
DADAWE010000001.1,e305ccd0fbcc7d6fab54,70e3b6f8dcdcab4325fe,179574,179660
DADAWE010000005.1,02cffeb92e1076777c4f,0d337d72d586af9ed3e0,87761,88044
DADAWE010000005.1,9a8e380b566df901d9b6,0d337d72d586af9ed3e0,88469,88857
DADAWE010000005.1,f2199d3b8e58fb13142f,0d337d72d586af9ed3e0,89238,89391
DADAWE010000009.1,4c523a71740381877daf,2f303f94c2f22d1ad12f,41376,41626
DADAWE010000028.1,6fc23244d5d7747a4c91,a2644d50ced5fc648f93,40140,42809
DADAWE010000053.1,ed1c4c946ecff083bab3,b2676595444a6ce93c1f,19158,19246
DADAWE010000059.1,0ea547d8823c061b6289,911ea2d8779137f44b10,20580,20812
DADAWE010000085.1,a2162601a193817836cd,13dbec0c38a28f276486,6073,6154
DADAWE010000149.1,396a1881ca485c7e5ee5,9fb1fbbad23c55300eb4,57,264
DADAWE010000158.1,52c36dca0d928f5ab29b,e484bf111014b47a82d8,243,328
DADAWE010000158.1,764e3149fbc95584cfe9,e484bf111014b47a82d8,415,829
