recid,hash,chash,start,end,is_crispr
DADAWE010000001.1,1a8c2b6f27d79e7e69db,70e3b6f8dcdcab4325fe,475,1848,0
DADAWE010000001.1,a93fba89a87a8f23775f,70e3b6f8dcdcab4325fe,1996,3471,0
DADAWE010000001.1,8566ebf5c8da8f0f21e5,70e3b6f8dcdcab4325fe,3758,4093,0
DADAWE010000001.1,97239549d1e5325baf58,70e3b6f8dcdcab4325fe,4286,5182,0
DADAWE010000001.1,abdcc9e5e7a1d97c837d,70e3b6f8dcdcab4325fe,5183,5620,0
DADAWE010000001.1,fe46b12d21bd05017042,70e3b6f8dcdcab4325fe,5622,6044,0
DADAWE010000001.1,9f581d8f5727da24f8c0,70e3b6f8dcdcab4325fe,6084,6578,0
DADAWE010000001.1,a6823b274a67dd2865b1,70e3b6f8dcdcab4325fe,6798,6998,0
DADAWE010000001.1,0b218924ac2287c20613,70e3b6f8dcdcab4325fe,7013,7999,0
DADAWE010000001.1,ebca49bee3563b856b0e,70e3b6f8dcdcab4325fe,8001,9140,0
DADAWE010000001.1,828e106fb90e78bbe80f,70e3b6f8dcdcab4325fe,9707,10807,0
DADAWE010000001.1,0378785cdefdafc0e9e6,70e3b6f8dcdcab4325fe,11176,11895,0
DADAWE010000001.1,44ad63b501e02d8a69ea,70e3b6f8dcdcab4325fe,12251,12742,0
DADAWE010000001.1,40212b86dfbf3a2ba786,70e3b6f8dcdcab4325fe,13012,14109,0
DADAWE010000001.1,dbb7ff84adb88af6d5be,70e3b6f8dcdcab4325fe,14218,14502,0
DADAWE010000001.1,30a4d75ab663d5ed489d,70e3b6f8dcdcab4325fe,14730,15935,0
DADAWE010000001.1,e8e1c6662e5ff623f2b8,70e3b6f8dcdcab4325fe,16724,16891,0
DADAWE010000001.1,3b3dd5c8a776cb01aa9a,70e3b6f8dcdcab4325fe,16996,17214,0
DADAWE010000001.1,8fc7374f250f2d37c632,70e3b6f8dcdcab4325fe,17749,18012,0
DADAWE010000001.1,53c7a24617396b705781,70e3b6f8dcdcab4325fe,18116,18262,0
DADAWE010000001.1,ad385cb9772c156042f8,70e3b6f8dcdcab4325fe,18285,19358,0
DADAWE010000001.1,70a1113f10f0cccc559d,70e3b6f8dcdcab4325fe,19440,20138,0
DADAWE010000001.1,bdc15f946f00f740e56b,70e3b6f8dcdcab4325fe,20197,20526,0
DADAWE010000001.1,d1e41ff08b992c93ef80,70e3b6f8dcdcab4325fe,20618,20914,0
DADAWE010000001.1,235e442bde9ee8927a56,70e3b6f8dcdcab4325fe,20969,22018,0
DADAWE010000001.1,3d1d9e75631951e6147d,70e3b6f8dcdcab4325fe,22284,23165,0
DADAWE010000001.1,7686972738df07cff648,70e3b6f8dcdcab4325fe,23233,23613,0
DADAWE010000001.1,557ed099284b47b2eb89,70e3b6f8dcdcab4325fe,23892,26249,0
DADAWE010000001.1,1f969409d46e7f11f9fe,70e3b6f8dcdcab4325fe,26327,27700,0
DADAWE010000001.1,e2c29595c467b314279c,70e3b6f8dcdcab4325fe,27690,28373,0
DADAWE010000001.1,83b87e3b2e088333cd01,70e3b6f8dcdcab4325fe,28522,28872,0
DADAWE010000001.1,f5922b096d0ae87369f3,70e3b6f8dcdcab4325fe,28954,30924,0
DADAWE010000001.1,c47d393a3901d1fe0a24,70e3b6f8dcdcab4325fe,30911,31831,0
DADAWE010000001.1,36034cc149e35646bf1e,70e3b6f8dcdcab4325fe,31877,32338,0
DADAWE010000001.1,eaf26c4e7cf7d049fdf0,70e3b6f8dcdcab4325fe,32419,33723,0
DADAWE010000001.1,1b52f51ff26cd7a7b842,70e3b6f8dcdcab4325fe,33723,35222,0
DADAWE010000001.1,63d2c7f0362a3345c223,70e3b6f8dcdcab4325fe,35236,38382,0
DADAWE010000001.1,d2c260ef9374b141dc75,70e3b6f8dcdcab4325fe,38416,38778,0
DADAWE010000001.1,45c4c117d8eaefa66c41,70e3b6f8dcdcab4325fe,38850,40679,0
DADAWE010000001.1,ae210fade7af8677dc91,70e3b6f8dcdcab4325fe,40669,40929,0
DADAWE010000001.1,1375fb684762b6997c6d,70e3b6f8dcdcab4325fe,40941,42254,0
DADAWE010000001.1,bf849f4502798f7ff082,70e3b6f8dcdcab4325fe,42324,42716,0
DADAWE010000001.1,7d60e2f6f52602ad1cbb,70e3b6f8dcdcab4325fe,43131,45818,0
DADAWE010000001.1,acf92ec4148afff0a434,70e3b6f8dcdcab4325fe,46367,46696,0
DADAWE010000001.1,198585fe2eb5a386f6f3,70e3b6f8dcdcab4325fe,47122,47436,0
DADAWE010000001.1,707a230fa671c97cf82a,70e3b6f8dcdcab4325fe,47524,48801,0
DADAWE010000001.1,d8ccf636f4f707073d5b,70e3b6f8dcdcab4325fe,48961,49449,0
DADAWE010000001.1,6395254a5bd5dd2c47c1,70e3b6f8dcdcab4325fe,49541,49855,0
DADAWE010000001.1,754ef4f0e1229d42ce33,70e3b6f8dcdcab4325fe,49907,51778,0
DADAWE010000001.1,bf658738c1e4a66f1f95,70e3b6f8dcdcab4325fe,51802,52281,0
DADAWE010000001.1,64238bfb283ba0c26aa3,70e3b6f8dcdcab4325fe,52286,52588,0
DADAWE010000001.1,d3b32abb636a9e54a219,70e3b6f8dcdcab4325fe,52623,53237,0
DADAWE010000001.1,0d545ffe4ebc9374b0c2,70e3b6f8dcdcab4325fe,53282,54133,0
DADAWE010000001.1,0581bb1b5ccb61021a20,70e3b6f8dcdcab4325fe,54074,55054,0
DADAWE010000001.1,79bac9166e8bf7c058fe,70e3b6f8dcdcab4325fe,55116,55823,0
DADAWE010000001.1,cc1cf875aa8c0f40b9b1,70e3b6f8dcdcab4325fe,55936,57189,0
DADAWE010000001.1,7ca2baa09976d60c0d72,70e3b6f8dcdcab4325fe,57252,58214,0
DADAWE010000001.1,2245ee1a79a5e5520bc5,70e3b6f8dcdcab4325fe,58226,60127,0
DADAWE010000001.1,e040d19150362449ac3d,70e3b6f8dcdcab4325fe,60179,60508,0
DADAWE010000001.1,2aa255a6b3f14a6d0488,70e3b6f8dcdcab4325fe,60607,61740,0
DADAWE010000001.1,a6a1c92d86a152ab47dd,70e3b6f8dcdcab4325fe,61916,62485,0
DADAWE010000001.1,19b123ced4f58b3f18c2,70e3b6f8dcdcab4325fe,62571,63599,0
DADAWE010000001.1,d336cced84d2bdf87309,70e3b6f8dcdcab4325fe,63692,64693,0
DADAWE010000001.1,ebd1f953a81dbf3cf085,70e3b6f8dcdcab4325fe,64779,65816,0
DADAWE010000001.1,8f960e53fb4f2645b291,70e3b6f8dcdcab4325fe,66619,67887,0
DADAWE010000001.1,291c8d39a664588d2be8,70e3b6f8dcdcab4325fe,67956,70706,0
DADAWE010000001.1,79ad86c3efbbd39d5acc,70e3b6f8dcdcab4325fe,70731,71657,0
DADAWE010000001.1,b4688f9f1f013881cbce,70e3b6f8dcdcab4325fe,71725,72612,0
DADAWE010000001.1,730df5be2476f2ef2a5f,70e3b6f8dcdcab4325fe,72626,73435,0
DADAWE010000001.1,168e56ad8490b376816b,70e3b6f8dcdcab4325fe,73438,74415,0
DADAWE010000001.1,c35d85676a8b03f28f81,70e3b6f8dcdcab4325fe,74698,75768,0
DADAWE010000001.1,53c7e9c677c5bffc160b,70e3b6f8dcdcab4325fe,75856,76527,0
DADAWE010000001.1,e81e76026c380ec599b4,70e3b6f8dcdcab4325fe,76704,77330,0
DADAWE010000001.1,afcbeec6b08e06e17f74,70e3b6f8dcdcab4325fe,77484,78539,0
DADAWE010000001.1,f8727abdbcb5804b23e5,70e3b6f8dcdcab4325fe,78854,79699,0
DADAWE010000001.1,82703b68c2847a2c59e6,70e3b6f8dcdcab4325fe,79696,80790,0
DADAWE010000001.1,522fb07c9e19e7fc0db7,70e3b6f8dcdcab4325fe,80802,81020,0
DADAWE010000001.1,1bbc2e37f62d1ae5799b,70e3b6f8dcdcab4325fe,81162,82940,0
DADAWE010000001.1,7106a24f627cd987c032,70e3b6f8dcdcab4325fe,83111,83875,0
DADAWE010000001.1,dbda62e5a6bc3bcf403f,70e3b6f8dcdcab4325fe,84011,86065,0
DADAWE010000001.1,baa765708aef0d67ef22,70e3b6f8dcdcab4325fe,86140,87603,0
DADAWE010000001.1,561661f09ee5fa963bb2,70e3b6f8dcdcab4325fe,87916,88362,0
DADAWE010000001.1,e8147433ebd15f36c377,70e3b6f8dcdcab4325fe,88527,88910,0
DADAWE010000001.1,dc4cb5fc85fb321c825b,70e3b6f8dcdcab4325fe,88948,89430,0
DADAWE010000001.1,cad235d5d98a7f609949,70e3b6f8dcdcab4325fe,89548,91329,0
DADAWE010000001.1,19187b234429332d4d4a,70e3b6f8dcdcab4325fe,91497,93299,0
DADAWE010000001.1,4c60840e0ac039ffa1c3,70e3b6f8dcdcab4325fe,93589,93969,0
DADAWE010000001.1,cc61d5fef2ea285d2615,70e3b6f8dcdcab4325fe,94203,95759,0
DADAWE010000001.1,77b295d2b064ef9151e3,70e3b6f8dcdcab4325fe,95779,96465,0
DADAWE010000001.1,5e47f36910ba4ca54662,70e3b6f8dcdcab4325fe,96529,97971,0
DADAWE010000001.1,5ec1a40a422f5c7cb04f,70e3b6f8dcdcab4325fe,98085,99257,0
DADAWE010000001.1,5ce47fbeee53a8138af6,70e3b6f8dcdcab4325fe,99466,99996,0
DADAWE010000001.1,6d5b4e993f9b21f07ed1,70e3b6f8dcdcab4325fe,100025,100738,0
DADAWE010000001.1,a6d86b137623fdb4fa4d,70e3b6f8dcdcab4325fe,100811,101389,0
DADAWE010000001.1,fd3ea1fd62c1f214e96a,70e3b6f8dcdcab4325fe,101485,103347,0
DADAWE010000001.1,dbed71dd291731c62477,70e3b6f8dcdcab4325fe,103717,104376,0
DADAWE010000001.1,cb4cee2dee98900b4d18,70e3b6f8dcdcab4325fe,104360,105589,0
DADAWE010000001.1,9269d53ab45ea202fe11,70e3b6f8dcdcab4325fe,105599,106111,0
DADAWE010000001.1,35e96b446649b9fdfd4e,70e3b6f8dcdcab4325fe,106149,107144,0
DADAWE010000001.1,54ae0cb303dba4512da3,70e3b6f8dcdcab4325fe,107153,108028,0
DADAWE010000001.1,23d0816397334f31905e,70e3b6f8dcdcab4325fe,108149,109198,0
DADAWE010000001.1,65076aa0e58652ac36a3,70e3b6f8dcdcab4325fe,109443,110246,0
DADAWE010000001.1,0cb6681d82106726ad5f,70e3b6f8dcdcab4325fe,110243,111139,0
DADAWE010000001.1,90d924d8d5abfe5d9639,70e3b6f8dcdcab4325fe,111136,112422,0
DADAWE010000001.1,9e321757de1317a357b6,70e3b6f8dcdcab4325fe,112413,113483,0
DADAWE010000001.1,3da2681dd3442fbd916c,70e3b6f8dcdcab4325fe,113503,114081,0
DADAWE010000001.1,95388baff60e5b5ed2b8,70e3b6f8dcdcab4325fe,114078,114980,0
DADAWE010000001.1,60837e6fbc00e9da46f2,70e3b6f8dcdcab4325fe,115196,115837,0
DADAWE010000001.1,c2903b308176aeba765c,70e3b6f8dcdcab4325fe,116245,118968,0
DADAWE010000001.1,c3e83d2e70affe842b5f,70e3b6f8dcdcab4325fe,119099,119542,0
DADAWE010000001.1,0a9d9cce836e503473a3,70e3b6f8dcdcab4325fe,119607,120917,0
DADAWE010000001.1,6ffd6f582b5665d5f4e1,70e3b6f8dcdcab4325fe,121052,121693,0
DADAWE010000001.1,873de22944600ebe72fa,70e3b6f8dcdcab4325fe,121793,123031,0
DADAWE010000001.1,f15a9fab21bd66badc84,70e3b6f8dcdcab4325fe,123044,123463,0
DADAWE010000001.1,6f007ffe90a5a935190d,70e3b6f8dcdcab4325fe,123493,124353,0
DADAWE010000001.1,fe59f891fb695cb4cb46,70e3b6f8dcdcab4325fe,124369,124623,0
DADAWE010000001.1,da9c145e6d0bb97d046b,70e3b6f8dcdcab4325fe,124788,126923,0
DADAWE010000001.1,e46b9d16347c555d5ecd,70e3b6f8dcdcab4325fe,126944,128149,0
DADAWE010000001.1,4b14ba399ab0bb912f93,70e3b6f8dcdcab4325fe,128320,129330,0
DADAWE010000001.1,661b237bcc69e41f1325,70e3b6f8dcdcab4325fe,129541,130659,0
DADAWE010000001.1,359acb081d7d8b905796,70e3b6f8dcdcab4325fe,130794,132047,0
DADAWE010000001.1,d8ea3ec4ae8e7a828166,70e3b6f8dcdcab4325fe,132221,134626,0
DADAWE010000001.1,78162dc09237b7400a90,70e3b6f8dcdcab4325fe,134793,136436,0
DADAWE010000001.1,6c927094f7a66ef23474,70e3b6f8dcdcab4325fe,136429,136914,0
DADAWE010000001.1,9b1c240a736f6a9c5ae3,70e3b6f8dcdcab4325fe,136997,137350,0
DADAWE010000001.1,e550180af0ae13a3d965,70e3b6f8dcdcab4325fe,137393,137836,0
DADAWE010000001.1,b35f0bc0ff3bd0bd080f,70e3b6f8dcdcab4325fe,137963,139138,0
DADAWE010000001.1,b8390bc7e8984701c84d,70e3b6f8dcdcab4325fe,139247,139762,0
DADAWE010000001.1,31e5505c5177bc11e528,70e3b6f8dcdcab4325fe,140144,141193,0
DADAWE010000001.1,bb5bf36b1b4a72d853c1,70e3b6f8dcdcab4325fe,141318,141476,0
DADAWE010000001.1,461079d50af4d5431ed6,70e3b6f8dcdcab4325fe,141480,142685,0
DADAWE010000001.1,fdfcbc5e3d0a52808f3c,70e3b6f8dcdcab4325fe,142962,144422,0
DADAWE010000001.1,3b031425923c2b3f4d99,70e3b6f8dcdcab4325fe,144444,145457,0
DADAWE010000001.1,312fb7c8fa8cfd79d7fb,70e3b6f8dcdcab4325fe,145520,146878,0
DADAWE010000001.1,c461fca20bb0386aa282,70e3b6f8dcdcab4325fe,147057,148892,0
DADAWE010000001.1,3ccef77d2c7f61df16fd,70e3b6f8dcdcab4325fe,149147,149578,0
DADAWE010000001.1,b84f0342cf89ac9be1fb,70e3b6f8dcdcab4325fe,149721,149939,0
DADAWE010000001.1,c988347620beb25646ad,70e3b6f8dcdcab4325fe,150085,150375,0
DADAWE010000001.1,d5adb7e33a9cdcccc171,70e3b6f8dcdcab4325fe,150395,151219,0
DADAWE010000001.1,1be20dec380820a874ae,70e3b6f8dcdcab4325fe,151295,151861,0
DADAWE010000001.1,9ead3a3a853397dce5ad,70e3b6f8dcdcab4325fe,151994,154123,0
DADAWE010000001.1,c880decb2e42e64199b8,70e3b6f8dcdcab4325fe,154133,154789,0
DADAWE010000001.1,3fc9c61b5a8b9238de68,70e3b6f8dcdcab4325fe,154761,155240,0
DADAWE010000001.1,5d1d2e9fe057c1754ebb,70e3b6f8dcdcab4325fe,155306,156229,0
DADAWE010000001.1,e1b36d1da2ef5219221b,70e3b6f8dcdcab4325fe,156264,157088,0
DADAWE010000001.1,4fb9d11596fcaeec2e48,70e3b6f8dcdcab4325fe,157271,157981,0
DADAWE010000001.1,9523ce1fa16e5735f619,70e3b6f8dcdcab4325fe,158127,158849,0
DADAWE010000001.1,fecefe225bd2a7325d34,70e3b6f8dcdcab4325fe,159065,159514,0
DADAWE010000001.1,10fd9db64d7786366909,70e3b6f8dcdcab4325fe,159657,160013,0
DADAWE010000001.1,82bcc75fcc5d684f40a5,70e3b6f8dcdcab4325fe,160104,160448,0
DADAWE010000001.1,fdc1e5d2f80fca1e622f,70e3b6f8dcdcab4325fe,160660,161001,0
DADAWE010000001.1,239d30aa6bb21ac1b439,70e3b6f8dcdcab4325fe,161054,162769,0
DADAWE010000001.1,b8eb9a7f63d3c4b669b9,70e3b6f8dcdcab4325fe,162828,165926,0
DADAWE010000001.1,f55ea9eeff9157905cdb,70e3b6f8dcdcab4325fe,165942,167060,0
DADAWE010000001.1,8f76564ed5855b17b926,70e3b6f8dcdcab4325fe,167120,167758,0
DADAWE010000001.1,f7759783fdd3f162aaf9,70e3b6f8dcdcab4325fe,168041,168424,0
DADAWE010000001.1,c80a74d81c5436e252c9,70e3b6f8dcdcab4325fe,168448,168810,0
DADAWE010000001.1,9b7ade96fc4a4e926018,70e3b6f8dcdcab4325fe,168871,169407,0
DADAWE010000001.1,1477951a99383067e88a,70e3b6f8dcdcab4325fe,169454,171532,0
DADAWE010000001.1,44360011da742e8799e8,70e3b6f8dcdcab4325fe,171679,176199,0
DADAWE010000001.1,dc33da047704321f0544,70e3b6f8dcdcab4325fe,176196,176660,0
DADAWE010000001.1,30f508909ff0e06bfb47,70e3b6f8dcdcab4325fe,176696,177832,0
DADAWE010000001.1,c21cf64b9aafc0c9b129,70e3b6f8dcdcab4325fe,177958,178098,0
DADAWE010000001.1,acc7b3977e111af2de11,70e3b6f8dcdcab4325fe,178200,179108,0
DADAWE010000001.1,4e93481e8d9c65e438e0,70e3b6f8dcdcab4325fe,179213,179581,0
DADAWE010000001.1,e305ccd0fbcc7d6fab54,70e3b6f8dcdcab4325fe,179574,179660,1
DADAWE010000001.1,481aea9d041c9c1e5d5a,70e3b6f8dcdcab4325fe,179732,180235,0
DADAWE010000002.1,12a6b82b5a48a4f56bd5,80a25f90d3a947a669dc,12,509,0
DADAWE010000002.1,fa61500bbcb6100591ad,80a25f90d3a947a669dc,599,1408,0
DADAWE010000002.1,61544307bee161037f7f,80a25f90d3a947a669dc,1511,1780,0
DADAWE010000002.1,196eaf076e413ffe30e4,80a25f90d3a947a669dc,2098,2382,0
DADAWE010000002.1,a84ca73ca01323d01d3e,80a25f90d3a947a669dc,2403,3401,0
DADAWE010000002.1,0db7a9540657e38c008f,80a25f90d3a947a669dc,3473,4213,0
DADAWE010000002.1,79c28249fcba7f6b21fa,80a25f90d3a947a669dc,4349,5248,0
DADAWE010000002.1,a9095fd80cebbc6629a1,80a25f90d3a947a669dc,5299,6315,0
DADAWE010000002.1,45713fac62f234f02e63,80a25f90d3a947a669dc,6305,7300,0
DADAWE010000002.1,40f82b397e7842860a51,80a25f90d3a947a669dc,7768,8043,0
DADAWE010000002.1,b6ef70e87d941ed5f18a,80a25f90d3a947a669dc,8065,9177,0
DADAWE010000002.1,aac78a54aa96f2228def,80a25f90d3a947a669dc,9406,10236,0
DADAWE010000002.1,c226977324cfebe03c37,80a25f90d3a947a669dc,10571,10873,0
DADAWE010000002.1,96f154e3466f7013e362,80a25f90d3a947a669dc,11472,12629,0
DADAWE010000002.1,414dcfb47fe9b3220afc,80a25f90d3a947a669dc,12720,13397,0
DADAWE010000002.1,6be0c3ad482de5493737,80a25f90d3a947a669dc,13599,14726,0
DADAWE010000002.1,6483aa22c7b964d9322f,80a25f90d3a947a669dc,14810,15040,0
DADAWE010000002.1,587e355edbeac3086590,80a25f90d3a947a669dc,15153,15761,0
DADAWE010000002.1,5ee62d8544c2f656ab07,80a25f90d3a947a669dc,15905,16924,0
DADAWE010000002.1,d1b4cd204736ea7147d1,80a25f90d3a947a669dc,16949,17587,0
DADAWE010000002.1,fdea535225e28427ab6d,80a25f90d3a947a669dc,18002,18394,0
DADAWE010000002.1,56f419de323fd72591c7,80a25f90d3a947a669dc,20132,21721,0
DADAWE010000002.1,0452c6ef65fd1bb99aca,80a25f90d3a947a669dc,21791,22633,0
DADAWE010000002.1,b8d963aa1f14f9d5fe80,80a25f90d3a947a669dc,22718,23662,0
DADAWE010000002.1,27631672162b730f75b0,80a25f90d3a947a669dc,23662,24474,0
DADAWE010000002.1,9c1144ffa36545e36387,80a25f90d3a947a669dc,24599,27355,0
DADAWE010000002.1,5e4228bf9e0e7a887f31,80a25f90d3a947a669dc,27690,28451,0
DADAWE010000002.1,f64bdb9af455c2b012ae,80a25f90d3a947a669dc,28738,29631,0
DADAWE010000002.1,41c8862dc4e83b12df51,80a25f90d3a947a669dc,29639,30148,0
DADAWE010000002.1,cb9cac8591a5f03c51c7,80a25f90d3a947a669dc,30484,31500,0
DADAWE010000002.1,348706395f776c32a5ae,80a25f90d3a947a669dc,31634,32782,0
DADAWE010000002.1,559b16aa39e5b7a7d4e3,80a25f90d3a947a669dc,32766,33038,0
DADAWE010000002.1,1a820aa45970a5461a65,80a25f90d3a947a669dc,33224,34105,0
DADAWE010000002.1,6b65f4efe1cccbe8ca63,80a25f90d3a947a669dc,34200,35144,0
