recid,crhash,chash,start,end
JACLAN010000004.1,990854f917865f795225,3d2a0b94295179465140,21238,21871
JACLAN010000004.1,3409902e4a13b32596d8,3d2a0b94295179465140,36008,36131
JACLAN010000004.1,dce9cea8deb7a2f7de37,3d2a0b94295179465140,85784,86145
JACLAN010000006.1,e707426cb07284f5a37c,2424d07d3237cf5257e5,247594,247695
JACLAN010000007.1,adcaacee3b9636131b38,bbeecf2cbc08f8eccf5a,7822,7941
JACLAN010000010.1,e01b9f1ac63ff66ee88d,f2cef627af7ccd2ddd47,59922,60065
JACLAN010000015.1,23f614a4551338fb95c2,149381374df0c030a519,84765,84941
JACLAN010000015.1,33bc386caa8a9c52536c,149381374df0c030a519,87345,87515
JACLAN010000015.1,7663dbad1ec871f33dbc,149381374df0c030a519,110295,110473
JACLAN010000016.1,03a0472be7d0545ec0bf,5f01002e812f1d5923b5,69083,69192
JACLAN010000019.1,0cca8311857a3329f911,bc954bebde3b3885b89d,7949,8175
