recid,crhash,chash,start,end
AAOWKM010000001.1,1b7832b189400e8ad678,e50add6d600514866171,372348,372652
AAOWKM010000002.1,7d0f62f368c3e1e65b39,8e15f7a36aa0fd49f0f5,275596,275684
AAOWKM010000003.1,c78c769c39a9ce5a0344,fd57190802e002edcf52,73276,73537
AAOWKM010000005.1,d130f00bf34f5dc39ba6,ae59c3449dc3604457d4,239229,239431
AAOWKM010000007.1,6dc9e1c07ce5b718d9bd,4489aa42e572e16dce44,180348,180642
AAOWKM010000011.1,499384a65e3ed9fc3fd7,f08c437a05285ad41e27,107876,110405
AAOWKM010000011.1,499384a65e3ed9fc3fd7,f08c437a05285ad41e27,127074,128444
AAOWKM010000027.1,752391d97017ee1ad87d,dd15f725ba6a218b8cce,18192,18321
AAOWKM010000029.1,6a7b44c83dd5e8b4c5a7,7d6b9b464c4594754975,6366,6485
AAOWKM010000029.1,3f3f85a7d99875d1f729,7d6b9b464c4594754975,26211,26521
