recid,hash,chash,start,end,is_crispr
AAKZIA010000001.1,4e016dabcfe696186b6a,c32e8060e563ca917c1d,365,1732,0
AAKZIA010000001.1,5948ae08298a1d9e268a,c32e8060e563ca917c1d,1940,4084,0
AAKZIA010000001.1,23d8990c1f900574518b,c32e8060e563ca917c1d,4114,5088,0
AAKZIA010000001.1,0655e57f87dcf64afa56,c32e8060e563ca917c1d,5244,5504,0
AAKZIA010000001.1,8eda70469b3a8d135210,c32e8060e563ca917c1d,5789,6055,0
AAKZIA010000001.1,3baf6011436dde9bfab5,c32e8060e563ca917c1d,6260,7186,0
AAKZIA010000001.1,b676d6c959adbd7b8a3b,c32e8060e563ca917c1d,7183,9405,0
AAKZIA010000001.1,bf0bd5c32d0a3df76478,c32e8060e563ca917c1d,9524,10246,0
AAKZIA010000001.1,10725e8814c067a936c4,c32e8060e563ca917c1d,10243,10902,0
AAKZIA010000001.1,b6add47b94a921f229b7,c32e8060e563ca917c1d,11048,11794,0
AAKZIA010000001.1,ae9ea3fa671f7104c409,c32e8060e563ca917c1d,12271,12774,0
AAKZIA010000001.1,e616f2b744dbb3b25834,c32e8060e563ca917c1d,13077,13964,0
AAKZIA010000001.1,e6038627fdea244ebb66,c32e8060e563ca917c1d,14317,14832,0
AAKZIA010000001.1,05f72593955f7417f819,c32e8060e563ca917c1d,14895,16475,0
AAKZIA010000001.1,8a4139c56e9c201f37c1,c32e8060e563ca917c1d,16740,16868,0
AAKZIA010000001.1,53982785635cebd0e521,c32e8060e563ca917c1d,17054,17527,0
AAKZIA010000001.1,f9d36bb5f2c0046c313f,c32e8060e563ca917c1d,17524,18636,0
AAKZIA010000001.1,318d98e1db4880ae2976,c32e8060e563ca917c1d,18680,19600,0
AAKZIA010000001.1,8314e75c0bdb352ee324,c32e8060e563ca917c1d,19819,21411,0
AAKZIA010000001.1,883a1d0e77d51fd4bdae,c32e8060e563ca917c1d,21806,22702,0
AAKZIA010000001.1,8273f4614a7b9db7ebff,c32e8060e563ca917c1d,22731,23261,0
AAKZIA010000001.1,e6b274c773492640eebc,c32e8060e563ca917c1d,23655,24920,0
AAKZIA010000001.1,457fb6e2126e516e656f,c32e8060e563ca917c1d,25182,25991,0
AAKZIA010000001.1,ec7b02024b30891cb079,c32e8060e563ca917c1d,26069,28501,0
AAKZIA010000001.1,1579d3905364d2645b91,c32e8060e563ca917c1d,28507,29406,0
AAKZIA010000001.1,700b0cf14667b1dac3f9,c32e8060e563ca917c1d,29684,30433,0
AAKZIA010000001.1,7bd7f14f5bd1d4c33c3e,c32e8060e563ca917c1d,30433,31668,0
AAKZIA010000001.1,d1a9511eb6dfc36be6c1,c32e8060e563ca917c1d,31872,32813,0
AAKZIA010000001.1,0ff12a7cbb16632241a0,c32e8060e563ca917c1d,32824,34695,0
AAKZIA010000001.1,7d2bdb94e04a354db7d9,c32e8060e563ca917c1d,34728,36266,0
AAKZIA010000001.1,2aa36caae77a5e8ddf50,c32e8060e563ca917c1d,36327,37247,0
AAKZIA010000001.1,a2439c8c4f1ea09141a4,c32e8060e563ca917c1d,37250,38161,0
AAKZIA010000001.1,f08a18ad9cf1b9003dbd,c32e8060e563ca917c1d,38252,39577,0
AAKZIA010000001.1,cf22ebdda221ffd1fe4f,c32e8060e563ca917c1d,39808,40191,0
AAKZIA010000001.1,5a61fcfe4868e9769822,c32e8060e563ca917c1d,40309,41430,0
AAKZIA010000001.1,e4807ea165156087822e,c32e8060e563ca917c1d,41427,42053,0
AAKZIA010000001.1,3d0c704a8a6b4cb172a2,c32e8060e563ca917c1d,42429,43499,0
AAKZIA010000001.1,ca103b3b7b6ff8ccbfd4,c32e8060e563ca917c1d,43544,44302,0
AAKZIA010000001.1,27f1cb74e6975d021545,c32e8060e563ca917c1d,44374,45048,0
AAKZIA010000001.1,35c4ace780d9591171c1,c32e8060e563ca917c1d,45295,46527,0
AAKZIA010000001.1,ac383fad6420ae44af44,c32e8060e563ca917c1d,46581,47396,0
AAKZIA010000001.1,0225d8d65ddf0ccda882,c32e8060e563ca917c1d,47393,48604,0
AAKZIA010000001.1,85a317af02c09cd0142a,c32e8060e563ca917c1d,48772,49392,0
AAKZIA010000001.1,0e16e0616d726c06abe0,c32e8060e563ca917c1d,49509,51194,0
AAKZIA010000001.1,31591d45e2f5f37eb0e4,c32e8060e563ca917c1d,51465,51842,0
AAKZIA010000001.1,a95f4551518a4753d142,c32e8060e563ca917c1d,51874,52137,0
AAKZIA010000001.1,92f2700527782bb91daf,c32e8060e563ca917c1d,52307,52597,0
AAKZIA010000001.1,3b4040e4f924344b5979,c32e8060e563ca917c1d,52581,53303,0
AAKZIA010000001.1,4372ad9334affebf573e,c32e8060e563ca917c1d,53361,54263,0
AAKZIA010000001.1,6593f54fa48492c8bc80,c32e8060e563ca917c1d,54360,54836,0
AAKZIA010000001.1,d34077142b989ab796b7,c32e8060e563ca917c1d,55182,56297,0
AAKZIA010000001.1,612aa06a12ce4bd5fa12,c32e8060e563ca917c1d,56385,57518,0
AAKZIA010000001.1,1beba7ff745403062908,c32e8060e563ca917c1d,57528,58481,0
AAKZIA010000001.1,f3f912f8246339cf4146,c32e8060e563ca917c1d,58478,59323,0
