chash,sampleid
2c025bc3960959be851d,GUT_GENOME224653
f5bcca2b89ea0e3b4501,GUT_GENOME224653
240a479ae118cfec70a9,GUT_GENOME224653
b11c36f2218cbe414d7f,GUT_GENOME224653
0761d9065339d751b49e,GUT_GENOME224653
f5d0bdfecf25e680a02c,GUT_GENOME224653
b49b1fee2379e3f8932e,GUT_GENOME224653
0f7fba47c32ce2e0d913,GUT_GENOME224653
377e37555882057da82b,GUT_GENOME224653
eaefa5f5069583948c93,GUT_GENOME224653
859103bf86b5dd01cd1f,GUT_GENOME224653
7435f891fd76f9736c8f,GUT_GENOME224653
281aa31f4c98cb85b74e,GUT_GENOME224653
01e1e9bf513ec62b6d17,GUT_GENOME224653
a5351f9da3259058b371,GUT_GENOME224653
ad03fa8c03cad7194163,GUT_GENOME224653
70eba5f66b3f4625fe88,GUT_GENOME224653
2555d7960bdc48d029c0,GUT_GENOME224653
844b1d83a10d6e11947f,GUT_GENOME224653
88a2206ab1f188ddfd63,GUT_GENOME224653
5d2fafcf0aedd2d3376e,GUT_GENOME224653
169f70569b70cdc26948,GUT_GENOME224653
e31a319fff36326cded8,GUT_GENOME224653
1f21f8e9e13234ef76ed,GUT_GENOME224653
b7bcd9461db802706947,GUT_GENOME224653
263273b8cac66236aac9,GUT_GENOME224653
67f775f3a8e77dad0d08,GUT_GENOME224653
0892f7886722b5236600,GUT_GENOME224653
c81ce342804429e5e543,GUT_GENOME224653
11efd20ede5f17705965,GUT_GENOME224653
543f8eb8d98e211f4044,GUT_GENOME224653
cf4d25d42f08095a3028,GUT_GENOME224653
a8beabfa243ed53f9afe,GUT_GENOME224653
012179350178d2059add,GUT_GENOME224653
6a03830b55e2731d6ada,GUT_GENOME224653
db15caadf853ee887fc6,GUT_GENOME224653
fbd6b4ae8051c3d8be3a,GUT_GENOME224653
312c2b0cccf777397b5f,GUT_GENOME224653
3366cd83fa7d9d4fd8b3,GUT_GENOME224653
c44d946b4536b3312840,GUT_GENOME224653
f01ba19198b561f05464,GUT_GENOME224653
24b5724b7490451aabbe,GUT_GENOME224653
421ed3a86abb21f2ce45,GUT_GENOME224653
21f5a66df05a41cca851,GUT_GENOME224653
0e1003fdd0636f1d935c,GUT_GENOME224653
e3ccbca1c1eb2ecdb150,GUT_GENOME224653
a2a65f336bc794c76ba2,GUT_GENOME224653
eaadcc2d33ae0ae9544d,GUT_GENOME224653
80f417d39d14e48ee9e8,GUT_GENOME224653
caa62f552f0c7d6bc162,GUT_GENOME224653
589ecc0b7772fad14077,GUT_GENOME224653
a3578a919ac1147db919,GUT_GENOME224653
bd80281c33bd774e7c7b,GUT_GENOME224653
e3f41ff626b5295f08a5,GUT_GENOME224653
ab26739dd08dfe7420d7,GUT_GENOME224653
513b177fecd1acea4274,GUT_GENOME224653
