recid,phash,chash,start,end,orient
AAOPVM010000001.1,34c9f71c7b24ac461550,f0be29fd33fa5230c9b1,234,1172,+
AAOPVM010000001.1,0bc78fce64d6c5b6c088,f0be29fd33fa5230c9b1,1257,1994,+
AAOPVM010000001.1,5c6a6b1134c2ef15b367,f0be29fd33fa5230c9b1,2018,2572,+
AAOPVM010000001.1,3d648f1e9b66a667fa3e,f0be29fd33fa5230c9b1,2661,3155,+
AAOPVM010000001.1,e480bc68f3039e618054,f0be29fd33fa5230c9b1,3193,4026,-
AAOPVM010000001.1,4ce4690178add1367afd,f0be29fd33fa5230c9b1,4053,4469,-
AAOPVM010000001.1,1a7fa1ab69afdb119b92,f0be29fd33fa5230c9b1,4496,4891,-
AAOPVM010000001.1,6eb264c8c711a9f60a1a,f0be29fd33fa5230c9b1,4896,5546,-
AAOPVM010000001.1,75db0d567ede297ebda5,f0be29fd33fa5230c9b1,6301,6756,+
AAOPVM010000001.1,d7eeeec146bb2a0065b9,f0be29fd33fa5230c9b1,6798,7253,+
AAOPVM010000001.1,8c26fce3911dc9e3d70e,f0be29fd33fa5230c9b1,7315,7641,+
AAOPVM010000001.1,972add5eb83a7d8fa1dc,f0be29fd33fa5230c9b1,7772,8092,+
AAOPVM010000001.1,7f7626e2b8608ee0cec0,f0be29fd33fa5230c9b1,8179,8718,+
AAOPVM010000001.1,1f21d7c6ada1271d2a85,f0be29fd33fa5230c9b1,8657,10141,+
AAOPVM010000001.1,9fae310422e3a7f15d28,f0be29fd33fa5230c9b1,10158,11312,-
AAOPVM010000001.1,8ee558aa1460cbec4f6a,f0be29fd33fa5230c9b1,11566,13119,+
AAOPVM010000001.1,0f1b02721a2b6ac4e605,f0be29fd33fa5230c9b1,13112,15655,+
AAOPVM010000001.1,13e5a221561e5828c191,f0be29fd33fa5230c9b1,15729,15956,+
AAOPVM010000001.1,4f6b7801de4bcb3dbb0e,f0be29fd33fa5230c9b1,15957,16331,-
AAOPVM010000001.1,05faadb7ef3ba079df91,f0be29fd33fa5230c9b1,16413,17627,-
AAOPVM010000001.1,201cdebf16a5a94f4a26,f0be29fd33fa5230c9b1,17782,18702,-
AAOPVM010000001.1,bc8ffcb2e33eb425acff,f0be29fd33fa5230c9b1,18922,19974,+
AAOPVM010000001.1,9d29485cd8bc98c83fed,f0be29fd33fa5230c9b1,20026,20601,-
AAOPVM010000001.1,739be6e00d9042781efc,f0be29fd33fa5230c9b1,20598,21170,-
AAOPVM010000001.1,1c8d760bdd4c3a1446ab,f0be29fd33fa5230c9b1,21433,21546,-
AAOPVM010000001.1,0ca60f590b0b9381a197,f0be29fd33fa5230c9b1,21587,22705,-
AAOPVM010000001.1,ec65c7b3ce1b12c6740e,f0be29fd33fa5230c9b1,22818,23072,-
AAOPVM010000001.1,0b948840c740bfaf0bf2,f0be29fd33fa5230c9b1,23362,23607,-
AAOPVM010000001.1,25b161f3be698e22ed7f,f0be29fd33fa5230c9b1,23681,24727,-
AAOPVM010000001.1,cb0a11d01df20c5227c6,f0be29fd33fa5230c9b1,24831,25391,-
AAOPVM010000001.1,fbcf721529d83cb20a10,f0be29fd33fa5230c9b1,25516,26163,-
AAOPVM010000001.1,ae2d49cfc89f79ecf11a,f0be29fd33fa5230c9b1,26227,27435,-
AAOPVM010000001.1,620ace2c263e2edf6709,f0be29fd33fa5230c9b1,27672,28256,+
AAOPVM010000001.1,2f2b1584694884eb7efb,f0be29fd33fa5230c9b1,28292,28939,+
AAOPVM010000001.1,6bd617d9e8527476fc03,f0be29fd33fa5230c9b1,28941,29864,+
AAOPVM010000001.1,326fef439a30216d7bfc,f0be29fd33fa5230c9b1,30129,31703,+
AAOPVM010000001.1,5e12362af116e13d5590,f0be29fd33fa5230c9b1,31785,32207,-
AAOPVM010000001.1,679cc3ce3cb5e356af67,f0be29fd33fa5230c9b1,32212,32505,-
AAOPVM010000001.1,78adf4b8439fb7b96c28,f0be29fd33fa5230c9b1,32597,33256,-
AAOPVM010000001.1,eeaa395da28815ad2b1d,f0be29fd33fa5230c9b1,33413,33829,+
AAOPVM010000001.1,739327e7b97fa0807979,f0be29fd33fa5230c9b1,33833,34237,+
AAOPVM010000001.1,65c2365ef7833732a857,f0be29fd33fa5230c9b1,34249,34947,+
AAOPVM010000001.1,7c0f2a912fac46f10adc,f0be29fd33fa5230c9b1,34974,36185,+
AAOPVM010000001.1,05e3e9695650ce7f1f11,f0be29fd33fa5230c9b1,36206,36961,+
AAOPVM010000001.1,eebedefbc2c8fe931af5,f0be29fd33fa5230c9b1,36975,37757,+
AAOPVM010000001.1,0134e9ae1d961dff9511,f0be29fd33fa5230c9b1,37845,38510,+
AAOPVM010000001.1,bc0332b61dd6106123a0,f0be29fd33fa5230c9b1,38522,39619,+
AAOPVM010000001.1,13f075878c555a5c8903,f0be29fd33fa5230c9b1,39619,40569,+
AAOPVM010000001.1,f99037caca45762b268d,f0be29fd33fa5230c9b1,40634,42295,+
AAOPVM010000001.1,15e6729f27aa5f822729,f0be29fd33fa5230c9b1,42310,43263,+
AAOPVM010000001.1,e5dae56958fb3e9815e3,f0be29fd33fa5230c9b1,43520,46723,-
AAOPVM010000001.1,8ed8b51e3aa52ca947be,f0be29fd33fa5230c9b1,47213,48256,+
AAOPVM010000001.1,a7b611eb6cc5d000c8a2,f0be29fd33fa5230c9b1,48394,49155,+
AAOPVM010000001.1,0871be8cff489e269641,f0be29fd33fa5230c9b1,49358,49582,+
AAOPVM010000001.1,88fb69e5bbc2275be7fb,f0be29fd33fa5230c9b1,49654,50238,-
AAOPVM010000001.1,32af9a235237d8120a04,f0be29fd33fa5230c9b1,50436,50957,+
AAOPVM010000001.1,397ccfcb461bd6ca611a,f0be29fd33fa5230c9b1,51009,51182,+
AAOPVM010000001.1,5ddc367fbedbde49b8dc,f0be29fd33fa5230c9b1,51346,52395,+
AAOPVM010000001.1,a7defcf144c0e7b3b960,f0be29fd33fa5230c9b1,52475,53428,+
AAOPVM010000001.1,b628d5490075f17e1572,f0be29fd33fa5230c9b1,53444,54373,+
AAOPVM010000001.1,f6e012b00a10e45212c3,f0be29fd33fa5230c9b1,54386,55120,+
AAOPVM010000001.1,20e11892bfee103035bd,f0be29fd33fa5230c9b1,55276,55512,+
