recid,crhash,chash,start,end
CACWCE010000005.1,432c65c0c110060d6c7d,6a1b5bf482ca3cbd7d32,46507,46608
CACWCE010000008.1,5660f3cb5c4626a7bcc0,7fb530c6c9039ba04201,48475,48667
CACWCE010000017.1,20be1a4748cf1f8e2d6e,47b8732925025b1d5986,68298,68411
CACWCE010000019.1,df5c1dc1690bd8113448,1cd7f5db8371a302efaf,61994,62109
CACWCE010000021.1,43d8c7d65ec27ace36fc,5f1b9597754d72ccf923,56017,56115
CACWCE010000026.1,80e8c674f51c70065929,a7e6d3e09ba243fe7cb5,28708,28937
CACWCE010000026.1,072db81c500e6544e245,a7e6d3e09ba243fe7cb5,29303,29601
CACWCE010000026.1,ccfcd017e167c85f1241,a7e6d3e09ba243fe7cb5,30949,31317
CACWCE010000026.1,dca0a805e45cf480a4da,a7e6d3e09ba243fe7cb5,31511,31677
CACWCE010000027.1,1a2c4aa121f09367f68b,82dfbc9ee9bcb4e25a35,20654,21241
CACWCE010000027.1,d91611452faee3384c26,82dfbc9ee9bcb4e25a35,21903,22334
CACWCE010000029.1,44766f40f69a7b4f021e,c36cd1b4a11acee76c91,39839,39952
CACWCE010000030.1,58b3ad1b89e9126ab067,1481a96fab35dc2d0ca7,11703,11797
CACWCE010000037.1,f0dc3932c9ad14de89be,a420f7bcd21282bb404e,2404,2661
CACWCE010000049.1,c3378d825fae225f2ee3,a790e16cc1fe0eddffaa,16456,16567
CACWCE010000060.1,51de1aee42da95bdea6a,e2d769c73cbd3dadfafa,2480,3133
CACWCE010000062.1,bb8abf6bbad270eeecd3,8b0b3fcc5de2784d4054,16868,16979
CACWCE010000064.1,8647da7c0ff37c9edcdb,51a02f4954d65bd82a20,16153,16276
CACWCE010000083.1,87bb6043a87bb5d4ea40,5bf58980fee4d4e9b0c5,1377,1444
