chash,sampleid
ddcec6a5bbfa4914292e,GUT_GENOME062488
ef1963516693c90cad67,GUT_GENOME062488
763e39c8543358b5ba04,GUT_GENOME062488
67893b3202c452e24da8,GUT_GENOME062488
d2793e3a1fc745eaada2,GUT_GENOME062488
c5a4c511e075a74bd51d,GUT_GENOME062488
485b0a9fd54674db90c8,GUT_GENOME062488
24ef8b74d23d0f304d1a,GUT_GENOME062488
dce36073c9ea850756ad,GUT_GENOME062488
8fbf65a8f81a6656db04,GUT_GENOME062488
e5dd95e3300fe40cc8d7,GUT_GENOME062488
973dd9285ad9da8be470,GUT_GENOME062488
a879842c85604aca03b0,GUT_GENOME062488
478f49de4b302b099d5f,GUT_GENOME062488
64992a42ed1d413fdc18,GUT_GENOME062488
6587722ffe48b29bdbb7,GUT_GENOME062488
61a576bccc5cebac4450,GUT_GENOME062488
06a6f87635d7c76e9cd9,GUT_GENOME062488
b751d97b68de9be22ce4,GUT_GENOME062488
06dca2e77b313f8dca97,GUT_GENOME062488
36b4bbb7d52e7c5fcd88,GUT_GENOME062488
be45bcb9d061a53e8463,GUT_GENOME062488
33a40753c054a682636e,GUT_GENOME062488
d611511df6a2c575e987,GUT_GENOME062488
8176aaa351f0daaf1263,GUT_GENOME062488
a77bc09b3c0bc3584db9,GUT_GENOME062488
7fa81cba040853c3a6ef,GUT_GENOME062488
d52360081189934c97d5,GUT_GENOME062488
233b4e5ee422b6133e24,GUT_GENOME062488
dc07d4612812192e17e0,GUT_GENOME062488
5a6956702098e10ceefd,GUT_GENOME062488
b318379e4c7d069866a3,GUT_GENOME062488
4457f38aecd774bbbc1a,GUT_GENOME062488
b74780496598162ad699,GUT_GENOME062488
bead015fd52fe0686e80,GUT_GENOME062488
eb07a5176b25f60285fd,GUT_GENOME062488
4959f9b4137966bfce52,GUT_GENOME062488
229bffed6c88a8b7bab9,GUT_GENOME062488
eb8fd14e6d2447022097,GUT_GENOME062488
c1f3ae4b11492a1edda5,GUT_GENOME062488
661a1eeca0b22d58fca9,GUT_GENOME062488
add6923a353de6f5a73d,GUT_GENOME062488
5d77efff6c22919386da,GUT_GENOME062488
39112a88c74a443afe13,GUT_GENOME062488
d28d0920daf24af97f84,GUT_GENOME062488
