recid,hash,chash,start,end,is_crispr
GUT_GENOME062488_1,b593a8b0812458318f91,ddcec6a5bbfa4914292e,139,1542,0
GUT_GENOME062488_1,db31b00595a587f2887c,ddcec6a5bbfa4914292e,1698,2486,0
GUT_GENOME062488_1,e9cfe7c393f77a8966d5,ddcec6a5bbfa4914292e,2500,4905,0
GUT_GENOME062488_1,64a5044a099eb506a4a0,ddcec6a5bbfa4914292e,5035,5484,0
GUT_GENOME062488_1,4b03573c012e565ce2c5,ddcec6a5bbfa4914292e,5765,6217,0
GUT_GENOME062488_1,6e6664c40ddbc1ca618a,ddcec6a5bbfa4914292e,6409,6657,0
GUT_GENOME062488_1,adbfd12e372aefb8e089,ddcec6a5bbfa4914292e,6927,9302,0
GUT_GENOME062488_1,9be936d1caa7ed8b417d,ddcec6a5bbfa4914292e,9963,10481,0
GUT_GENOME062488_1,1b8bf68b097fb760d423,ddcec6a5bbfa4914292e,10515,11414,0
GUT_GENOME062488_1,ccc18ed3528166d22815,ddcec6a5bbfa4914292e,11411,11980,0
GUT_GENOME062488_1,f7a908e9eab972d94923,ddcec6a5bbfa4914292e,12059,13126,0
GUT_GENOME062488_1,844f6cd8def90010e1ab,ddcec6a5bbfa4914292e,13148,14164,0
GUT_GENOME062488_1,d630b7960457be3ddf98,ddcec6a5bbfa4914292e,14203,15150,0
GUT_GENOME062488_1,f130a5c1dd9e4445b372,ddcec6a5bbfa4914292e,15165,16001,0
GUT_GENOME062488_1,953c4ec48f79d06522d6,ddcec6a5bbfa4914292e,15994,16197,0
GUT_GENOME062488_1,25daecb571118115ef8e,ddcec6a5bbfa4914292e,16544,18067,0
GUT_GENOME062488_1,03a26ba782246cc2d531,ddcec6a5bbfa4914292e,18107,19054,0
GUT_GENOME062488_1,8b7646cb4049c0e25b91,ddcec6a5bbfa4914292e,19099,20025,0
GUT_GENOME062488_1,e0bdf53742769006c104,ddcec6a5bbfa4914292e,20055,20885,0
GUT_GENOME062488_1,e390d1b5c5449967400b,ddcec6a5bbfa4914292e,20889,22166,0
GUT_GENOME062488_1,6e56005b9622f54e26dc,ddcec6a5bbfa4914292e,22174,23157,0
GUT_GENOME062488_1,5221358c82faa5b341aa,ddcec6a5bbfa4914292e,23163,24188,0
