recid,crhash,chash,start,end
CABBJX010000003.1,37f474d250ea8acc183e,ca93250d7b9ed8855279,1817,1994
CABBJX010000003.1,8622870ee178de4fb36a,ca93250d7b9ed8855279,66730,66949
CABBJX010000003.1,7f94d85a21cd9062ece7,ca93250d7b9ed8855279,76915,77029
CABBJX010000003.1,9c41ef4eb0a9f5025203,ca93250d7b9ed8855279,87070,87184
CABBJX010000004.1,0d7af6284f2b55076921,11b017bda0f6d2b61e06,85329,85578
CABBJX010000005.1,c4779e2e0d754a3bc190,5ee5e20e7e10ee755b48,22385,22454
CABBJX010000006.1,cbf183bfcc3175882b4f,c712be1f0ea9f7262fcc,17846,18048
CABBJX010000007.1,63f6055551d305110109,ad1601483f45380ce361,14529,14598
CABBJX010000007.1,f7d3ca54934f637088bb,ad1601483f45380ce361,30767,30880
CABBJX010000007.1,05013fdab5ec24cad816,ad1601483f45380ce361,45430,45499
CABBJX010000008.1,58f3c50831e090226aec,d6bef5f0475bfbbdcccf,4714,4782
CABBJX010000008.1,58f3c50831e090226aec,d6bef5f0475bfbbdcccf,34145,34303
CABBJX010000008.1,b3a4a3524b646155a2ac,d6bef5f0475bfbbdcccf,57334,57793
CABBJX010000008.1,35c0d86f510c09ed5fe4,d6bef5f0475bfbbdcccf,74628,74740
CABBJX010000009.1,ec4a9068f7b64318d2ca,1235dd545b4fba67f639,24095,24299
CABBJX010000010.1,db9f3608049de4a517a6,41654e4c2912ac0b06b5,18732,18981
CABBJX010000013.1,ec3e99ff0a39accb6516,a74e99bfd3035e38ce32,50950,51019
CABBJX010000015.1,7825c89186eb8e72a275,982bc676f88df87d4739,7710,7779
CABBJX010000016.1,b070470d9fa470cffd75,6204367f225e6db6d416,37073,37142
CABBJX010000016.1,3d8f26941e694f74df68,6204367f225e6db6d416,41847,42049
CABBJX010000024.1,608c56b1a1ca835f95a8,bed3f916b20b1be01e92,21621,21735
CABBJX010000028.1,f2565f22e2185368b06d,120ff1e16249b0b8d808,16710,16779
CABBJX010000030.1,36baf18aee9e8e7dda40,60b2b022d8774ca7a5e9,15583,15742
CABBJX010000033.1,dae1095a8742c1945c65,4e658158887d69f99e1b,20302,20414
CABBJX010000033.1,84501fd40f1214c80097,4e658158887d69f99e1b,21231,21433
CABBJX010000035.1,fd6d0c2ef9a80255672c,8382256be45da77a4ed3,18892,18993
CABBJX010000036.1,16e4ea8e48c827149886,8d4df4a64777c7408292,15637,15763
