chash,sampleid
78b519a8006d96000df0,679071
6a7433a26c22fa4395cd,679071
1c8721aabc1a4a96989f,679071
bbb2d0f56b5975b9e4f2,679071
0fadf092fdefb3e56e7e,679071
8ec88253eb8f9dd6739b,679071
f0f00cc9e0043f12fedb,679071
a59f88b97b64d472bb20,679071
66c97fd8ca850abaafbc,679071
0328c47a62dc8ee4eb62,679071
ee15047af57c4ec111c3,679071
0c230351340ee6bb1c4f,679071
1bcd97bfa61359de36ab,679071
a17e12ba6bbd789273be,679071
78813b9320c7c14c70ce,679071
de66f2e719654bc05029,679071
0b75690991be17877603,679071
d08851cd29f2005ef093,679071
3dac7910496a49a519d7,679071
62954dc0ceb9c248d0d3,679071
803b2e9085511626e7df,679071
8b4d71980e500d2b174b,679071
6f8c93f391a9b8175e2d,679071
2947fecc7da012a5f8c6,679071
665b58d96627804075de,679071
4b5ffddeda394197265c,679071
0eb68c2a192689da1fd0,679071
5149d53a140c762cc638,679071
289e1187eb7a1df6ec68,679071
571ca13cbf89bdea8e4b,679071
af520b3f47e718c55fc9,679071
e6cf6ab360b6acea8b03,679071
be949fd305bdd43326b1,679071
d43d2dcb24158e313dc1,679071
68c0d62145e9a42564f0,679071
842e6578b66de3c18e81,679071
d900df02d1bcb5c8f74c,679071
ca7f8070216208749bdb,679071
804c98c2b8e2d4e2e411,679071
0858302fbce6c1edd709,679071
31edcad5ba0bb608b926,679071
ca3b33ec19899af05505,679071
bcc9a41b7b7bdda6cdad,679071
b5aa090fe8522c14b972,679071
7f6f99217f7bdd695a92,679071
e210c72e22c2f396f446,679071
63ee000be15d36f3ba27,679071
42c6aacd2f68544ab0d5,679071
a8c55fda48c69a7c5afd,679071
cd69559497efbe067e21,679071
eec1ef3ec189ea71b6ed,679071
b59eab8f2b3c22df9367,679071
2081a4973a4ed70572dd,679071
8dd983e1d86813739d0a,679071
bb3e9249529da2bba112,679071
d431de9a50ab81fcc697,679071
c767c1e85e6af26075f9,679071
364ece4b6cd244cb584b,679071
37eb6c8ecaa26485f1ed,679071
ac57a08eb1d3cc80e50a,679071
ad7429a8c2013cadf6f1,679071
bd40bc76089172a90b99,679071
00e337c76341d80d3b90,679071
9456d317af09633cf865,679071
64fa5c3569d738e8afd7,679071
abe52e8eab533ecab6fe,679071
