recid,crhash,chash,start,end
NZ_FFJO01000001.1,d130f00bf34f5dc39ba6,78b519a8006d96000df0,461008,461210
NZ_FFJO01000002.1,d4621962714d27417b46,6a7433a26c22fa4395cd,55956,56103
NZ_FFJO01000003.1,eeeada4e5714559ae8c7,1c8721aabc1a4a96989f,222705,222772
NZ_FFJO01000003.1,eca64723f30eb2d15d38,1c8721aabc1a4a96989f,250289,250598
NZ_FFJO01000004.1,3280beb4ac9cb0949080,bbb2d0f56b5975b9e4f2,87093,87487
NZ_FFJO01000006.1,752391d97017ee1ad87d,8ec88253eb8f9dd6739b,134898,135027
NZ_FFJO01000007.1,6544bd5779f1a9109c0f,f0f00cc9e0043f12fedb,154641,155098
NZ_FFJO01000009.1,6ca85c2d1f38ad840e12,66c97fd8ca850abaafbc,132221,132514
NZ_FFJO01000014.1,913e494507337401e82f,a17e12ba6bbd789273be,30827,31036
NZ_FFJO01000021.1,455566f9e249d4ee198b,803b2e9085511626e7df,30336,30410
NZ_FFJO01000033.1,bd0a6ab2959ba8c09d38,be949fd305bdd43326b1,16102,16210
NZ_FFJO01000057.1,d2c02c31ae2492b4e31b,c767c1e85e6af26075f9,850,1099
