recid,phash,chash,start,end,orient
GUT_GENOME084945_1,a711ac1cd31e43fcb46d,7181d4e56cbe80c1f370,1,1053,+
GUT_GENOME084945_1,053996d9b16f515c4f37,7181d4e56cbe80c1f370,1180,2499,+
GUT_GENOME084945_1,65eed0828ec9720ed01c,7181d4e56cbe80c1f370,2533,3105,+
GUT_GENOME084945_1,14b6718c7413fe996873,7181d4e56cbe80c1f370,3206,4069,+
GUT_GENOME084945_1,b2a34aa0a90b9b4c8630,7181d4e56cbe80c1f370,4201,4731,+
GUT_GENOME084945_1,85ce9ac85d323c8c48e5,7181d4e56cbe80c1f370,5154,6746,-
GUT_GENOME084945_1,bc5552150dc86d607eca,7181d4e56cbe80c1f370,6855,7037,-
GUT_GENOME084945_1,1e255954f0ba9e016182,7181d4e56cbe80c1f370,7649,7864,+
GUT_GENOME084945_1,d8273c06ad79ad36f4ba,7181d4e56cbe80c1f370,7775,8671,-
GUT_GENOME084945_10,b2311edf064066a53e11,29df8d8fa05742afa6f5,3,119,+
GUT_GENOME084945_10,a4583e2956c02cc86298,29df8d8fa05742afa6f5,164,5914,+
GUT_GENOME084945_10,085dfc800609eb264145,29df8d8fa05742afa6f5,5943,7541,+
GUT_GENOME084945_10,5a2399322511d50737f0,29df8d8fa05742afa6f5,7605,8528,+
GUT_GENOME084945_10,f092c0f435b16e500c9c,29df8d8fa05742afa6f5,8518,9498,+
GUT_GENOME084945_10,a166d51f715cd3f0a043,29df8d8fa05742afa6f5,9542,10177,+
GUT_GENOME084945_10,969a34bed16440d3ada5,29df8d8fa05742afa6f5,10217,10393,-
GUT_GENOME084945_10,b9a63b5c4c7c786c3153,29df8d8fa05742afa6f5,10744,11421,+
GUT_GENOME084945_10,cb55cf9c87d01a065eff,29df8d8fa05742afa6f5,11468,12064,-
GUT_GENOME084945_10,53a6cb7881c8686d61cc,29df8d8fa05742afa6f5,12064,12327,-
GUT_GENOME084945_10,74627b1e6a8a6da5a634,29df8d8fa05742afa6f5,12311,12559,-
GUT_GENOME084945_10,deddc05912683d48aafa,29df8d8fa05742afa6f5,12867,14069,+
GUT_GENOME084945_10,b7a786114bb5328220cc,29df8d8fa05742afa6f5,14289,15170,+
GUT_GENOME084945_10,016f1a23c1561b2758cf,29df8d8fa05742afa6f5,15239,16333,+
GUT_GENOME084945_10,892d2baed4b79c49d24c,29df8d8fa05742afa6f5,16335,17093,+
GUT_GENOME084945_10,cded5d67ed9b1db96a87,29df8d8fa05742afa6f5,17107,17817,+
GUT_GENOME084945_10,4ac732cc625a6398185d,29df8d8fa05742afa6f5,17830,18441,+
GUT_GENOME084945_10,991ce1171c12ab48e146,29df8d8fa05742afa6f5,18499,19566,-
GUT_GENOME084945_11,6ec72f60403e5fba595a,0804131da9d53c13c80a,61,660,-
GUT_GENOME084945_11,657f55f238685765d0ff,0804131da9d53c13c80a,1089,2171,+
GUT_GENOME084945_11,b3bdeb689d38f860cca8,0804131da9d53c13c80a,2263,3786,-
GUT_GENOME084945_11,201e076c957abf1c84b4,0804131da9d53c13c80a,3822,4271,-
GUT_GENOME084945_11,64e216cfcfd6ddc615da,0804131da9d53c13c80a,4389,5165,-
GUT_GENOME084945_11,3b88e881d68348615d76,0804131da9d53c13c80a,5296,5844,-
GUT_GENOME084945_11,c81de752e599fdb4e55b,0804131da9d53c13c80a,5841,6464,-
