recid,phash,chash,start,end,orient
uvig_420711,f795c25112b4f5126b2b,68d4a44b66a31f3b52f0,50,256,-
uvig_420711,735f87e11aace883bc16,68d4a44b66a31f3b52f0,477,659,+
uvig_420711,3a85262a4537660126c5,68d4a44b66a31f3b52f0,842,1084,-
uvig_420711,df7b686c779c8e88a295,68d4a44b66a31f3b52f0,1186,1344,+
uvig_420711,4f7c9207802eba928fb1,68d4a44b66a31f3b52f0,1347,1463,+
uvig_420711,698d58ef6735ae920ed3,68d4a44b66a31f3b52f0,1903,2244,+
uvig_420711,0000cf7a0f7b225401b2,68d4a44b66a31f3b52f0,2247,2486,+
uvig_420711,5e576a628d8e5565f427,68d4a44b66a31f3b52f0,2483,2692,+
uvig_420711,44809e8743fbbfc36fec,68d4a44b66a31f3b52f0,2682,3404,+
uvig_420711,ade9447baca48efd61a6,68d4a44b66a31f3b52f0,3522,3836,+
uvig_420711,11c85f9ba0fc807eacc8,68d4a44b66a31f3b52f0,3833,5290,+
uvig_420711,d346b3829fb064bf0610,68d4a44b66a31f3b52f0,5372,6532,+
uvig_420711,e5d4a2b936ae52e2837f,68d4a44b66a31f3b52f0,6522,8180,+
uvig_420711,1ceccb1907941f5b80f6,68d4a44b66a31f3b52f0,8183,8509,+
uvig_420711,20ac056dbb74cab6699a,68d4a44b66a31f3b52f0,8542,9303,+
uvig_420711,d2f109c5a59d5fd616ef,68d4a44b66a31f3b52f0,9303,9686,+
uvig_420711,06e847eae46358fbaba8,68d4a44b66a31f3b52f0,9686,9958,+
uvig_420711,ac4e0e5242561c350d21,68d4a44b66a31f3b52f0,10120,11988,+
uvig_420711,b34682d1f82c237d035d,68d4a44b66a31f3b52f0,11990,13507,+
uvig_420711,588066e376e2129e5a71,68d4a44b66a31f3b52f0,13504,14199,+
uvig_420711,110f92393884ec3dfb8e,68d4a44b66a31f3b52f0,14218,14574,+
uvig_420711,9ea9744cc61a64dcc99b,68d4a44b66a31f3b52f0,14574,15446,+
uvig_420711,3b8821c030311b4aea61,68d4a44b66a31f3b52f0,15443,16273,-
