recid,phash,chash,start,end,orient
GUT_GENOME262550_1,e3d385a81fdd258f0e65,860c2b2a268b2dfc6dda,1011,2042,+
GUT_GENOME262550_1,82df250cbc5945a6345c,860c2b2a268b2dfc6dda,2123,3031,+
GUT_GENOME262550_1,aa2e6be2652bc65aa72c,860c2b2a268b2dfc6dda,3033,3830,+
GUT_GENOME262550_1,9432c751219865c4ec29,860c2b2a268b2dfc6dda,4546,5286,+
GUT_GENOME262550_1,08ed45bdabdac7405520,860c2b2a268b2dfc6dda,5327,5911,+
GUT_GENOME262550_1,34542d361de21c7c18e7,860c2b2a268b2dfc6dda,5973,7481,-
GUT_GENOME262550_1,b18c541dd7f7a48ff6a9,860c2b2a268b2dfc6dda,7506,11180,-
GUT_GENOME262550_1,cee7ca993f479584d527,860c2b2a268b2dfc6dda,11181,12458,-
GUT_GENOME262550_1,3458292b084bca85533b,860c2b2a268b2dfc6dda,12476,13654,-
GUT_GENOME262550_1,97f546a0e1aa891e7051,860c2b2a268b2dfc6dda,13665,14297,-
GUT_GENOME262550_1,7d30daf1dcca63ed6661,860c2b2a268b2dfc6dda,14299,14907,-
GUT_GENOME262550_1,410e38ea8e2ba34a6923,860c2b2a268b2dfc6dda,14901,15935,-
GUT_GENOME262550_1,d1be61e4277c9965a04c,860c2b2a268b2dfc6dda,15928,17397,-
GUT_GENOME262550_1,7cad8f48fbb4401e35d6,860c2b2a268b2dfc6dda,17406,18125,-
GUT_GENOME262550_1,8c719072a0a7003bd09f,860c2b2a268b2dfc6dda,18183,18677,-
GUT_GENOME262550_1,b5fb8628f0089ba9dc61,860c2b2a268b2dfc6dda,19156,19581,-
GUT_GENOME262550_1,d401c47ae7b25a9d4346,860c2b2a268b2dfc6dda,19614,20165,-
GUT_GENOME262550_1,e5fdb2d6bf173f930404,860c2b2a268b2dfc6dda,20323,21306,-
GUT_GENOME262550_1,fb775ec9f4ccbbd3ef2c,860c2b2a268b2dfc6dda,21394,22242,-
GUT_GENOME262550_1,c116f760b04fb4308a06,860c2b2a268b2dfc6dda,22337,23182,-
GUT_GENOME262550_1,a6c77e690a24c2727946,860c2b2a268b2dfc6dda,23179,24102,-
GUT_GENOME262550_1,243554c03d7dc6e8a920,860c2b2a268b2dfc6dda,24092,24319,-
GUT_GENOME262550_1,8ae4deed7a9318ad59cb,860c2b2a268b2dfc6dda,24330,25328,-
GUT_GENOME262550_1,e219d096eb8268164590,860c2b2a268b2dfc6dda,25574,26665,+
GUT_GENOME262550_1,ddc59f77efb0ad297b62,860c2b2a268b2dfc6dda,26827,27732,+
GUT_GENOME262550_1,fad0bbfddc82b5744864,860c2b2a268b2dfc6dda,27870,28496,+
GUT_GENOME262550_1,1edbef7f78014ad66794,860c2b2a268b2dfc6dda,28650,29441,+
GUT_GENOME262550_1,71ddb641478a66d30053,860c2b2a268b2dfc6dda,29434,31131,+
GUT_GENOME262550_1,32155f8a160c00234151,860c2b2a268b2dfc6dda,31278,32174,+
GUT_GENOME262550_1,b0388634f13114708ec3,860c2b2a268b2dfc6dda,32358,33137,+
GUT_GENOME262550_1,1f4ed1d3a235c3a0baa7,860c2b2a268b2dfc6dda,33134,34390,+
GUT_GENOME262550_1,8bdb328c1657f5f6307f,860c2b2a268b2dfc6dda,34411,35706,+
GUT_GENOME262550_1,5ae7b76701092700248c,860c2b2a268b2dfc6dda,35712,36182,+
GUT_GENOME262550_1,6474475a3ed71742f96d,860c2b2a268b2dfc6dda,36225,36896,-
GUT_GENOME262550_1,86d142ac4491abba5d90,860c2b2a268b2dfc6dda,36893,37237,-
GUT_GENOME262550_1,6e7c77b46b1ea953b1d8,860c2b2a268b2dfc6dda,37237,40026,-
GUT_GENOME262550_1,400ba38959c979b7d236,860c2b2a268b2dfc6dda,40225,41073,-
GUT_GENOME262550_1,37d27140611899219129,860c2b2a268b2dfc6dda,41193,42248,+
GUT_GENOME262550_1,ea3da046d4606aaeb4dc,860c2b2a268b2dfc6dda,42245,43315,-
GUT_GENOME262550_1,e40ea42976781f446346,860c2b2a268b2dfc6dda,43601,44023,+
GUT_GENOME262550_1,57788b5a56df138745d0,860c2b2a268b2dfc6dda,44020,44574,+
GUT_GENOME262550_1,25309d97387743724abf,860c2b2a268b2dfc6dda,44628,45584,-
GUT_GENOME262550_1,c41e0d973a70dd20f6a2,860c2b2a268b2dfc6dda,45751,46323,-
GUT_GENOME262550_1,d8a222ccca6b76c9eba5,860c2b2a268b2dfc6dda,46320,46868,-
GUT_GENOME262550_1,c43f6c1d9ed7226cc49f,860c2b2a268b2dfc6dda,47044,47874,+
GUT_GENOME262550_1,0b712b2c34e73210c5aa,860c2b2a268b2dfc6dda,47939,49420,-
GUT_GENOME262550_1,bc119006b8792d7b74b0,860c2b2a268b2dfc6dda,49422,49898,+
GUT_GENOME262550_1,1b6f08bcd638675b655f,860c2b2a268b2dfc6dda,49952,50836,-
GUT_GENOME262550_1,81f59ba88cfc5f2b5a7a,860c2b2a268b2dfc6dda,50964,52031,+
GUT_GENOME262550_1,053d7b2490637c36a389,860c2b2a268b2dfc6dda,52094,53377,-
GUT_GENOME262550_1,afef2f623c7a53e2a862,860c2b2a268b2dfc6dda,53836,54987,+
GUT_GENOME262550_1,cd77d46dc88615279ea8,860c2b2a268b2dfc6dda,55035,55622,-
GUT_GENOME262550_1,626e881d900af7440511,860c2b2a268b2dfc6dda,55619,57025,-
GUT_GENOME262550_1,73704fac8112b57d62c6,860c2b2a268b2dfc6dda,57264,57863,-
GUT_GENOME262550_1,fb5cbd058a0d40a113fc,860c2b2a268b2dfc6dda,57891,59255,-
GUT_GENOME262550_1,f6f7df76db30fd183747,860c2b2a268b2dfc6dda,59597,60505,+
GUT_GENOME262550_1,e97253eba2d5def00bce,860c2b2a268b2dfc6dda,60564,61064,-
GUT_GENOME262550_1,8b1f55410887f5fe5946,860c2b2a268b2dfc6dda,61212,61916,-
GUT_GENOME262550_1,2fc140abc471b99e4b66,860c2b2a268b2dfc6dda,61906,62358,-
GUT_GENOME262550_1,968f3fa2912a13356482,860c2b2a268b2dfc6dda,62527,64263,-
GUT_GENOME262550_1,a27429f9152b1ce9550e,860c2b2a268b2dfc6dda,64268,65122,-
GUT_GENOME262550_1,eed954c94e1a1f4a254a,860c2b2a268b2dfc6dda,65309,65563,+
GUT_GENOME262550_1,2009facf5fda4e946518,860c2b2a268b2dfc6dda,65630,66163,-
GUT_GENOME262550_1,92845294956cf9114b88,860c2b2a268b2dfc6dda,66174,66815,-
GUT_GENOME262550_1,fe920cdf59ad62faf337,860c2b2a268b2dfc6dda,67014,67694,+
GUT_GENOME262550_1,e2c6ee48e1080bc273a4,860c2b2a268b2dfc6dda,67715,68146,+
GUT_GENOME262550_1,8db9f9d4f42fbda21fc0,860c2b2a268b2dfc6dda,68162,69031,+
GUT_GENOME262550_1,dcffb522f9984ed7b627,860c2b2a268b2dfc6dda,69134,69811,-
GUT_GENOME262550_1,78d38fc52d0f01939048,860c2b2a268b2dfc6dda,69835,70575,-
GUT_GENOME262550_1,5994d71d43a7344707cd,860c2b2a268b2dfc6dda,70820,72652,+
GUT_GENOME262550_1,e2d3d8f8ae29ff7a361d,860c2b2a268b2dfc6dda,72660,74225,-
GUT_GENOME262550_1,1f383755aa3cc57327f0,860c2b2a268b2dfc6dda,74721,75545,+
GUT_GENOME262550_1,45086e702c983d4f12fd,860c2b2a268b2dfc6dda,75623,76024,-
GUT_GENOME262550_1,9c9692da92993215b99e,860c2b2a268b2dfc6dda,76190,76870,+
GUT_GENOME262550_1,57656c7af5ce99db56f9,860c2b2a268b2dfc6dda,77034,78407,+
GUT_GENOME262550_1,5e8064d59696709702f7,860c2b2a268b2dfc6dda,78512,79390,-
GUT_GENOME262550_1,ca61bb6f5892a7b34522,860c2b2a268b2dfc6dda,79504,80871,+
GUT_GENOME262550_1,a3d5357e008896ce13f5,860c2b2a268b2dfc6dda,81067,81414,+
GUT_GENOME262550_10,f5178041d46b2579e25c,d5c82536454b9ab47a9c,1,372,+
GUT_GENOME262550_10,f656556125a238184433,d5c82536454b9ab47a9c,372,1082,+
GUT_GENOME262550_10,b5a3665840ecb42f4a92,d5c82536454b9ab47a9c,1119,2900,+
GUT_GENOME262550_10,daebbd8efc1681023a22,d5c82536454b9ab47a9c,2893,4194,+
GUT_GENOME262550_10,2e2f7efb43475b606f25,d5c82536454b9ab47a9c,4219,5016,+
GUT_GENOME262550_10,c9bc89cee31ae974e9bb,d5c82536454b9ab47a9c,5182,6474,+
