recid,hash,chash,start,end,is_crispr
AADRZJ010000001.1,4750bd79dcd553eda7fe,1ac3b3e656ea90aacbda,324,620,0
AADRZJ010000001.1,fc31644294c76965a9c9,1ac3b3e656ea90aacbda,586,873,0
AADRZJ010000001.1,a6cdf4f8086772e966a8,1ac3b3e656ea90aacbda,1027,3261,0
AADRZJ010000001.1,905fd9ea5ba538246869,1ac3b3e656ea90aacbda,3313,4608,0
AADRZJ010000001.1,f21b247fa60a44df91e7,1ac3b3e656ea90aacbda,4666,7422,0
AADRZJ010000001.1,1253a94ea30c8c09c5ec,1ac3b3e656ea90aacbda,7466,8608,0
AADRZJ010000001.1,80b3e5f2f3e4c946574b,1ac3b3e656ea90aacbda,8686,10026,0
AADRZJ010000001.1,7336ddd627966b033260,1ac3b3e656ea90aacbda,10047,11387,0
AADRZJ010000001.1,09c66b2343b087e7345f,1ac3b3e656ea90aacbda,11384,12742,0
AADRZJ010000001.1,d624e44c2fd0880d7ae2,1ac3b3e656ea90aacbda,13223,13672,0
AADRZJ010000001.1,bf45a3bc7916f591694e,1ac3b3e656ea90aacbda,13691,14473,0
AADRZJ010000001.1,c17b70ab8e1e842caccf,1ac3b3e656ea90aacbda,14473,14802,0
AADRZJ010000001.1,bc60d03e54d65e617108,1ac3b3e656ea90aacbda,15414,15959,0
AADRZJ010000001.1,10427111f009f6cf2086,1ac3b3e656ea90aacbda,16028,16876,0
AADRZJ010000001.1,87de447e88e60e323ff0,1ac3b3e656ea90aacbda,16990,18354,0
AADRZJ010000001.1,e9db748cf0e0be4468e0,1ac3b3e656ea90aacbda,18919,20208,0
AADRZJ010000001.1,2d12b6212144384ce57e,1ac3b3e656ea90aacbda,20267,21634,0
AADRZJ010000001.1,7d31123095698ad4704d,1ac3b3e656ea90aacbda,21805,22560,0
AADRZJ010000001.1,9013ab7070c4c07033ce,1ac3b3e656ea90aacbda,22652,23800,0
AADRZJ010000001.1,d22fcf81132daf6b0f2f,1ac3b3e656ea90aacbda,23817,24464,0
AADRZJ010000001.1,fc433d3a6263f034be2e,1ac3b3e656ea90aacbda,25020,26336,0
AADRZJ010000001.1,bbb4a8266d266d420918,1ac3b3e656ea90aacbda,26368,28143,0
AADRZJ010000001.1,d5d455ddfa8dce7e221b,1ac3b3e656ea90aacbda,28244,29662,0
AADRZJ010000001.1,757d2b15f45126f3cb4d,1ac3b3e656ea90aacbda,29664,30086,0
AADRZJ010000001.1,5ad0af0ba15d3f8c2911,1ac3b3e656ea90aacbda,30144,30854,0
AADRZJ010000001.1,91da5f5f6865e129f30c,1ac3b3e656ea90aacbda,30913,32013,0
AADRZJ010000001.1,b3fefc7a94881394199b,1ac3b3e656ea90aacbda,32006,32401,0
AADRZJ010000001.1,ee5f0a1a2a870fc6a8d8,1ac3b3e656ea90aacbda,32420,33337,0
AADRZJ010000001.1,c6dc80075da4816a66cb,1ac3b3e656ea90aacbda,33294,33416,0
AADRZJ010000001.1,760226ea438319040b01,1ac3b3e656ea90aacbda,33684,33911,0
AADRZJ010000001.1,4d2a604defa13e8cc8b9,1ac3b3e656ea90aacbda,34104,35309,0
AADRZJ010000001.1,eacaa9db6b4cb42318da,1ac3b3e656ea90aacbda,35309,35752,0
AADRZJ010000001.1,7c458429eac74547cc32,1ac3b3e656ea90aacbda,36016,36930,0
AADRZJ010000001.1,7c57bc7e0388289483a3,1ac3b3e656ea90aacbda,36982,37788,0
AADRZJ010000001.1,04712fb167bc52c12da3,1ac3b3e656ea90aacbda,37897,38994,0
AADRZJ010000001.1,8647f65e12f8fdb8fb6c,1ac3b3e656ea90aacbda,39494,40747,0
AADRZJ010000001.1,16042993c3b1fc1951c3,1ac3b3e656ea90aacbda,40980,42311,0
