recid,crhash,chash,start,end
AAFWST010000001.1,ea6b7e189202fdeda456,38202c5aae5f5de6583d,209400,209732
AAFWST010000001.1,499384a65e3ed9fc3fd7,38202c5aae5f5de6583d,217621,217954
AAFWST010000003.1,9160440ccb5f8f7b9cd1,05dce01af55854b71ddc,100618,100749
AAFWST010000003.1,1e46e38ba0f06ab9350d,05dce01af55854b71ddc,138686,138791
AAFWST010000004.1,752391d97017ee1ad87d,d9d55398c6b19f3287ef,155749,155878
AAFWST010000009.1,8d6182ad397d38b21247,9e68ca7fbd401b277531,50083,50213
AAFWST010000009.1,b45d0455dd95b2792f5a,9e68ca7fbd401b277531,146414,146561
AAFWST010000010.1,d130f00bf34f5dc39ba6,340934ece3e97ac7ceb5,154019,154221
AAFWST010000014.1,3aed0b4809d1d22977aa,6cb862af305354e1a964,6089,6548
AAFWST010000027.1,44860148d02ba0e3e3af,1a46c03512f5741c6841,17303,17820
AAFWST010000029.1,5524bf77643970ce6f59,02257ee37ce999fe8ee2,36057,36396
