recid,hash,chash,start,end,is_crispr
GUT_GENOME074338_1,c002170d97aa63bf5bc7,5a52f257814823719861,345,1127,0
GUT_GENOME074338_1,77178b46fefdf536def2,5a52f257814823719861,1124,2179,0
GUT_GENOME074338_1,f5747b130a147576f90f,5a52f257814823719861,2191,3534,0
GUT_GENOME074338_1,1d501663f9c2f5528ea6,5a52f257814823719861,3672,4112,0
GUT_GENOME074338_1,0de2db902166f0343d7e,5a52f257814823719861,4321,6276,0
GUT_GENOME074338_1,311ae5a2d9e176aa9d97,5a52f257814823719861,6293,8134,0
GUT_GENOME074338_1,4d6c58623389600274f1,5a52f257814823719861,8135,9094,0
GUT_GENOME074338_1,4264a8686d8bf959a8b9,5a52f257814823719861,9163,10695,0
GUT_GENOME074338_1,9906e30ae8da45d97482,5a52f257814823719861,10769,11752,0
GUT_GENOME074338_1,ae1819efa5cc431e42bd,5a52f257814823719861,11798,12931,0
GUT_GENOME074338_1,a18768b61de4fb13df3f,5a52f257814823719861,13261,14319,0
GUT_GENOME074338_1,73e24cedaadf0a866b61,5a52f257814823719861,14316,14720,0
GUT_GENOME074338_1,3743ab8124f956b5aad7,5a52f257814823719861,14826,17696,0
GUT_GENOME074338_1,65046533dcecf6921a8a,5a52f257814823719861,17876,18790,0
GUT_GENOME074338_1,ab6f2b12928ba11e8f8f,5a52f257814823719861,18819,19478,0
GUT_GENOME074338_1,7c6f0fe58da9b2e3a46a,5a52f257814823719861,19512,20042,0
GUT_GENOME074338_1,234bae9ee43f4dd47edb,5a52f257814823719861,20296,20559,0
GUT_GENOME074338_1,dd7850dbb5be830da43d,5a52f257814823719861,20559,22037,0
GUT_GENOME074338_1,21f68dc1b830285c954c,5a52f257814823719861,22309,22650,0
GUT_GENOME074338_1,3e10b78935da5d21a10b,5a52f257814823719861,22668,24095,0
GUT_GENOME074338_1,ffcf908b1d05544d03a8,5a52f257814823719861,24185,25093,0
GUT_GENOME074338_1,7aa7c07adf2ac28d08d3,5a52f257814823719861,25102,25599,0
GUT_GENOME074338_1,2ca6c099c08097e9020d,5a52f257814823719861,25623,26570,0
GUT_GENOME074338_10,83d30142f95905ef0679,a6417909e7dccc3eab0a,3,122,0
GUT_GENOME074338_10,07beaef6fb5e408df7fa,a6417909e7dccc3eab0a,119,928,0
GUT_GENOME074338_10,f8cf02747282dffd745c,a6417909e7dccc3eab0a,1320,1469,0
GUT_GENOME074338_10,278a8bc9b3d39e4b72f7,a6417909e7dccc3eab0a,1466,1798,0
GUT_GENOME074338_10,37c3b09926891aa34689,a6417909e7dccc3eab0a,2228,2518,0
GUT_GENOME074338_10,5fb6a9b72cd3aa34f6e6,a6417909e7dccc3eab0a,2502,2804,0
GUT_GENOME074338_10,54c8446bcf18410488f7,a6417909e7dccc3eab0a,2801,3097,0
GUT_GENOME074338_100,fb48836b123b184c3e03,69ad5e5a51b373c39958,108,1118,0
GUT_GENOME074338_100,e381e5bf6c8a54201877,69ad5e5a51b373c39958,1123,1908,0
GUT_GENOME074338_100,1180b9445448e6699075,69ad5e5a51b373c39958,1990,2472,0
GUT_GENOME074338_101,611d72aae807e273974d,07dc4f8c3838c5357f18,104,2023,0
GUT_GENOME074338_101,f677d20c171744857f79,07dc4f8c3838c5357f18,2199,2981,0
GUT_GENOME074338_101,5fbe1947d94ba9f79491,07dc4f8c3838c5357f18,2995,3654,0
GUT_GENOME074338_101,70ea16a5dbf1cdecf83a,07dc4f8c3838c5357f18,3657,4505,0
GUT_GENOME074338_101,b77e3e065a6bb3f93bed,07dc4f8c3838c5357f18,4742,5452,0
GUT_GENOME074338_101,181f2688510bb18afd19,07dc4f8c3838c5357f18,5467,6006,0
GUT_GENOME074338_101,b03eab24dcf76363a525,07dc4f8c3838c5357f18,6003,6434,0
GUT_GENOME074338_101,73caf5a21dbbc0c5ccfa,07dc4f8c3838c5357f18,6438,7457,0
GUT_GENOME074338_101,7525a823256ec0a0709d,07dc4f8c3838c5357f18,7454,7834,0
GUT_GENOME074338_101,321722d8e113650f875d,07dc4f8c3838c5357f18,7851,8045,0
GUT_GENOME074338_101,0ad23ac14a2db76eeaf7,07dc4f8c3838c5357f18,8102,8584,0
GUT_GENOME074338_101,4f4ab7921f42d166346c,07dc4f8c3838c5357f18,8581,9450,0
GUT_GENOME074338_101,b7316850101a1402642e,07dc4f8c3838c5357f18,9632,9802,0
GUT_GENOME074338_101,00db787e00f25ef282ad,07dc4f8c3838c5357f18,9828,10397,0
GUT_GENOME074338_102,dd2451a4a838f7b059d4,df7a498cf48841be7c76,173,1087,0
GUT_GENOME074338_102,91dad1395d59f26b2f0c,df7a498cf48841be7c76,1107,1970,0
GUT_GENOME074338_103,e3c630e535866ecbc6de,06503e86519db45d3017,1974,2423,0
GUT_GENOME074338_103,a6b58cd8ca3a79feef6b,06503e86519db45d3017,2420,2977,0
GUT_GENOME074338_103,047c086d4bcfbc050b11,06503e86519db45d3017,2996,4489,0
GUT_GENOME074338_103,4d076a41816cd7604939,06503e86519db45d3017,4491,4862,0
GUT_GENOME074338_103,e993d52a12dd0d9b7378,06503e86519db45d3017,4876,8052,0
GUT_GENOME074338_103,3d68667637ba1e7cf958,06503e86519db45d3017,8052,8216,0
GUT_GENOME074338_103,9b7abaa7b593582ea0cd,06503e86519db45d3017,8213,8380,0
GUT_GENOME074338_104,6d5a7e91b69f9938373e,3baa33b70e1d7bf7ebcb,167,742,0
GUT_GENOME074338_104,f18ab7c9f8cfc8f8edcf,3baa33b70e1d7bf7ebcb,825,1235,0
GUT_GENOME074338_104,b583f5860236a5db7778,3baa33b70e1d7bf7ebcb,1296,2486,0
GUT_GENOME074338_104,c53121c00516308ccd17,3baa33b70e1d7bf7ebcb,2746,3600,0
GUT_GENOME074338_104,9d54304b6ad61c7b2f9b,3baa33b70e1d7bf7ebcb,4174,4413,0
GUT_GENOME074338_104,24768657129fb71d9c2f,3baa33b70e1d7bf7ebcb,4461,5900,0
GUT_GENOME074338_104,fadd4a242ad27f2116dd,3baa33b70e1d7bf7ebcb,6463,7533,0
GUT_GENOME074338_104,9eb83be0fbddf089c039,3baa33b70e1d7bf7ebcb,7599,8741,0
GUT_GENOME074338_104,f59ee740d0b8f193d92c,3baa33b70e1d7bf7ebcb,8809,9492,0
GUT_GENOME074338_104,72cb489d7a6e62b39a8a,3baa33b70e1d7bf7ebcb,9510,10640,0
GUT_GENOME074338_105,732cd68705954cd3a8aa,ec249f32260876727446,107,829,0
GUT_GENOME074338_105,fe0e2f54b3e7771b6251,ec249f32260876727446,826,1260,0
GUT_GENOME074338_105,c88e7fc490bb9cfb2301,ec249f32260876727446,1301,2494,0
GUT_GENOME074338_105,0277b207347b7f7411e0,ec249f32260876727446,2628,3824,0
GUT_GENOME074338_106,f224ca97d28ae058edb0,3867cd616b16b5aba465,137,2089,0
