recid,phash,chash,start,end,orient
JABQDP010000001.1,f7023e99191daf99eea4,8b079604eb991c372c10,53,871,-
JABQDP010000002.1,cae785c3b976eb62e04a,e54fdfb9236f06b13e6e,201,683,-
JABQDP010000003.1,04947d9cb37475a0a326,e2d3e4180dc0eff4c70a,83,541,-
JABQDP010000005.1,93fd56a119006bd709e6,6a613f7f0259e22887d7,53,1012,-
JABQDP010000008.1,64c156355d746e338c7a,4ceede4d9fc5dbf57271,88,1365,+
JABQDP010000008.1,b0bcb3e54875150496ff,4ceede4d9fc5dbf57271,1365,1946,+
JABQDP010000008.1,de1d76b577c608542c61,4ceede4d9fc5dbf57271,2422,4788,+
JABQDP010000008.1,7196af8d3576934123d3,4ceede4d9fc5dbf57271,4788,4889,+
JABQDP010000008.1,064aeaf47a1e19ace4f5,4ceede4d9fc5dbf57271,4879,5109,+
JABQDP010000009.1,f3b63bd64e511d8ae807,3df75d8aedd5fe6770de,289,744,+
JABQDP010000009.1,eed6f7fa2703cb123724,3df75d8aedd5fe6770de,848,2149,+
JABQDP010000009.1,2526c6e3d5af78fb81c0,3df75d8aedd5fe6770de,2146,2469,-
JABQDP010000009.1,e9ba40558d7aea66235b,3df75d8aedd5fe6770de,2514,3869,-
JABQDP010000009.1,c7393eaa416c920c53b0,3df75d8aedd5fe6770de,3984,6644,-
JABQDP010000009.1,abe907c913bde773ed23,3df75d8aedd5fe6770de,6698,7378,-
JABQDP010000009.1,de7f3401bece44b4976e,3df75d8aedd5fe6770de,7451,7870,-
JABQDP010000009.1,37636cafc632e3620e0e,3df75d8aedd5fe6770de,8074,9111,+
JABQDP010000009.1,8174c75a278580ed65af,3df75d8aedd5fe6770de,9227,9916,-
JABQDP010000009.1,bf32e2b23b370a2d48d3,3df75d8aedd5fe6770de,10235,10618,+
JABQDP010000009.1,e6c2e51c694a0bbe4492,3df75d8aedd5fe6770de,10680,11267,-
JABQDP010000009.1,1a5d70fc6da3a5aac977,3df75d8aedd5fe6770de,11370,12269,+
JABQDP010000009.1,5d087eb590dce5de3673,3df75d8aedd5fe6770de,12287,13621,-
JABQDP010000009.1,6a12dd10ad5dbfef2f07,3df75d8aedd5fe6770de,13752,14489,+
JABQDP010000009.1,d33cbc08cba290a54096,3df75d8aedd5fe6770de,14474,16096,-
JABQDP010000009.1,ffa0cb372e2a44b24feb,3df75d8aedd5fe6770de,16521,17096,+
JABQDP010000009.1,5d0695c83cac9e417842,3df75d8aedd5fe6770de,17128,17778,+
JABQDP010000009.1,92ec844a083ab6d145ef,3df75d8aedd5fe6770de,17778,18734,+
JABQDP010000009.1,7f611677fed3bd7d47aa,3df75d8aedd5fe6770de,18731,19210,+
JABQDP010000009.1,05b65bfb6fea5392cc09,3df75d8aedd5fe6770de,19708,20937,+
JABQDP010000009.1,fce9eeed18c5a5fea886,3df75d8aedd5fe6770de,20915,21199,-
JABQDP010000010.1,f1cdde33e35030d8afa1,b3fb1c6645b2a9af1058,36,401,+
JABQDP010000010.1,4c7e5ebb83bc7bc74398,b3fb1c6645b2a9af1058,619,807,-
JABQDP010000010.1,49d448db4db33fd32f3a,b3fb1c6645b2a9af1058,1334,1759,-
JABQDP010000010.1,8087986863a68497690f,b3fb1c6645b2a9af1058,1892,2617,-
JABQDP010000010.1,5229189f58f6163c97d6,b3fb1c6645b2a9af1058,2818,3396,-
JABQDP010000010.1,047b43bdf9a7d4e293a6,b3fb1c6645b2a9af1058,3411,3701,-
JABQDP010000011.1,2a90c9b1056e53564087,5a0f888453e8e1fe998d,223,810,-
JABQDP010000012.1,03e56aad25db31213ef2,51546a277f7ee34a06ec,111,365,-
JABQDP010000013.1,78c5caa765c6a324ea0a,c5a136d4a9c459b2a348,299,853,+
JABQDP010000013.1,cea42a09da565e98a895,c5a136d4a9c459b2a348,829,1086,-
JABQDP010000013.1,1295a3549be0e2c4c915,c5a136d4a9c459b2a348,1083,1904,-
JABQDP010000013.1,1e0238cfa01ff2c207a0,c5a136d4a9c459b2a348,1906,2478,-
JABQDP010000013.1,266dc0ebecf77aa45c94,c5a136d4a9c459b2a348,2483,3025,-
JABQDP010000013.1,ad86067d5c382883e706,c5a136d4a9c459b2a348,3052,3525,-
JABQDP010000013.1,8c36bcd7df739a1e7a6b,c5a136d4a9c459b2a348,3497,4621,-
JABQDP010000013.1,fe93476e3f93103dcec5,c5a136d4a9c459b2a348,4753,5262,+
JABQDP010000013.1,3ddd3a7923ac231051d2,c5a136d4a9c459b2a348,5278,6225,+
JABQDP010000013.1,e0c02750d3bb32cb4e9f,c5a136d4a9c459b2a348,6277,7566,+
JABQDP010000013.1,30e6cdb43e1f7e3a855c,c5a136d4a9c459b2a348,7588,8964,+
JABQDP010000013.1,5f5632e05f0a919d3c4e,c5a136d4a9c459b2a348,9106,9519,+
JABQDP010000013.1,e86f75debebe4b16310e,c5a136d4a9c459b2a348,9455,9724,-
JABQDP010000013.1,5af29bb7f0ab46ae377b,c5a136d4a9c459b2a348,9782,10207,-
JABQDP010000013.1,985ea1f4f7662823e01f,c5a136d4a9c459b2a348,10218,10586,-
JABQDP010000013.1,8d2a23a8a0191d2d2091,c5a136d4a9c459b2a348,10694,11077,-
JABQDP010000013.1,5cf8dc52b39be4b8c1db,c5a136d4a9c459b2a348,11118,12107,-
JABQDP010000013.1,d0c2f3869683dc717d78,c5a136d4a9c459b2a348,12133,12753,-
JABQDP010000013.1,b628bc7b1d38b73e4c0f,c5a136d4a9c459b2a348,12823,13203,+
JABQDP010000013.1,906deb30745d9ccc1e61,c5a136d4a9c459b2a348,13193,13549,-
JABQDP010000013.1,89e8cfbcb35fba78a1a2,c5a136d4a9c459b2a348,13696,13812,-
JABQDP010000013.1,93c7ff8b36cd30f0b04e,c5a136d4a9c459b2a348,13844,15175,-
JABQDP010000013.1,f485a47b44bfb6727af1,c5a136d4a9c459b2a348,15183,15617,-
JABQDP010000013.1,8d391954a0e17c52b3c8,c5a136d4a9c459b2a348,15621,15800,-
JABQDP010000013.1,4a70a00b9c7a332dffae,c5a136d4a9c459b2a348,15804,16307,-
JABQDP010000013.1,7a16501e2ab7b911b46b,c5a136d4a9c459b2a348,16322,16675,-
JABQDP010000013.1,33179b1445328f65a05d,c5a136d4a9c459b2a348,16685,17218,-
JABQDP010000013.1,f6a938c2f1aca10406e5,c5a136d4a9c459b2a348,17231,17623,-
JABQDP010000013.1,82ef15628d24e30e8c67,c5a136d4a9c459b2a348,17657,17962,-
JABQDP010000013.1,aa2843f401598ce6c8d9,c5a136d4a9c459b2a348,17977,18516,-
JABQDP010000013.1,75713712022a52f1f679,c5a136d4a9c459b2a348,18531,18845,-
JABQDP010000013.1,f3647a5b3afa6bea66ae,c5a136d4a9c459b2a348,18856,19227,-
JABQDP010000013.1,e2d4e156b2ebc8bc6dc5,c5a136d4a9c459b2a348,19391,19645,-
JABQDP010000013.1,b5d5370c0f42ed448cd1,c5a136d4a9c459b2a348,19645,19836,-
JABQDP010000013.1,a9538ee9d3befa081fce,c5a136d4a9c459b2a348,19836,20246,-
JABQDP010000013.1,d3f83928ec80cee97fae,c5a136d4a9c459b2a348,20259,20960,-
JABQDP010000013.1,4537df04cd87c680484f,c5a136d4a9c459b2a348,20978,21310,-
JABQDP010000013.1,a6064642e7ae62e1f977,c5a136d4a9c459b2a348,21325,21603,-
JABQDP010000013.1,7c1776f1e3abb3ecbf2f,c5a136d4a9c459b2a348,21620,22441,-
JABQDP010000013.1,6dad84c970a9c8e4bfcd,c5a136d4a9c459b2a348,22459,22761,-
JABQDP010000013.1,974bf023085d2bed2ca9,c5a136d4a9c459b2a348,22758,23363,-
JABQDP010000013.1,9ef6b51bc3ab35994a03,c5a136d4a9c459b2a348,23374,24003,-
JABQDP010000013.1,5c6d93e942157cbc8e19,c5a136d4a9c459b2a348,24036,24347,-
JABQDP010000013.1,db23649a5059f2f1d725,c5a136d4a9c459b2a348,24727,25194,+
