recid,hash,chash,start,end,is_crispr
NZ_AP017377.1,0e9d328b6f18522fcd34,32488031218752529a99,544,1905,0
NZ_AP017377.1,6372b8f618299563518d,32488031218752529a99,2183,3316,0
NZ_AP017377.1,ecf58b46c3e73543e234,32488031218752529a99,3610,4782,0
NZ_AP017377.1,bec767ec6574b3f4e280,32488031218752529a99,5038,5274,0
NZ_AP017377.1,09e1c6747158973a8497,32488031218752529a99,5271,6383,0
NZ_AP017377.1,c698c97e872abc25fc41,32488031218752529a99,6393,8327,0
NZ_AP017377.1,6802a0444acbfef81b4c,32488031218752529a99,8364,11027,0
NZ_AP017377.1,97c95cf5348b3a639fc2,32488031218752529a99,11114,11926,0
NZ_AP017377.1,67c774333b2eac1f5cea,32488031218752529a99,12252,13766,0
NZ_AP017377.1,fca0a7f8c2b76da8bf56,32488031218752529a99,14145,15431,0
NZ_AP017377.1,f1a5dcf84f3c83197785,32488031218752529a99,16081,16776,0
NZ_AP017377.1,a7d5cd9e62cce5f78fe3,32488031218752529a99,16773,17102,0
NZ_AP017377.1,5ce44651742e802b7041,32488031218752529a99,17465,18433,0
NZ_AP017377.1,5545cafe0109bea80378,32488031218752529a99,18739,19662,0
NZ_AP017377.1,56282f9fb018abc42e59,32488031218752529a99,19677,21644,0
NZ_AP017377.1,ca96d6a2004cd28660f6,32488031218752529a99,21641,22087,0
NZ_AP017377.1,d6e9e32028470ba9d77f,32488031218752529a99,22119,23519,0
NZ_AP017377.1,ddeb9eb7df74c323b5bf,32488031218752529a99,23797,25080,0
NZ_AP017377.1,44d6cbd51c08eaa80e9a,32488031218752529a99,26284,26985,0
NZ_AP017377.1,6698a04bdf99874b3d7d,32488031218752529a99,26998,28824,0
NZ_AP017377.1,ddad53ebd9110000ea44,32488031218752529a99,28817,30151,0
NZ_AP017377.1,0a785f5f2803d3ac3fe6,32488031218752529a99,30152,30940,0
NZ_AP017377.1,0401a06dc0d191619dec,32488031218752529a99,31330,32130,0
NZ_AP017377.1,90f6a7f966da0865f423,32488031218752529a99,32358,34676,0
NZ_AP017377.1,480f35c7db3567655214,32488031218752529a99,35044,35523,0
NZ_AP017377.1,dd25d6cdf3ba05faa8c6,32488031218752529a99,35845,37101,0
NZ_AP017377.1,3ef6098098af9bc37539,32488031218752529a99,37516,37755,0
NZ_AP017377.1,f53bdf806b6b10fafee4,32488031218752529a99,37787,38461,0
NZ_AP017377.1,ef77012ed92ddf67785c,32488031218752529a99,38719,38886,0
NZ_AP017377.1,4792a946df89b4d2a878,32488031218752529a99,39154,39500,1
NZ_AP017377.1,e792ec42ca611fdb43e3,32488031218752529a99,39763,40506,0
NZ_AP017377.1,62a7bc7f80c5557e1bd6,32488031218752529a99,40603,41031,0
NZ_AP017377.1,8f3b91f58a93f977accd,32488031218752529a99,41077,43083,0
NZ_AP017377.1,6beddad9e77ba503fda4,32488031218752529a99,43183,44169,0
NZ_AP017377.1,548118000a4863fe6fca,32488031218752529a99,44141,44401,0
NZ_AP017377.1,0965b89c4f3bcc0d2e69,32488031218752529a99,44301,45914,0
NZ_AP017377.1,5dbb5a68f29152a391b5,32488031218752529a99,46050,46556,0
NZ_AP017377.1,88644d98192bcf50b538,32488031218752529a99,46571,46882,0
NZ_AP017377.1,d2011fa33a806fc14267,32488031218752529a99,46884,46976,0
NZ_AP017377.1,88a1b27ad943b916c35b,32488031218752529a99,46969,47319,0
NZ_AP017377.1,0ad76295848bae32cc3b,32488031218752529a99,47841,49469,0
NZ_AP017377.1,3b4f3afa9977a7b3bdcf,32488031218752529a99,49491,50840,0
