recid,crhash,chash,start,end
NZ_AP017377.1,4792a946df89b4d2a878,32488031218752529a99,39154,39500
NZ_AP017377.1,da32b2e712da1e75dc5e,32488031218752529a99,109838,110056
NZ_AP017377.1,3b28f00aee8332b47f19,32488031218752529a99,249337,249606
NZ_AP017377.1,8e7108ec19d1240b8e9c,32488031218752529a99,294610,294698
NZ_AP017377.1,0be8ccf8c68b834b5c7b,32488031218752529a99,601887,602377
NZ_AP017377.1,26e26d9dd1b4396ebb4e,32488031218752529a99,606298,606865
NZ_AP017377.1,c77c4e28d7bb77d80dad,32488031218752529a99,610275,610729
NZ_AP017377.1,3e871e79dbb2c36cf1cc,32488031218752529a99,661859,661947
NZ_AP017377.1,6074d5500e3abf87d9d8,32488031218752529a99,661968,662053
NZ_AP017377.1,e5b4a5c6666363e46047,32488031218752529a99,726265,726445
NZ_AP017377.1,6f7a236fabe1dfdc8de6,32488031218752529a99,779309,779391
NZ_AP017377.1,53d3aa83e034a3d1dec9,32488031218752529a99,788760,788963
NZ_AP017377.1,f9b49ec92cbbcf851429,32488031218752529a99,820366,820565
NZ_AP017377.1,b08b25727e7fb4a00287,32488031218752529a99,826030,826125
NZ_AP017377.1,5801294f6cb4ded1b1a2,32488031218752529a99,833228,833327
NZ_AP017377.1,130cd8b3b105abe8d495,32488031218752529a99,852316,853087
NZ_AP017377.1,d79b1f85e18d56e4126d,32488031218752529a99,976017,976114
NZ_AP017377.1,c64a7909fa371c24e417,32488031218752529a99,1684300,1684490
NZ_AP017377.1,bcdb13b0a292cb636471,32488031218752529a99,1951831,1951999
NZ_AP017377.1,6a1ab41f876111e21f25,32488031218752529a99,2019641,2019856
NZ_AP017377.1,87454743ed21c32aa5ec,32488031218752529a99,2053917,2054012
NZ_AP017377.1,2655d9627d3bbe7da6cd,32488031218752529a99,2064765,2064860
NZ_AP017377.1,d32e0f3a5cbddb3a004c,32488031218752529a99,2167685,2167863
NZ_AP017377.1,57ce8bd1c14a38c60d2b,32488031218752529a99,2288850,2289000
NZ_AP017377.1,de2684a414abcdc5612d,32488031218752529a99,2413012,2413205
NZ_AP017377.1,05bc1681f226122198c3,32488031218752529a99,2476395,2476491
NZ_AP017377.1,d5952fc964e9f58d9a54,32488031218752529a99,2528851,2529070
NZ_AP017377.1,abef5e9d406fda0063dc,32488031218752529a99,2798982,2799655
NZ_AP017377.1,642888ac484a18d3802f,32488031218752529a99,2799732,2799805
NZ_AP017377.1,27ed73e6ed70816ac5ad,32488031218752529a99,2854585,2854718
