recid,phash,chash,start,end,orient
GUT_GENOME263752_1,4d249433242ee8db8fc7,833a980780bd40094de3,2,91,-
GUT_GENOME263752_1,cee113dde1351e0893f8,833a980780bd40094de3,101,313,-
GUT_GENOME263752_1,92174863f170f8a6854a,833a980780bd40094de3,556,2409,-
GUT_GENOME263752_1,5db67b146763d7ef507f,833a980780bd40094de3,2396,2707,-
GUT_GENOME263752_1,dbee357f3941115aaa1e,833a980780bd40094de3,2920,3633,-
GUT_GENOME263752_1,f61280032c0ff0f374f8,833a980780bd40094de3,3633,3974,-
GUT_GENOME263752_1,954ff4cdf17a46a8dcc6,833a980780bd40094de3,4260,5711,-
GUT_GENOME263752_1,660c8323df5c7848a67a,833a980780bd40094de3,5898,7382,-
GUT_GENOME263752_1,b874483408b665278f62,833a980780bd40094de3,7379,8164,-
GUT_GENOME263752_1,8900e644417fcc126cf4,833a980780bd40094de3,8209,9474,-
GUT_GENOME263752_1,440e100708f3e4d0bdc4,833a980780bd40094de3,9751,10140,-
GUT_GENOME263752_1,dfd503aea31bcd3bcf49,833a980780bd40094de3,10272,11033,+
GUT_GENOME263752_1,5de9df0d8e4a1b204435,833a980780bd40094de3,11033,12376,+
GUT_GENOME263752_1,1362127bacd7e4155292,833a980780bd40094de3,12476,12862,+
GUT_GENOME263752_1,d639aadec09c2ce83501,833a980780bd40094de3,13262,14179,-
GUT_GENOME263752_1,3745976172eb79c6ef30,833a980780bd40094de3,14477,14824,+
GUT_GENOME263752_1,260f9aeed4ff3e1cd19f,833a980780bd40094de3,14841,15200,+
GUT_GENOME263752_1,f16d79b7489d71f0a2c1,833a980780bd40094de3,15376,16110,+
GUT_GENOME263752_1,d2365ad9ef8fa24890c7,833a980780bd40094de3,16212,16598,+
GUT_GENOME263752_1,50c76d10e2cf85c83e70,833a980780bd40094de3,16779,17321,+
GUT_GENOME263752_1,e75cefb29ac7ab68437d,833a980780bd40094de3,17467,18180,+
GUT_GENOME263752_1,c6a0c4513763f242fafd,833a980780bd40094de3,18177,19523,+
GUT_GENOME263752_1,454549504bbf70d5a150,833a980780bd40094de3,19630,20223,+
GUT_GENOME263752_1,a92e63591e2ea6817c3d,833a980780bd40094de3,20210,20368,+
GUT_GENOME263752_1,e401ac23d0577d2fc704,833a980780bd40094de3,20446,21270,+
GUT_GENOME263752_1,786d956039c12a651dbe,833a980780bd40094de3,21300,22535,+
GUT_GENOME263752_1,536e00652b602a14a5bf,833a980780bd40094de3,22570,22995,-
GUT_GENOME263752_1,04a7049022f3a95bdd88,833a980780bd40094de3,23247,24245,-
GUT_GENOME263752_1,cc1acdac1dc134bb8cae,833a980780bd40094de3,24257,25648,-
GUT_GENOME263752_1,702b6d37d9a05967d57d,833a980780bd40094de3,26042,26338,-
GUT_GENOME263752_1,aaf26afc2ee5e8707536,833a980780bd40094de3,26517,26717,-
GUT_GENOME263752_1,f77e1130124f3e7c5941,833a980780bd40094de3,26808,28172,-
GUT_GENOME263752_1,a2ca7cbe2818dabdffeb,833a980780bd40094de3,28338,28556,-
GUT_GENOME263752_1,c6cf477583484097f16e,833a980780bd40094de3,28553,28753,-
GUT_GENOME263752_1,5aaea596a8561cccf4d4,833a980780bd40094de3,28773,30782,-
GUT_GENOME263752_1,27f2aa28f144183c6ae9,833a980780bd40094de3,30779,31552,-
GUT_GENOME263752_1,b4a5e57dca53c81992e5,833a980780bd40094de3,31620,32747,-
GUT_GENOME263752_1,04dab7500bd3c73b9af7,833a980780bd40094de3,32769,33722,-
GUT_GENOME263752_1,f7bc2b825ae5c3a51a1c,833a980780bd40094de3,33750,36038,-
GUT_GENOME263752_1,8f8a0a4a236e7d289e3a,833a980780bd40094de3,36058,37113,-
GUT_GENOME263752_1,3d153a92dd05a1030349,833a980780bd40094de3,37116,37265,-
GUT_GENOME263752_1,a68e928803efa1547bc2,833a980780bd40094de3,37746,37949,+
GUT_GENOME263752_1,b4b08ca2f316f1b0f8c6,833a980780bd40094de3,38035,39225,+
GUT_GENOME263752_1,a55c1213027a0c972870,833a980780bd40094de3,39309,40439,+
GUT_GENOME263752_1,ff5e2261deb737213578,833a980780bd40094de3,40453,41136,+
GUT_GENOME263752_1,67c86873625dc85e60d2,833a980780bd40094de3,41204,42391,-
GUT_GENOME263752_10,78a0f69f375c7a96023c,28b1a84dbe28e3c824ca,279,1607,+
GUT_GENOME263752_10,dd450fe228375b68fe19,28b1a84dbe28e3c824ca,1833,2198,+
