recid,phash,chash,start,end,orient
RUZL01000001.1,7846f760da0d5168a126,d9826c8719aaba220f57,112,759,-
RUZL01000001.1,16d809b151e10102f841,d9826c8719aaba220f57,1495,2052,+
RUZL01000001.1,5bfb1e4c5970d69421a3,d9826c8719aaba220f57,2244,2405,-
RUZL01000001.1,383d00249dbda08699ac,d9826c8719aaba220f57,2787,3503,+
RUZL01000001.1,81efcbd6a802d99eb6ab,d9826c8719aaba220f57,3496,4176,+
RUZL01000001.1,87560567d0d273b79118,d9826c8719aaba220f57,4585,5079,+
RUZL01000001.1,292c1e637150844ca81f,d9826c8719aaba220f57,5466,9155,+
RUZL01000001.1,aa6588474484fd1c0859,d9826c8719aaba220f57,9270,9497,-
RUZL01000001.1,1f38c2a3ea46a76b271d,d9826c8719aaba220f57,9504,9665,-
RUZL01000001.1,3aa60fdc9cd0c68501f0,d9826c8719aaba220f57,10050,11810,-
RUZL01000001.1,eb06d528506ce5d1a1a2,d9826c8719aaba220f57,11842,12069,-
RUZL01000001.1,785fa8f89b598c47d6d7,d9826c8719aaba220f57,12249,13256,+
RUZL01000001.1,be4b9f205bb285898b15,d9826c8719aaba220f57,13284,13904,+
RUZL01000001.1,d8596b2729280c71f09c,d9826c8719aaba220f57,14013,14297,-
RUZL01000001.1,aa6bf542158fe6c09ef2,d9826c8719aaba220f57,14422,16182,-
RUZL01000001.1,485d8253f3da8683e73e,d9826c8719aaba220f57,16334,17029,+
RUZL01000001.1,5c11a9a7744e6ab16d24,d9826c8719aaba220f57,17057,18247,+
RUZL01000001.1,0c92fc3e1cca153b8796,d9826c8719aaba220f57,18638,18982,+
RUZL01000001.1,133b023b8f17f335fe4f,d9826c8719aaba220f57,18986,20575,-
RUZL01000001.1,b7d604785f033d920ba0,d9826c8719aaba220f57,20577,21602,-
RUZL01000001.1,6f0f897556779f634bc1,d9826c8719aaba220f57,21602,22696,-
RUZL01000001.1,196117ecfb7f633f5f37,d9826c8719aaba220f57,22706,24511,-
RUZL01000001.1,ac834589332dfcdb2100,d9826c8719aaba220f57,24618,26174,-
RUZL01000001.1,4a9d596a15842b96df3e,d9826c8719aaba220f57,26500,27072,-
RUZL01000001.1,5b792e655cefe4645061,d9826c8719aaba220f57,27486,28205,-
RUZL01000001.1,e7765aa0f83aa3696334,d9826c8719aaba220f57,28235,29221,-
RUZL01000001.1,d6d3234a9b07b929cdff,d9826c8719aaba220f57,29433,30005,-
RUZL01000001.1,57f5a2bd9e696e7eb352,d9826c8719aaba220f57,30329,30583,+
RUZL01000001.1,d662ac83a453daae03ea,d9826c8719aaba220f57,31095,31760,+
RUZL01000001.1,5c2c6bc273484c5b1f93,d9826c8719aaba220f57,31825,33006,-
RUZL01000001.1,ba0b4c6301c167dc8d38,d9826c8719aaba220f57,33200,33307,+
RUZL01000001.1,0179a75b0a32ecc4022e,d9826c8719aaba220f57,33375,34505,+
RUZL01000001.1,3efe8dda081ed4b3596a,d9826c8719aaba220f57,34505,35443,+
RUZL01000001.1,243258e1abc932b7b6ea,d9826c8719aaba220f57,35460,37148,+
RUZL01000001.1,2797aae8c5b85754d992,d9826c8719aaba220f57,37213,38070,-
RUZL01000001.1,81bc0a3afaaca7bd199f,d9826c8719aaba220f57,38149,39198,-
RUZL01000001.1,cd2990a58667a6ea5ec2,d9826c8719aaba220f57,39319,40182,+
RUZL01000001.1,a7cc3bcb28581fbf2d54,d9826c8719aaba220f57,40372,41841,+
RUZL01000001.1,2771b73ad90e603a5eb9,d9826c8719aaba220f57,42187,44178,+
RUZL01000001.1,d79bf880fd536a507d98,d9826c8719aaba220f57,44222,45544,-
RUZL01000001.1,b60ab2e939aae0cad98f,d9826c8719aaba220f57,45577,46464,-
RUZL01000001.1,705222a0317c6d0b8a76,d9826c8719aaba220f57,46681,48048,+
RUZL01000001.1,ccb45218eed2d64f8fe0,d9826c8719aaba220f57,48053,48442,+
RUZL01000001.1,bd8b78080fe0fdce1b67,d9826c8719aaba220f57,48431,49288,-
RUZL01000001.1,ed4ae96b5eed915baf4b,d9826c8719aaba220f57,49618,50286,+
RUZL01000001.1,49865712410e5e906c81,d9826c8719aaba220f57,50283,51443,+
RUZL01000001.1,8a574b6e97f21cfe93e9,d9826c8719aaba220f57,51593,52615,+
RUZL01000001.1,5576b7019b07bec67281,d9826c8719aaba220f57,53114,54112,+
RUZL01000001.1,7e3c6849350139506ac8,d9826c8719aaba220f57,54246,55766,+
RUZL01000001.1,6a37ea61a6598f9c48e8,d9826c8719aaba220f57,55782,56792,+
RUZL01000001.1,edfa83999f41fe582dfe,d9826c8719aaba220f57,56867,58102,-
RUZL01000001.1,49fd297f900afb9850d9,d9826c8719aaba220f57,58096,59337,-
RUZL01000001.1,37218f63bb79cab5ce53,d9826c8719aaba220f57,59542,59781,-
RUZL01000001.1,16744953963336b2f25f,d9826c8719aaba220f57,59784,60503,-
RUZL01000001.1,2d60c080da53af069db1,d9826c8719aaba220f57,60680,61564,-
