chash,sampleid
e184a5cc63b4ee9ee8d6,GUT_GENOME112374
b5d12453e2e2a193ba35,GUT_GENOME112374
c48e0b5a155d414a4253,GUT_GENOME112374
ec7ae51836a787b19809,GUT_GENOME112374
6ece9627d89ab27d1f08,GUT_GENOME112374
307186e220bcbceacfe2,GUT_GENOME112374
32d6d371763e26d5a179,GUT_GENOME112374
db0bf919f38d9f1da4c4,GUT_GENOME112374
782a9c939e942615cc74,GUT_GENOME112374
60707a9ce0db08e33c60,GUT_GENOME112374
16f65d8295038ef3ec7a,GUT_GENOME112374
f5eccc962a5339c60e03,GUT_GENOME112374
27f55bb9826f08c8c58d,GUT_GENOME112374
1812edc258ee0b50e860,GUT_GENOME112374
b9abd9c7e80bb986dfbb,GUT_GENOME112374
9f2d77d673da7b10fd68,GUT_GENOME112374
f7c257e92d5a7142efd1,GUT_GENOME112374
45f4e90330b563795bc8,GUT_GENOME112374
71dd28dad1e8878ea0aa,GUT_GENOME112374
ec8c95099102cf9067ed,GUT_GENOME112374
41ea12c7495e901fdfbe,GUT_GENOME112374
9a3bb4d88300ba4e9081,GUT_GENOME112374
7e20e34a8133ebddbcbb,GUT_GENOME112374
09ee97640b1b60f8d465,GUT_GENOME112374
827cf8ec56ec3268181e,GUT_GENOME112374
33b6627a15e21af26421,GUT_GENOME112374
694d9b28310973f53f8d,GUT_GENOME112374
f9e5f1f46e68f0cc1933,GUT_GENOME112374
515812eeaa143ebcacf6,GUT_GENOME112374
9f6f995883b705d7d1f8,GUT_GENOME112374
5012df42ac0ef3c69e89,GUT_GENOME112374
3e19577b0c742c8f1d03,GUT_GENOME112374
95d990102a1ca03cfa01,GUT_GENOME112374
d32d9dea20277eb6c891,GUT_GENOME112374
ab371d091bc57188095b,GUT_GENOME112374
4ec1ad40ae2a1fdbe9c3,GUT_GENOME112374
c8adb1bcbf6cb2b89073,GUT_GENOME112374
bed675d2d56bbf5e32e5,GUT_GENOME112374
0a3316b9e524cafd1031,GUT_GENOME112374
d29271c96156c005f88c,GUT_GENOME112374
665cca3d78e727f5131d,GUT_GENOME112374
d63872953dd9ab762820,GUT_GENOME112374
8641e39322574f3369b2,GUT_GENOME112374
88db34a639a6a0abf038,GUT_GENOME112374
a92a56654bd116112c6c,GUT_GENOME112374
70264a045d68c55351d9,GUT_GENOME112374
13803628c511152b764e,GUT_GENOME112374
a3bdf6dd0034c60d8d50,GUT_GENOME112374
6ff8229d525449b2a3bc,GUT_GENOME112374
dd48bc8b38ccf6684987,GUT_GENOME112374
d9968e6eb2fdb2c4f3be,GUT_GENOME112374
308d7248da6d6a93e075,GUT_GENOME112374
1901000a6ff208cb0beb,GUT_GENOME112374
c84b998becb5529a24e9,GUT_GENOME112374
9084f6e676e284d61f81,GUT_GENOME112374
db3dc7d77fe4bb21a7b1,GUT_GENOME112374
0a9822570df9e7d5bbed,GUT_GENOME112374
a23c20be9eea36d09233,GUT_GENOME112374
c9d4265f591c089b9cda,GUT_GENOME112374
0ecaa8d99f2b17555621,GUT_GENOME112374
258b1b6269880e062fbd,GUT_GENOME112374
1c93c0f642f653a2169f,GUT_GENOME112374
d7610af8c19ffd9b5e9e,GUT_GENOME112374
ebc617be5b7dda71776f,GUT_GENOME112374
d6218fbf7126febd4a8f,GUT_GENOME112374
25c54fd8cecff22b5943,GUT_GENOME112374
91e3613b805a1ad3bb38,GUT_GENOME112374
1560c45cb02f0849d956,GUT_GENOME112374
ef0381db83adf9682950,GUT_GENOME112374
2ac3f25a0d1168996d31,GUT_GENOME112374
c3b977d2fdbe4fa2d105,GUT_GENOME112374
7bf86b06f96fc3781868,GUT_GENOME112374
65a6daded84767710ea6,GUT_GENOME112374
72ed31f0cb1346a6f91e,GUT_GENOME112374
5f9f0751e4515e6c67d0,GUT_GENOME112374
32fc4e42c6e55728ee60,GUT_GENOME112374
