recid,phash,chash,start,end,orient
NZ_VAUC01000001.1,c92e9f8d3097ff342154,4c8c4aa9239c27e7f6c8,803,1276,-
NZ_VAUC01000001.1,a2fa8eb066995eacb639,4c8c4aa9239c27e7f6c8,1395,2561,-
NZ_VAUC01000001.1,b47ec673d88ebff56dad,4c8c4aa9239c27e7f6c8,2770,4197,+
NZ_VAUC01000001.1,b292babca0086b9c0053,4c8c4aa9239c27e7f6c8,4240,4467,-
NZ_VAUC01000001.1,f83bc5f2a77a77238a64,4c8c4aa9239c27e7f6c8,4481,5485,-
NZ_VAUC01000001.1,3dcc32d467255bc87464,4c8c4aa9239c27e7f6c8,5718,7076,-
NZ_VAUC01000001.1,9131479dda108a94d74b,4c8c4aa9239c27e7f6c8,7343,8272,-
NZ_VAUC01000001.1,2e70da549f0730d15a83,4c8c4aa9239c27e7f6c8,8318,9142,-
NZ_VAUC01000001.1,f880ead32a24d0051d45,4c8c4aa9239c27e7f6c8,9225,9479,-
NZ_VAUC01000001.1,da38fdabe39eceed1948,4c8c4aa9239c27e7f6c8,9476,9727,-
NZ_VAUC01000001.1,35884cafaada838914f1,4c8c4aa9239c27e7f6c8,10207,11106,+
NZ_VAUC01000001.1,068807f7f94ac815bb15,4c8c4aa9239c27e7f6c8,11112,12416,+
NZ_VAUC01000001.1,529e6776c03611656b47,4c8c4aa9239c27e7f6c8,12413,13483,+
NZ_VAUC01000001.1,7b2e1c81c4fde00bf5e0,4c8c4aa9239c27e7f6c8,13483,14550,+
NZ_VAUC01000001.1,ad8bcbbd32019c8682e2,4c8c4aa9239c27e7f6c8,14550,15140,+
NZ_VAUC01000001.1,5b8ad84beb73576ea96f,4c8c4aa9239c27e7f6c8,15140,15877,+
NZ_VAUC01000001.1,7d45bc79271f26c3b47c,4c8c4aa9239c27e7f6c8,15859,16635,+
NZ_VAUC01000001.1,32c647f3f7bbcf3c276d,4c8c4aa9239c27e7f6c8,16629,17240,+
NZ_VAUC01000001.1,99216394971aa40943ff,4c8c4aa9239c27e7f6c8,17337,18314,-
NZ_VAUC01000001.1,5b04375851027651aa3f,4c8c4aa9239c27e7f6c8,18461,19627,-
NZ_VAUC01000001.1,03216cd8603c49827ffa,4c8c4aa9239c27e7f6c8,19792,20673,-
NZ_VAUC01000001.1,4b67b97393f3c781bba4,4c8c4aa9239c27e7f6c8,20941,22347,-
