recid,phash,chash,start,end,orient
GUT_GENOME244208_1,ad8eefd1dfb5c3d6662e,197adf826ac938f8f3a4,211,459,-
GUT_GENOME244208_1,23a9a33a6194e659b59d,197adf826ac938f8f3a4,461,1156,-
GUT_GENOME244208_1,d8268c5addd478875a4c,197adf826ac938f8f3a4,1174,1866,-
GUT_GENOME244208_1,8728f49ea8c42ccaa3c0,197adf826ac938f8f3a4,1942,5709,+
GUT_GENOME244208_1,8ec60fbf20cda17a210d,197adf826ac938f8f3a4,5788,6102,+
GUT_GENOME244208_1,f10a4a5029979e385231,197adf826ac938f8f3a4,6491,7039,+
GUT_GENOME244208_1,8ed5ebc05f41ccae069f,197adf826ac938f8f3a4,7032,9152,+
GUT_GENOME244208_1,7740a3a01de2747dc247,197adf826ac938f8f3a4,9227,9895,+
GUT_GENOME244208_1,082e163a71e81e1543f8,197adf826ac938f8f3a4,10015,10608,+
GUT_GENOME244208_1,57fe2795aed00001f51c,197adf826ac938f8f3a4,10730,11482,+
GUT_GENOME244208_1,6261f19082b69c9e6a86,197adf826ac938f8f3a4,11512,12243,+
GUT_GENOME244208_1,1076a4ee0dc13774c1a0,197adf826ac938f8f3a4,12295,13773,+
GUT_GENOME244208_1,84e436c4c38c9833f2f5,197adf826ac938f8f3a4,14341,14796,+
GUT_GENOME244208_1,948a74d5d1cfe69fcde1,197adf826ac938f8f3a4,15215,16576,+
GUT_GENOME244208_1,45e95edc9746a2c8644e,197adf826ac938f8f3a4,17545,20013,+
GUT_GENOME244208_1,a8d91654dc55b71e01db,197adf826ac938f8f3a4,20027,20755,+
GUT_GENOME244208_1,6c333e97fa324b806b32,197adf826ac938f8f3a4,20968,21885,-
GUT_GENOME244208_1,0f04108c889a1980f80d,197adf826ac938f8f3a4,21950,22216,+
GUT_GENOME244208_1,ccca835a1f00cdc81d99,197adf826ac938f8f3a4,22096,22878,-
GUT_GENOME244208_1,e332c0df4823354580c7,197adf826ac938f8f3a4,22903,24282,-
GUT_GENOME244208_1,c5ebc41c15712fae22a9,197adf826ac938f8f3a4,24306,27566,-
GUT_GENOME244208_1,4280b6b2c46657dc6866,197adf826ac938f8f3a4,27588,28925,-
GUT_GENOME244208_1,bbc81fd0a995fa578f62,197adf826ac938f8f3a4,29115,30539,-
GUT_GENOME244208_1,e2411f55c7475b7524db,197adf826ac938f8f3a4,30763,32100,-
GUT_GENOME244208_1,732c1fc2622d73741889,197adf826ac938f8f3a4,32320,33438,+
GUT_GENOME244208_1,9a4c19c2752c2696beb3,197adf826ac938f8f3a4,33494,34633,-
